"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1343","13"
"Hispanic/Latino","American Indian/Alaska Native","54","0"
"Hispanic/Latino","Asian","131","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","113","0"
"Hispanic/Latino","Other","18411","184"
"Hispanic/Latino","Unknown","7573","5"
"Hispanic/Latino","White","25272","334"
"Non-Hispanic/Latino","African-American/Black","102562","3424"
"Non-Hispanic/Latino","American Indian/Alaska Native","180","10"
"Non-Hispanic/Latino","Asian","6390","157"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","290","7"
"Non-Hispanic/Latino","Other","4718","15"
"Non-Hispanic/Latino","Unknown","3348","10"
"Non-Hispanic/Latino","White","138788","4609"
"Unknown","African-American/Black","15319","12"
"Unknown","American Indian/Alaska Native","87","0"
"Unknown","Asian","1806","0"
"Unknown","Native Hawaiian/Pacific Islander","101","0"
"Unknown","Other","5897","5"
"Unknown","Unknown","74785","28"
"Unknown","White","21812","17"
