"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3510","US-13001","13","1","18561","262","104","18910.62","560.31","328.65","61","1165","11","19"
"Atkinson","1504","US-13003","13","3","8330","199","34","18055.22","408.16","336.13","28","529","8","21"
"Bacon","2523","US-13005","13","5","11404","198","57","22123.82","499.82","666.43","76","927","13","14"
"Baker","312","US-13007","13","7","3116","45","13","10012.84","417.2","256.74","8","218","1","3"
"Baldwin","7262","US-13009","13","9","44428","425","184","16345.55","414.15","357.88","159","2160","34","18"
"Banks","3302","US-13011","13","11","19982","316","72","16524.87","360.32","350.32","70","495","6","5"
"Barrow","19347","US-13013","13","13","86383","968","226","22396.77","261.63","515.15","445","2355","8","6"
"Bartow","21277","US-13015","13","15","110771","1193","373","19208.1","336.73","317.77","352","7045","54","99"
"Ben Hill","2156","US-13017","13","17","16645","185","72","12952.84","432.56","150.2","25","2098","43","68"
"Berrien","1993","US-13019","13","19","19276","106","52","10339.28","269.77","166.01","32","2891","22","40"
"Bibb","28563","US-13021","13","21","152150","2667","641","18772.92","421.29","308.91","470","7849","80","79"
"Bleckley","1450","US-13023","13","23","12838","69","41","11294.59","319.36","140.21","18","1843","46","68"
"Brantley","2463","US-13025","13","25","19202","179","82","12826.79","427.04","447.87","86","1540","16","37"
"Brooks","1859","US-13027","13","27","15727","151","60","11820.44","381.51","324.28","51","1517","20","26"
"Bryan","6718","US-13029","13","29","39137","375","67","17165.34","171.19","452.26","177","2110","14","17"
"Bulloch","10515","US-13031","13","31","79467","358","104","13231.91","130.87","264.26","210","4686","139","218"
"Burke","2942","US-13033","13","33","22342","226","55","13168.02","246.17","205.89","46","2289","41","32"
"Butts","4669","US-13035","13","35","25174","247","129","18546.91","512.43","325.73","82","1716","12","14"
"Calhoun","972","US-13037","13","37","6317","100","21","15387.05","332.44","712.36","45","351","1","3"
"Camden","8433","US-13039","13","39","53924","237","90","15638.68","166.9","433.94","234","2406","17","35"
"Candler","1309","US-13043","13","43","10837","92","51","12078.99","470.61","147.64","16","722","40","39"
"Carroll","14281","US-13045","13","45","120119","431","172","11889.04","143.19","198.97","239","9140","236","301"
"Catoosa","12208","US-13047","13","47","68771","384","117","17751.67","170.13","578.73","398","1711","33","39"
"Charlton","2162","US-13049","13","49","13251","116","45","16315.75","339.6","762.21","101","692","14","19"
"Chatham","52282","US-13051","13","51","292176","3104","734","17894.01","251.22","409","1195","8560","61","61"
"Chattahoochee","5899","US-13053","13","53","10749","49","16","54879.52","148.85","390.73","42","865","5","4"
"Chattooga","5208","US-13055","13","55","24766","306","108","21028.83","436.08","577.4","143","1193","16","20"
"Cherokee","44794","US-13057","13","57","266617","2281","520","16800.88","195.04","313.93","837","17509","35","50"
"Clarke","25912","US-13059","13","59","129779","1101","196","19966.25","151.03","340.58","442","3422","9","6"
"Clay","354","US-13061","13","61","2855","14","4","12399.3","140.11","350.26","10","160","0","4"
"Clayton","56908","US-13063","13","63","304838","3002","809","18668.28","265.39","252.27","769","5762","59","18"
"Clinch","1379","US-13065","13","65","6656","94","35","20718.15","525.84","360.58","24","622","2","10"
"Cobb","132622","US-13067","13","67","790588","4655","1510","16775.11","191","384.4","3039","35391","130","253"
