"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1117","US-13001","13","1","18561","101","34","6017.99","183.18","371.75","69"
"Atkinson","472","US-13003","13","3","8330","61","4","5666.27","48.02","264.11","22"
"Bacon","618","US-13005","13","5","11404","48","14","5419.15","122.76","149.07","17"
"Baker","86","US-13007","13","7","3116","20","6","2759.95","192.55","32.09","1"
"Baldwin","2225","US-13009","13","9","44428","174","62","5008.1","139.55","211.58","94"
"Banks","528","US-13011","13","11","19982","71","8","2642.38","40.04","135.12","27"
"Barrow","2435","US-13013","13","13","86383","258","47","2818.84","54.41","193.33","167"
"Bartow","3257","US-13015","13","15","110771","312","91","2940.3","82.15","244.65","271"
"Ben Hill","839","US-13017","13","17","16645","89","29","5040.55","174.23","288.37","48"
"Berrien","473","US-13019","13","19","19276","24","12","2453.83","62.25","57.07","11"
"Bibb","6398","US-13021","13","21","152150","894","187","4205.06","122.91","191.26","291"
"Bleckley","477","US-13023","13","23","12838","31","21","3715.53","163.58","389.47","50"
"Brantley","383","US-13025","13","25","19202","36","11","1994.58","57.29","177.06","34"
"Brooks","536","US-13027","13","27","15727","55","26","3408.15","165.32","63.58","10"
"Bryan","1237","US-13029","13","29","39137","90","13","3160.69","33.22","189.08","74"
"Bulloch","2987","US-13031","13","31","79467","136","32","3758.79","40.27","113.25","90"
"Burke","867","US-13033","13","33","22342","89","11","3880.58","49.23","187.99","42"
"Butts","712","US-13035","13","35","25174","54","43","2828.31","170.81","139.03","35"
"Calhoun","260","US-13037","13","37","6317","48","9","4115.88","142.47","205.79","13"
"Camden","1369","US-13039","13","39","53924","66","16","2538.76","29.67","107.56","58"
"Candler","509","US-13043","13","43","10837","35","23","4696.87","212.24","387.56","42"
"Carroll","3078","US-13045","13","45","120119","171","74","2562.46","61.61","148.19","178"
"Catoosa","1314","US-13047","13","47","68771","80","19","1910.69","27.63","138.14","95"
"Charlton","644","US-13049","13","49","13251","27","9","4860.01","67.92","52.83","7"
"Chatham","8984","US-13051","13","51","292176","810","178","3074.86","60.92","142.38","416"
"Chattahoochee","1718","US-13053","13","53","10749","14","1","15982.88","9.3","372.13","40"
"Chattooga","863","US-13055","13","55","24766","63","26","3484.62","104.98","274.57","68"
"Cherokee","6625","US-13057","13","57","266617","518","98","2484.84","36.76","158.28","422"
"Clarke","5477","US-13059","13","59","129779","237","46","4220.25","35.44","237.33","308"
"Clay","122","US-13061","13","61","2855","9","3","4273.2","105.08","35.03","1"
"Clayton","7686","US-13063","13","63","304838","669","170","2521.34","55.77","126.95","387"
"Clinch","417","US-13065","13","65","6656","30","11","6265.02","165.26","315.5","21"
"Cobb","20924","US-13067","13","67","790588","1899","444","2646.64","56.16","114.6","906"
"Coffee","2169","US-13069","13","69","43042","316","57","5039.26","132.43","190.51","82"
"Colquitt","2017","US-13071","13","71","45393","160","37","4443.42","81.51","253.34","115"
"Columbia","4070","US-13073","13","73","158631","192","62","2565.7","39.08","157.6","250"
"Cook","569","US-13075","13","75","17437","61","15","3263.18","86.02","86.02","15"
"Coweta","2807","US-13077","13","77","152001","142","58","1846.7","38.16","84.87","129"
"Crawford","186","US-13079","13","79","12228","28","6","1521.1","49.07","114.49","14"
"Crisp","613","US-13081","13","81","22289","80","20","2750.24","89.73","161.51","36"
"Dade","316","US-13083","13","83","16162","21","5","1955.2","30.94","173.25","28"
"Dawson","878","US-13085","13","85","27021","83","10","3249.32","37.01","136.93","37"
"DeKalb","19969","US-13089","13","89","793154","2210","384","2517.67","48.41","103.26","819"
"Decatur","1248","US-13087","13","87","26322","96","34","4741.28","129.17","277.33","73"
"Dodge","499","US-13091","13","91","20385","46","13","2447.88","63.77","318.86","65"
"Dooly","352","US-13093","13","93","13400","54","14","2626.87","104.48","104.48","14"
"Dougherty","3245","US-13095","13","95","89905","661","189","3609.37","210.22","83.42","75"
"Douglas","3896","US-13097","13","97","151906","442","71","2564.74","46.74","157.99","240"
"Early","520","US-13099","13","99","10146","42","33","5125.17","325.25","118.27","12"
"Echols","244","US-13101","13","101","3969","9","2","6147.64","50.39","50.39","2"
"Effingham","1637","US-13103","13","103","64026","106","28","2556.77","43.73","256.15","164"
"Elbert","733","US-13105","13","105","18945","53","8","3869.09","42.23","174.19","33"
"Emanuel","1145","US-13107","13","107","22664","83","35","5052.06","154.43","211.79","48"
"Evans","450","US-13109","13","109","10687","42","6","4210.72","56.14","149.71","16"
"Fannin","760","US-13111","13","111","26320","68","28","2887.54","106.38","288.75","76"
"Fayette","2005","US-13113","13","113","117544","112","52","1705.74","44.24","76.57","90"
"Floyd","3519","US-13115","13","115","99916","264","51","3521.96","51.04","234.2","234"
"Forsyth","4466","US-13117","13","117","252507","343","48","1768.66","19.01","83.56","211"
"Franklin","820","US-13119","13","119","23329","62","16","3514.94","68.58","257.19","60"
"Fulton","29429","US-13121","13","121","1099181","2519","599","2677.36","54.5","136.01","1495"
"Gilmer","952","US-13123","13","123","31417","87","16","3030.21","50.93","388.32","122"
"Glascock","40","US-13125","13","125","3025","4","2","1322.31","66.12","0","0"
"Glynn","3590","US-13127","13","127","86047","307","99","4172.14","115.05","111.57","96"
"Gordon","2066","US-13129","13","129","58049","123","39","3559.06","67.18","304.91","177"
"Grady","834","US-13131","13","131","24540","97","23","3398.53","93.72","158.92","39"
"Greene","547","US-13133","13","133","18717","60","24","2922.48","128.23","170.97","32"
"Gwinnett","29295","US-13135","13","135","971145","2821","428","3016.54","44.07","129.02","1253"
"Habersham","1808","US-13137","13","137","45800","234","72","3947.6","157.21","211.79","97"
"Hall","10163","US-13139","13","139","206349","1039","164","4925.15","79.48","238.92","493"
