"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",990,28,0,6,956,"2020-04MAR"
"18","China","Beijing Municipality",418,113,0,8,297,"2020-04MAR"
"38","China","Chongqing Municipality",576,68,0,6,502,"2020-04MAR"
"78","China","Fujian Province",296,25,0,1,270,"2020-04MAR"
"87","China","Gansu province",91,2,0,2,87,"2020-04MAR"
"102","China","Guangdong Province",1350,210,0,7,1133,"2020-04MAR"
"126","China","Guangxi Zhuang Autonomous Region",252,37,0,2,213,"2020-04MAR"
"141","China","Guizhou Province",146,30,0,2,114,"2020-04MAR"
"150","China","Hainan Province",168,5,0,5,158,"2020-04MAR"
"169","China","Hebei Province",318,11,0,6,301,"2020-04MAR"
"180","China","Heilongjiang Province",481,89,0,13,379,"2020-04MAR"
"193","China","Henan Province",1272,16,0,22,1234,"2020-04MAR"
"213","China","Hong Kong Special Administrative Region",105,60,0,2,43,"2020-04MAR"
"214","China","Hubei Province",67332,25904,0,2871,38557,"2020-04MAR"
"232","China","Hunan Province",1018,98,0,4,916,"2020-04MAR"
"246","China","Inner Mongolia Autonomous Region",75,11,0,1,63,"2020-04MAR"
"259","China","Jiangsu Province",631,54,0,0,577,"2020-04MAR"
"272","China","Jiangxi Province",935,50,0,1,884,"2020-04MAR"
"284","China","Jilin Province",93,6,0,1,86,"2020-04MAR"
"295","China","Liaoning Province",125,18,0,1,106,"2020-04MAR"
"309","China","Macao Special Administrative Region",10,1,0,0,9,"2020-04MAR"
"310","China","Ningxia Hui Autonomous Region",75,6,0,0,69,"2020-04MAR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-04MAR"
"325","China","Shaanxi Province",245,21,0,1,223,"2020-04MAR"
"337","China","Shandong Province",758,176,0,6,576,"2020-04MAR"
"354","China","Shanghai Municipality",338,37,0,3,298,"2020-04MAR"
"373","China","Shanxi Province",133,9,0,0,124,"2020-04MAR"
"384","China","Sichuan Province",538,129,0,3,406,"2020-04MAR"
"405","China","Taiwan Province",42,29,0,1,12,"2020-04MAR"
"406","China","Tianjin Municipality",136,9,0,3,124,"2020-04MAR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-04MAR"
"430","China","Xinjiang Uygur Autonomous Region",76,4,0,3,69,"2020-04MAR"
"453","China","Yunnan Province",174,3,0,2,169,"2020-04MAR"
"469","China","Zhejiang Province",1213,98,0,1,1114,"2020-04MAR"
