"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",910,777,0,5,128,"2020-12FEB"
"18","China","Beijing Municipality",366,295,0,3,68,"2020-12FEB"
"38","China","Chongqing Municipality",518,413,0,3,102,"2020-12FEB"
"78","China","Fujian Province",279,225,0,0,54,"2020-12FEB"
"87","China","Gansu province",87,54,0,2,31,"2020-12FEB"
"102","China","Guangdong Province",1241,950,0,2,289,"2020-12FEB"
"126","China","Guangxi Zhuang Autonomous Region",222,187,0,2,33,"2020-12FEB"
"141","China","Guizhou Province",135,114,0,1,20,"2020-12FEB"
"150","China","Hainan Province",157,126,0,4,27,"2020-12FEB"
"169","China","Hebei Province",265,207,0,3,55,"2020-12FEB"
"180","China","Heilongjiang Province",395,355,0,9,31,"2020-12FEB"
"193","China","Henan Province",1169,897,0,10,262,"2020-12FEB"
"213","China","Hong Kong Special Administrative Region",50,48,0,1,1,"2020-12FEB"
"214","China","Hubei Province",48206,43455,0,1310,3441,"2020-12FEB"
"232","China","Hunan Province",968,654,0,2,312,"2020-12FEB"
"246","China","Inner Mongolia Autonomous Region",61,55,0,0,6,"2020-12FEB"
"259","China","Jiangsu Province",570,439,0,0,131,"2020-12FEB"
"272","China","Jiangxi Province",872,701,0,1,170,"2020-12FEB"
"284","China","Jilin Province",84,61,0,1,22,"2020-12FEB"
"295","China","Liaoning Province",116,94,0,1,21,"2020-12FEB"
"309","China","Macao Special Administrative Region",10,8,0,0,2,"2020-12FEB"
"310","China","Ningxia Hui Autonomous Region",64,40,0,0,24,"2020-12FEB"
"317","China","Qinghai Province",18,9,0,0,9,"2020-12FEB"
"325","China","Shaanxi Province",229,187,0,0,42,"2020-12FEB"
"337","China","Shandong Province",506,406,0,2,98,"2020-12FEB"
"354","China","Shanghai Municipality",313,255,0,1,57,"2020-12FEB"
"373","China","Shanxi Province",126,93,0,0,33,"2020-12FEB"
"384","China","Sichuan Province",451,357,0,1,93,"2020-12FEB"
"405","China","Taiwan Province",18,17,0,0,1,"2020-12FEB"
"406","China","Tianjin Municipality",113,99,0,3,11,"2020-12FEB"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-12FEB"
"430","China","Xinjiang Uygur Autonomous Region",63,59,0,1,3,"2020-12FEB"
"453","China","Yunnan Province",155,132,0,0,23,"2020-12FEB"
"469","China","Zhejiang Province",1145,818,0,0,327,"2020-12FEB"
