"","X","ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1",1,"China","Anhui Province","Anqing",18,0,0,0,0,"2020-30JAN"
"2",2,"China","Anhui Province","Bengbu",8,0,0,0,0,"2020-30JAN"
"3",3,"China","Anhui Province","Bozhou",20,0,0,0,1,"2020-30JAN"
"4",4,"China","Anhui Province","Chizhou",2,0,0,0,0,"2020-30JAN"
"5",5,"China","Anhui Province","Chuzhou",4,0,0,0,0,"2020-30JAN"
"6",6,"China","Anhui Province","Fuyang",28,0,0,0,0,"2020-30JAN"
"7",7,"China","Anhui Province","Hefei",39,0,0,0,1,"2020-30JAN"
"8",8,"China","Anhui Province","Huaibei",2,0,0,0,0,"2020-30JAN"
"9",9,"China","Anhui Province","Huainan",12,0,0,0,0,"2020-30JAN"
"10",11,"China","Anhui Province","Huangshan",7,0,0,0,0,"2020-30JAN"
"11",12,"China","Anhui Province","Lu'an",8,0,0,0,0,"2020-30JAN"
"12",13,"China","Anhui Province","Ma'anshan",14,0,0,0,0,"2020-30JAN"
"13",14,"China","Anhui Province","Suzhou",10,0,0,0,0,"2020-30JAN"
"14",15,"China","Anhui Province","Tongling",10,0,0,0,0,"2020-30JAN"
"15",16,"China","Anhui Province","Wuhu",14,0,0,0,0,"2020-30JAN"
"16",17,"China","Anhui Province","Xuancheng",4,0,0,0,0,"2020-30JAN"
"17",18,"China","Beijing Municipality","Area to be Identified",0,0,0,0,0,"2020-30JAN"
"18",19,"China","Beijing Municipality","Beijing Municipality",74,0,0,1,2,"2020-30JAN"
"19",40,"China","Chongqing Municipality","Chongqing Municipality",182,0,0,0,1,"2020-30JAN"
"20",80,"China","Fujian Province","Fuzhou",30,0,0,0,0,"2020-30JAN"
"21",81,"China","Fujian Province","Longyan",1,0,0,0,0,"2020-30JAN"
"22",82,"China","Fujian Province","Nanping",3,0,0,0,0,"2020-30JAN"
"23",83,"China","Fujian Province","Ningde",8,0,0,0,0,"2020-30JAN"
"24",84,"China","Fujian Province","Putian",17,0,0,0,0,"2020-30JAN"
"25",85,"China","Fujian Province","Quanzhou",18,0,0,0,0,"2020-30JAN"
"26",86,"China","Fujian Province","Sanming",10,0,0,0,0,"2020-30JAN"
"27",87,"China","Fujian Province","Xiamen",7,0,0,0,0,"2020-30JAN"
"28",88,"China","Fujian Province","Zhangzhou",7,0,0,0,0,"2020-30JAN"
"29",89,"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-30JAN"
"30",90,"China","Gansu province","Baiyin",1,0,0,0,0,"2020-30JAN"
"31",91,"China","Gansu province","Dingxi",2,0,0,0,0,"2020-30JAN"
"32",92,"China","Gansu province","Gannan Tibetan Autonomous Prefecture",0,0,0,0,0,"2020-30JAN"
"33",93,"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-30JAN"
"34",94,"China","Gansu province","Jinchang",1,0,0,0,0,"2020-30JAN"
"35",95,"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-30JAN"
"36",96,"China","Gansu province","Lanzhou",14,0,0,0,0,"2020-30JAN"
"37",97,"China","Gansu province","Linxia Hui Autonomous Prefecture",2,0,0,0,0,"2020-30JAN"
"38",98,"China","Gansu province","Longnan",1,0,0,0,0,"2020-30JAN"
"39",99,"China","Gansu province","Pingliang",1,0,0,0,0,"2020-30JAN"
"40",100,"China","Gansu province","Qingyang",0,0,0,0,0,"2020-30JAN"
"41",101,"China","Gansu province","Tianshui",2,0,0,0,0,"2020-30JAN"
"42",102,"China","Gansu province","Wuwei",0,0,0,0,0,"2020-30JAN"
"43",103,"China","Gansu province","Zhangye",2,0,0,0,0,"2020-30JAN"
"44",104,"China","Guangdong Province","Area to be identified",0,0,0,0,0,"2020-30JAN"
"45",105,"China","Guangdong Province","Chaozhou",0,0,0,0,0,"2020-30JAN"
"46",106,"China","Guangdong Province","Dongguan",11,0,0,0,0,"2020-30JAN"
"47",107,"China","Guangdong Province","Foshan",25,0,0,0,0,"2020-30JAN"
"48",108,"China","Guangdong Province","Guangzhou",94,0,0,0,3,"2020-30JAN"
"49",109,"China","Guangdong Province","Heyuan",1,0,0,0,0,"2020-30JAN"
"50",110,"China","Guangdong Province","Huizhou",17,0,0,0,1,"2020-30JAN"
"51",111,"China","Guangdong Province","Jiangmen",1,0,0,0,0,"2020-30JAN"
"52",112,"China","Guangdong Province","Jieyang",6,0,0,0,0,"2020-30JAN"
"53",113,"China","Guangdong Province","Maoming",3,0,0,0,0,"2020-30JAN"
"54",114,"China","Guangdong Province","Meizhou",5,0,0,0,0,"2020-30JAN"
"55",115,"China","Guangdong Province","Qingyuan",6,0,0,0,0,"2020-30JAN"
"56",116,"China","Guangdong Province","Shantou",24,0,0,0,0,"2020-30JAN"
