"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",990,0,0,6,984,"2020-10MAR"
"18","China","Beijing Municipality",429,101,0,8,320,"2020-10MAR"
"38","China","Chongqing Municipality",576,23,0,6,547,"2020-10MAR"
"78","China","Fujian Province",296,0,0,1,295,"2020-10MAR"
"87","China","Gansu province",125,35,0,2,88,"2020-10MAR"
"102","China","Guangdong Province",1353,71,0,8,1274,"2020-10MAR"
"126","China","Guangxi Zhuang Autonomous Region",252,16,0,2,234,"2020-10MAR"
"141","China","Guizhou Province",146,15,0,2,129,"2020-10MAR"
"150","China","Hainan Province",168,3,0,6,159,"2020-10MAR"
"169","China","Hebei Province",318,5,0,6,307,"2020-10MAR"
"180","China","Heilongjiang Province",481,34,0,13,434,"2020-10MAR"
"193","China","Henan Province",1272,3,0,22,1247,"2020-10MAR"
"213","China","Hong Kong Special Administrative Region",120,52,0,3,65,"2020-10MAR"
"214","China","Hubei Province",67760,16993,0,3024,47743,"2020-10MAR"
"232","China","Hunan Province",1018,24,0,4,990,"2020-10MAR"
"246","China","Inner Mongolia Autonomous Region",75,4,0,1,70,"2020-10MAR"
"259","China","Jiangsu Province",631,4,0,0,627,"2020-10MAR"
"272","China","Jiangxi Province",935,7,0,1,927,"2020-10MAR"
"284","China","Jilin Province",93,1,0,1,91,"2020-10MAR"
"295","China","Liaoning Province",125,13,0,1,111,"2020-10MAR"
"309","China","Macao Special Administrative Region",10,0,0,0,10,"2020-10MAR"
"310","China","Ningxia Hui Autonomous Region",75,4,0,0,71,"2020-10MAR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-10MAR"
"325","China","Shaanxi Province",245,17,0,1,227,"2020-10MAR"
"337","China","Shandong Province",758,33,0,6,719,"2020-10MAR"
"354","China","Shanghai Municipality",344,22,0,3,319,"2020-10MAR"
"373","China","Shanxi Province",133,2,0,0,131,"2020-10MAR"
"384","China","Sichuan Province",539,58,0,3,478,"2020-10MAR"
"405","China","Taiwan Province",47,29,0,1,17,"2020-10MAR"
"406","China","Tianjin Municipality",136,2,0,3,131,"2020-10MAR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-10MAR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-10MAR"
"453","China","Yunnan Province",174,2,0,2,170,"2020-10MAR"
"469","China","Zhejiang Province",1215,23,0,1,1191,"2020-10MAR"
