"","ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE","source_type","source_url","who_by","access_date","notes"
"27","China","Gansu province","Baiyin",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"28","China","Gansu province","Dingxi",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"29","China","Gansu province","Gannan Tibetan Autonomous Prefecture",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"30","China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"31","China","Gansu province","Jinchang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"32","China","Gansu province","Jiuquan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"33","China","Gansu province","Lanzhou",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"34","China","Gansu province","Linxia Hui Autonomous Prefecture",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"35","China","Gansu province","Longnan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"36","China","Gansu province","Pingliang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"37","China","Gansu province","Qingyang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"38","China","Gansu province","Tianshui",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"39","China","Gansu province","Wuwei",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"40","China","Gansu province","Zhangye",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"41","China","Guangdong Province","Area to be identified",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"42","China","Guangdong Province","Chaozhou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"43","China","Guangdong Province","Dongguan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"44","China","Guangdong Province","Foshan",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"45","China","Guangdong Province","Guangzhou",5,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"46","China","Guangdong Province","Heyuan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"47","China","Guangdong Province","Huizhou",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"48","China","Guangdong Province","Jiangmen",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"49","China","Guangdong Province","Jieyang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"50","China","Guangdong Province","Maoming",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"51","China","Guangdong Province","Meizhou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"52","China","Guangdong Province","Qingyuan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"53","China","Guangdong Province","Shantou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"54","China","Guangdong Province","Shanwei",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"55","China","Guangdong Province","Shaoguan",2,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"56","China","Guangdong Province","Shenzhen",15,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"57","China","Guangdong Province","Yangjiang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"58","China","Guangdong Province","Yunfu",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"59","China","Guangdong Province","Zhanjiang",2,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"60","China","Guangdong Province","Zhaoqing",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"61","China","Guangdong Province","Zhongshan",2,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"62","China","Guangdong Province","Zhuhai",4,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"63","China","Guangxi Zhuang Autonomous Region","Area to be identified",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"64","China","Guangxi Zhuang Autonomous Region","Baise",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"65","China","Guangxi Zhuang Autonomous Region","Beihai",3,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"66","China","Guangxi Zhuang Autonomous Region","Chongzuo",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"67","China","Guangxi Zhuang Autonomous Region","Fangchenggang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"68","China","Guangxi Zhuang Autonomous Region","Guigang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"69","China","Guangxi Zhuang Autonomous Region","Guilin",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"70","China","Guangxi Zhuang Autonomous Region","Hechi",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"71","China","Guangxi Zhuang Autonomous Region","Hezhou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"72","China","Guangxi Zhuang Autonomous Region","Laibin",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"73","China","Guangxi Zhuang Autonomous Region","Liuzhou",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"74","China","Guangxi Zhuang Autonomous Region","NanNing",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"75","China","Guangxi Zhuang Autonomous Region","Qinzhou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"76","China","Guangxi Zhuang Autonomous Region","Wuzhou",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"77","China","Guangxi Zhuang Autonomous Region","Yulin",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"78","China","Guizhou Province","Anshun",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"79","China","Guizhou Province","Bijie",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"80","China","Guizhou Province","Guiyang",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"81","China","Guizhou Province","Liupanshui",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"82","China","Guizhou Province","Qiandongnan Miao and Dong Autonomous Prefecture",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"83","China","Guizhou Province","Qiannan Buyi and Miao Autonomous Prefecture",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"84","China","Guizhou Province","Qianxinan Buyi and Miao Autonomous Prefecture",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"85","China","Guizhou Province","Tongren",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"86","China","Guizhou Province","Zunyi",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"87","China","Hainan Province","Baisha Li Autonomous County",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"88","China","Hainan Province","Baoting Li and Miao Autonomous County",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"89","China","Hainan Province","Changjiang Li Autonomous County",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"90","China","Hainan Province","Chengmai County",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"91","China","Hainan Province","Danzhou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"92","China","Hainan Province","Ding'an County",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"93","China","Hainan Province","Dongfang City",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"94","China","Hainan Province","Haikou",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"95","China","Hainan Province","Ledong Li Autonomous County",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"96","China","Hainan Province","Lingao County",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"97","China","Hainan Province","Lingshui Li Autonomous County",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"98","China","Hainan Province","Qionghai City",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"99","China","Hainan Province","Qiongzhong Li and Miao Autonomous County",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"100","China","Hainan Province","Sansha",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"101","China","Hainan Province","Sanya",2,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"102","China","Hainan Province","Tunchang County",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"103","China","Hainan Province","Wanning City",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"104","China","Hainan Province","Wuzhishan City",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"105","China","Hebei Province","Baoding",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"106","China","Hebei Province","Cangzhou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"107","China","Hebei Province","Chengde",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"108","China","Hebei Province","Handan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"109","China","Hebei Province","Hengshui",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"110","China","Hebei Province","Langfang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"111","China","Hebei Province","Qinhuangdao",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"112","China","Hebei Province","Shijiazhuang",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"113","China","Hebei Province","Tangshan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"114","China","Hebei Province","Xingtai",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"115","China","Hebei Province","Zhangjiakou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"116","China","Heilongjiang Province","Daqing",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"117","China","Heilongjiang Province","Daxinganling Prefecture",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"118","China","Heilongjiang Province","Harbin",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"119","China","Heilongjiang Province","Hegang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"120","China","Heilongjiang Province","Heihe",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"121","China","Heilongjiang Province","Jiamusi",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"122","China","Heilongjiang Province","Jixi",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"123","China","Heilongjiang Province","Mudanjiang",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"124","China","Heilongjiang Province","Qiqihar",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"125","China","Heilongjiang Province","Qitaihe",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"126","China","Heilongjiang Province","Shuangyashan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"127","China","Heilongjiang Province","Suihua",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"128","China","Heilongjiang Province","Yichun",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"129","China","Henan Province","Anyang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"130","China","Henan Province","Area to be identified",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"131","China","Henan Province","Hebi",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"132","China","Henan Province","Jiaozuo",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"133","China","Henan Province","Jiyuan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"134","China","Henan Province","Kaifeng",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"135","China","Henan Province","Luohe",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"136","China","Henan Province","Luoyang",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"137","China","Henan Province","Nanyang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"138","China","Henan Province","Pingdingshan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"139","China","Henan Province","Puyang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"140","China","Henan Province","Sanmenxia",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"141","China","Henan Province","Shangqiu",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"142","China","Henan Province","Xinxiang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"143","China","Henan Province","Xinyang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"144","China","Henan Province","Xuchang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"145","China","Henan Province","Zhengzhou",5,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"146","China","Henan Province","Zhoukou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"147","China","Henan Province","Zhumadian",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"148","China","Hunan Province","Changde",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"149","China","Hunan Province","Changsha",4,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"150","China","Hunan Province","Chenzhou",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"151","China","Hunan Province","Hengyang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"152","China","Hunan Province","Huaihua",3,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"153","China","Hunan Province","Loudi",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"154","China","Hunan Province","Shaoyang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"155","China","Hunan Province","Xiangtan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"156","China","Hunan Province","Xiangxi Tujia and Miao Autonomous Prefecture",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"157","China","Hunan Province","Yiyang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"158","China","Hunan Province","Yongzhou",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"159","China","Hunan Province","Yueyang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"160","China","Hunan Province","Zhangjiajie",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"161","China","Hunan Province","Zhuzhou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"162","China","Inner Mongolia Autonomous Region","Alxa League",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"163","China","Inner Mongolia Autonomous Region","Baotou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"164","China","Inner Mongolia Autonomous Region","Bayannur",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"165","China","Inner Mongolia Autonomous Region","Chifeng",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"166","China","Inner Mongolia Autonomous Region","Hinggan League",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"167","China","Inner Mongolia Autonomous Region","Hohhot",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"168","China","Inner Mongolia Autonomous Region","Hulunbuir",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"169","China","Inner Mongolia Autonomous Region","Ordos",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"170","China","Inner Mongolia Autonomous Region","Tongliao",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"171","China","Inner Mongolia Autonomous Region","Ulanqab",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"172","China","Inner Mongolia Autonomous Region","Wuhai",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"173","China","Inner Mongolia Autonomous Region","Xilingol League",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"174","China","Jiangsu Province","Changzhou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"175","China","Jiangsu Province","Huai'an",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"176","China","Jiangsu Province","Lianyungang",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"177","China","Jiangsu Province","Nanjing",2,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"178","China","Jiangsu Province","Nantong",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"179","China","Jiangsu Province","Suqian",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"180","China","Jiangsu Province","Suzhou",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"181","China","Jiangsu Province","Taizhou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"182","China","Jiangsu Province","Wuxi",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"183","China","Jiangsu Province","Xuzhou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"184","China","Jiangsu Province","Yancheng",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"185","China","Jiangsu Province","Yangzhou",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"186","China","Jiangsu Province","Zhenjiang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"187","China","Jiangxi Province","Fuzhou",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"188","China","Jiangxi Province","Ganzhou",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"189","China","Jiangxi Province","Ji'an",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"190","China","Jiangxi Province","Jingdezhen",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"191","China","Jiangxi Province","Jiujiang",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"192","China","Jiangxi Province","Nanchang",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"193","China","Jiangxi Province","Pingxiang",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"194","China","Jiangxi Province","Shangrao",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"195","China","Jiangxi Province","Xinyu",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"196","China","Jiangxi Province","Yichun",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"197","China","Jiangxi Province","Yingtan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"198","China","Jilin Province","Baicheng",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"199","China","Jilin Province","Baishan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"200","China","Jilin Province","Changchun",1,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"201","China","Jilin Province","Jilin",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"202","China","Jilin Province","Liaoyuan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"203","China","Jilin Province","Siping",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
"204","China","Jilin Province","Songyuan",0,0,0,0,0,"2020-01-23","DXY","see dxy-html-archive folder","ARW","22MAR2020",""
