"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1518","12"
"Hispanic/Latino","American Indian/Alaska Native","71","0"
"Hispanic/Latino","Asian","149","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","124","0"
"Hispanic/Latino","Other","20260","195"
"Hispanic/Latino","Unknown","8836","5"
"Hispanic/Latino","White","27720","344"
"Non-Hispanic/Latino","African-American/Black","116507","3557"
"Non-Hispanic/Latino","American Indian/Alaska Native","211","10"
"Non-Hispanic/Latino","Asian","7532","167"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","349","6"
"Non-Hispanic/Latino","Other","5278","15"
"Non-Hispanic/Latino","Unknown","4105","11"
"Non-Hispanic/Latino","White","160088","4933"
"Unknown","African-American/Black","16202","10"
"Unknown","American Indian/Alaska Native","93","0"
"Unknown","Asian","1999","1"
"Unknown","Native Hawaiian/Pacific Islander","118","0"
"Unknown","Other","7178","4"
"Unknown","Unknown","85796","22"
"Unknown","White","24204","10"
