"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","5752","1","115"
"05-09 years","Georgia","8966","1","83"
"10-17 years","Georgia","32511","5","358"
"18-29 years","Georgia","117023","68","2532"
"30-39 years","Georgia","79355","150","3323"
"40-49 years","Georgia","76188","351","4808"
"50-59 years","Georgia","71023","859","6805"
"60-69 years","Georgia","47835","1841","7808"
"70-79 years","Georgia","27858","2561","6961"
"80 & Older years","Georgia","17100","3465","5461"
"<1 years","Georgia","1688","0","95"
"Unknown years","Georgia","3039","0","69"
"01-04 years","Appling","16","0","0"
"05-09 years","Appling","38","0","0"
"10-17 years","Appling","107","0","1"
"18-29 years","Appling","243","1","4"
"30-39 years","Appling","186","1","5"
"40-49 years","Appling","184","2","13"
"50-59 years","Appling","203","5","18"
"60-69 years","Appling","165","9","32"
"70-79 years","Appling","111","12","24"
"80 & Older years","Appling","50","11","18"
"<1 years","Appling","3","0","0"
"Unknown years","Appling","1","0","0"
"01-04 years","Atkinson","4","0","1"
"05-09 years","Atkinson","14","0","1"
"10-17 years","Atkinson","34","0","0"
"18-29 years","Atkinson","125","0","8"
"30-39 years","Atkinson","92","0","8"
"40-49 years","Atkinson","97","0","15"
"50-59 years","Atkinson","96","1","16"
"60-69 years","Atkinson","59","4","19"
"70-79 years","Atkinson","33","2","10"
"80 & Older years","Atkinson","9","2","6"
"<1 years","Atkinson","2","0","0"
"01-04 years","Bacon","12","0","0"
"05-09 years","Bacon","13","0","0"
"10-17 years","Bacon","49","0","0"
"18-29 years","Bacon","176","0","1"
"30-39 years","Bacon","91","0","4"
"40-49 years","Bacon","118","1","7"
"50-59 years","Bacon","107","2","13"
"60-69 years","Bacon","69","7","14"
"70-79 years","Bacon","42","4","8"
"80 & Older years","Bacon","22","6","6"
"<1 years","Bacon","4","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","4","0","0"
"05-09 years","Baker","4","0","0"
"10-17 years","Baker","6","0","0"
"18-29 years","Baker","18","0","0"
"30-39 years","Baker","14","0","2"
"40-49 years","Baker","10","0","1"
"50-59 years","Baker","16","0","1"
"60-69 years","Baker","22","2","8"
"70-79 years","Baker","15","2","8"
"80 & Older years","Baker","6","2","3"
"01-04 years","Baldwin","18","0","0"
"05-09 years","Baldwin","35","0","0"
"10-17 years","Baldwin","109","0","2"
"18-29 years","Baldwin","1036","0","13"
"30-39 years","Baldwin","293","1","11"
"40-49 years","Baldwin","316","2","26"
"50-59 years","Baldwin","335","8","35"
"60-69 years","Baldwin","264","14","47"
"70-79 years","Baldwin","165","18","37"
"80 & Older years","Baldwin","101","28","29"
"<1 years","Baldwin","7","0","0"
"Unknown years","Baldwin","1","0","0"
"01-04 years","Banks","7","0","0"
"05-09 years","Banks","14","0","0"
"10-17 years","Banks","74","0","2"
"18-29 years","Banks","166","0","4"
"30-39 years","Banks","123","0","1"
"40-49 years","Banks","129","0","11"
"50-59 years","Banks","139","0","15"
"60-69 years","Banks","126","3","25"
"70-79 years","Banks","100","6","38"
"80 & Older years","Banks","57","5","19"
"<1 years","Banks","4","0","1"
"Unknown years","Banks","26","0","1"
"01-04 years","Barrow","39","0","0"
"05-09 years","Barrow","68","0","0"
"10-17 years","Barrow","268","0","2"
"18-29 years","Barrow","840","1","26"
"30-39 years","Barrow","675","0","28"
"40-49 years","Barrow","694","3","44"
"50-59 years","Barrow","579","2","61"
"60-69 years","Barrow","396","13","82"
"70-79 years","Barrow","223","15","57"
"80 & Older years","Barrow","125","26","47"
"<1 years","Barrow","15","0","2"
"Unknown years","Barrow","14","0","0"
"01-04 years","Bartow","49","0","1"
"05-09 years","Bartow","94","0","1"
"10-17 years","Bartow","457","0","3"
"18-29 years","Bartow","1055","0","11"
"30-39 years","Bartow","837","2","26"
"40-49 years","Bartow","870","0","47"
"50-59 years","Bartow","881","7","77"
"60-69 years","Bartow","520","16","84"
"70-79 years","Bartow","389","32","87"
"80 & Older years","Bartow","220","47","68"
"<1 years","Bartow","17","0","1"
"Unknown years","Bartow","48","0","6"
"01-04 years","Ben Hill","25","0","1"
"05-09 years","Ben Hill","18","0","0"
"10-17 years","Ben Hill","64","0","0"
"18-29 years","Ben Hill","188","0","4"
"30-39 years","Ben Hill","165","2","7"
"40-49 years","Ben Hill","139","0","7"
"50-59 years","Ben Hill","170","2","23"
"60-69 years","Ben Hill","157","9","21"
"70-79 years","Ben Hill","108","14","35"
"80 & Older years","Ben Hill","44","8","10"
"<1 years","Ben Hill","2","0","0"
"Unknown years","Ben Hill","11","0","0"
"01-04 years","Berrien","13","0","0"
"05-09 years","Berrien","13","0","0"
"10-17 years","Berrien","43","0","0"
"18-29 years","Berrien","132","0","0"
"30-39 years","Berrien","106","0","0"
"40-49 years","Berrien","101","0","2"
"50-59 years","Berrien","103","1","12"
"60-69 years","Berrien","78","4","6"
"70-79 years","Berrien","49","5","7"
"80 & Older years","Berrien","33","9","7"
"<1 years","Berrien","2","0","0"
"Unknown years","Berrien","2","0","0"
"01-04 years","Bibb","88","0","2"
"05-09 years","Bibb","122","0","0"
"10-17 years","Bibb","378","0","6"
"18-29 years","Bibb","1929","1","61"
"30-39 years","Bibb","1354","4","71"
"40-49 years","Bibb","1310","10","137"
"50-59 years","Bibb","1189","12","164"
"60-69 years","Bibb","942","48","258"
"70-79 years","Bibb","558","68","193"
"80 & Older years","Bibb","355","87","161"
"<1 years","Bibb","31","0","4"
"Unknown years","Bibb","10","0","0"
"01-04 years","Bleckley","2","0","0"
"05-09 years","Bleckley","6","0","0"
"10-17 years","Bleckley","41","0","0"
"18-29 years","Bleckley","152","0","3"
"30-39 years","Bleckley","63","0","1"
"40-49 years","Bleckley","76","1","1"
"50-59 years","Bleckley","77","2","3"
"60-69 years","Bleckley","61","7","9"
"70-79 years","Bleckley","49","3","10"
"80 & Older years","Bleckley","61","17","9"
"<1 years","Bleckley","1","0","0"
"01-04 years","Brantley","11","0","0"
"05-09 years","Brantley","7","0","0"
"10-17 years","Brantley","58","0","1"
"18-29 years","Brantley","112","0","1"
"30-39 years","Brantley","72","0","3"
"40-49 years","Brantley","88","1","5"
"50-59 years","Brantley","92","2","12"
"60-69 years","Brantley","77","3","9"
"70-79 years","Brantley","47","6","11"
"80 & Older years","Brantley","33","6","8"
"<1 years","Brantley","1","0","0"
"01-04 years","Brooks","14","0","0"
"05-09 years","Brooks","14","0","0"
"10-17 years","Brooks","71","0","0"
"18-29 years","Brooks","138","0","0"
"30-39 years","Brooks","103","0","2"
"40-49 years","Brooks","88","0","9"
"50-59 years","Brooks","98","2","14"
"60-69 years","Brooks","73","6","12"
"70-79 years","Brooks","61","9","16"
"80 & Older years","Brooks","41","9","7"
"<1 years","Brooks","3","0","0"
"01-04 years","Bryan","28","0","0"
"05-09 years","Bryan","32","0","0"
"10-17 years","Bryan","120","0","1"
"18-29 years","Bryan","331","0","8"
"30-39 years","Bryan","276","1","7"
"40-49 years","Bryan","274","0","11"
"50-59 years","Bryan","226","3","20"
"60-69 years","Bryan","144","5","21"
"70-79 years","Bryan","95","5","28"
"80 & Older years","Bryan","49","3","13"
"<1 years","Bryan","5","0","0"
"Unknown years","Bryan","6","0","0"
"01-04 years","Bulloch","41","0","0"
"05-09 years","Bulloch","48","0","0"
"10-17 years","Bulloch","190","0","2"
"18-29 years","Bulloch","1766","0","7"
"30-39 years","Bulloch","391","2","18"
"40-49 years","Bulloch","327","2","21"
"50-59 years","Bulloch","309","1","23"
