county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,678,19,63,3652.82
Atkinson,320,2,39,3841.54
Bacon,438,8,34,3840.76
Baker,63,3,13,2021.82
Baldwin,1051,39,108,2365.63
Banks,271,4,43,1356.22
Barrow,1296,32,176,1500.3
Bartow,1885,63,219,1701.71
Ben Hill,452,4,41,2715.53
Berrien,295,0,13,1530.4
Bibb,3645,68,599,2395.66
Bleckley,242,9,18,1885.03
Brantley,251,5,17,1307.16
Brooks,413,18,48,2626.06
Bryan,661,8,56,1688.94
Bulloch,1304,14,87,1640.93
Burke,470,7,60,2103.66
Butts,497,38,42,1974.26
Calhoun,203,6,42,3213.55
Camden,762,5,24,1413.1
Candler,260,4,9,2399.19
Carroll,1894,50,129,1576.77
Catoosa,637,9,54,926.26
Charlton,437,3,17,3297.86
Chatham,5764,75,501,1972.78
Chattahoochee,761,2,10,7079.73
Chattooga,267,3,12,1078.09
Cherokee,3535,64,334,1325.87
Clarke,2081,18,131,1603.5
Clay,86,2,6,3012.26
Clayton,5059,110,524,1659.57
Clinch,200,4,15,3004.81
Cobb,13729,320,1393,1736.56
Coffee,1468,29,203,3410.62
Colquitt,1555,24,116,3425.64
Columbia,2284,24,127,1439.82
Cook,440,6,44,2523.37
Coweta,1514,22,99,996.05
Crawford,104,0,12,850.51
Crisp,385,14,56,1727.31
Dade,127,1,7,785.79
Dawson,378,3,51,1398.91
DeKalb,14047,238,1615,1771.03
Decatur,797,11,61,3027.89
Dodge,221,3,15,1084.13
Dooly,254,14,47,1895.52
Dougherty,2732,171,567,3038.76
Douglas,2678,51,319,1762.93
Early,360,32,32,3548.2
Echols,222,2,8,5593.35
Effingham,745,2,46,1163.59
Elbert,360,1,17,1900.24
Emanuel,513,10,35,2263.5
Evans,261,1,13,2442.22
Fannin,335,3,31,1272.8
Fayette,1131,29,64,962.19
Floyd,1517,17,101,1518.28
Forsyth,2293,22,219,908.09
Franklin,406,6,32,1740.32
Fulton,20468,433,1882,1862.11
Gilmer,633,4,56,2014.83
Glascock,25,0,3,826.45
Glynn,2557,47,191,2971.63
Gordon,1193,23,82,2055.16
Grady,493,5,64,2008.96
Greene,313,12,39,1672.28
Gwinnett,19971,262,2144,2056.44
Habersham,1145,49,169,2500
Hall,6114,91,737,2962.94
Hancock,318,35,46,3881.36
Haralson,222,6,19,722.61
Harris,657,17,71,1892.72
Hart,310,7,41,1187.42
Heard,143,4,9,1156.02
Henry,3411,47,155,1422.04
Houston,1992,60,269,1268.47
Irwin,167,1,25,1770.38
Jackson,1070,16,103,1432.4
Jasper,164,1,12,1155.01
Jeff Davis,457,8,25,3016.9
Jefferson,504,8,54,3291.32
Jenkins,244,24,45,2845.15
Johnson,241,11,44,2494.57
Jones,309,3,29,1080.76
Lamar,275,12,29,1421.41
Lanier,219,4,15,2115.74
Laurens,951,9,82,2010.74
Lee,544,22,85,1815.09
Liberty,727,3,62,1174.4
Lincoln,143,4,21,1760
Long,129,1,7,647.75
Lowndes,3193,44,148,2708.73
Lumpkin,344,6,53,1017.69
Macon,177,10,39,1362.8
Madison,403,6,44,1335.45
Marion,150,5,15,1808.75
McDuffie,356,10,53,1648.38
McIntosh,187,2,13,1283.72
Meriwether,396,6,47,1883.92
Miller,143,0,7,2480.92
Mitchell,652,41,125,2956.11
Monroe,460,25,59,1659.03
Montgomery,155,2,16,1680.4
Morgan,279,0,18,1457.83
Murray,608,2,34,1510.15
Muscogee,4780,98,484,2494.44
Newton,1823,40,196,1622.55
Non-GA Resident/Unknown State,16749,91,412,0
Oconee,441,15,44,1056.62
Oglethorpe,218,7,29,1430.45
Paulding,1694,23,123,981.79
Peach,387,14,69,1413.7
Pickens,390,5,35,1163.14
Pierce,410,8,43,2097.72
Pike,216,4,20,1145.28
Polk,808,11,38,1858.24
Pulaski,123,2,12,1129.17
Putnam,430,18,46,1964.82
Quitman,30,1,6,1307.76
Rabun,215,3,34,1265.75
Randolph,272,26,43,4027.24
Richmond,4412,90,406,2181.57
Rockdale,1347,18,171,1418.49
Schley,68,1,8,1289.1
Screven,210,9,28,1510.79
Seminole,196,4,19,2407.86
Spalding,949,41,125,1373.17
Stephens,623,12,73,2366.3
Stewart,255,7,51,4160.55
Sumter,768,56,176,2612.33
Talbot,138,3,20,2240.99
Taliaferro,13,0,1,796.57
Tattnall,511,1,36,2010.94
Taylor,88,2,14,1105.81
Telfair,281,10,25,1796.22
Terrell,302,30,67,3566.79
Thomas,1125,42,135,2532.02
Tift,1345,39,176,3294.15
Toombs,759,8,56,2812.88
Towns,144,1,18,1196.61
Treutlen,129,3,17,1889
Troup,2298,69,261,3263.56
Turner,250,18,38,3095.59
Twiggs,121,3,27,1496.41
Union,264,7,44,1042.04
Unknown,2856,9,83,0
Upson,541,46,58,2058.83
Walker,710,17,36,1019.97
Walton,1118,39,126,1166.84
Ware,1153,29,112,3215.91
Warren,79,1,21,1516.31
Washington,479,2,31,2359.37
Wayne,785,9,56,2618.94
Webster,39,2,8,1529.41
Wheeler,94,1,5,1188.52
White,353,5,56,1111.53
Whitfield,3549,32,178,3390.59
Wilcox,184,19,40,2093.29
Wilkes,193,4,23,1927.3
Wilkinson,215,11,40,2410.58
Worth,449,23,77,2229.17
