"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3042","24"
"Hispanic/Latino","American Indian/Alaska Native","142","0"
"Hispanic/Latino","Asian","315","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","203","2"
"Hispanic/Latino","Other","33696","331"
"Hispanic/Latino","Unknown","14457","8"
"Hispanic/Latino","White","44616","610"
"Non-Hispanic/Latino","African-American/Black","221481","6200"
"Non-Hispanic/Latino","American Indian/Alaska Native","386","13"
"Non-Hispanic/Latino","Asian","16746","361"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","670","10"
"Non-Hispanic/Latino","Other","11500","52"
"Non-Hispanic/Latino","Unknown","7044","13"
"Non-Hispanic/Latino","White","323532","10232"
"Unknown","African-American/Black","24788","16"
"Unknown","American Indian/Alaska Native","145","0"
"Unknown","Asian","3844","1"
"Unknown","Native Hawaiian/Pacific Islander","174","0"
"Unknown","Other","26153","8"
"Unknown","Unknown","123324","28"
"Unknown","White","37366","19"
