"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","8955","43"
"Hispanic/Latino","American Indian/Alaska Native","599","3"
"Hispanic/Latino","Asian","1028","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","631","4"
"Hispanic/Latino","Other","59631","490"
"Hispanic/Latino","Unknown","37305","11"
"Hispanic/Latino","White","85905","874"
"Non-Hispanic/Latino","African-American/Black","496334","9426"
"Non-Hispanic/Latino","American Indian/Alaska Native","1110","29"
"Non-Hispanic/Latino","Asian","42090","484"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1332","15"
"Non-Hispanic/Latino","Other","34096","193"
"Non-Hispanic/Latino","Unknown","18929","13"
"Non-Hispanic/Latino","White","686327","16908"
"Unknown","African-American/Black","43964","21"
"Unknown","American Indian/Alaska Native","751","0"
"Unknown","Asian","7327","3"
"Unknown","Native Hawaiian/Pacific Islander","424","0"
"Unknown","Other","33938","17"
"Unknown","Unknown","279422","110"
"Unknown","White","54555","37"
