"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3060","24"
"Hispanic/Latino","American Indian/Alaska Native","142","0"
"Hispanic/Latino","Asian","317","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","204","2"
"Hispanic/Latino","Other","33897","332"
"Hispanic/Latino","Unknown","14516","8"
"Hispanic/Latino","White","44881","611"
"Non-Hispanic/Latino","African-American/Black","222486","6236"
"Non-Hispanic/Latino","American Indian/Alaska Native","386","13"
"Non-Hispanic/Latino","Asian","16822","362"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","671","10"
"Non-Hispanic/Latino","Other","11536","53"
"Non-Hispanic/Latino","Unknown","6988","13"
"Non-Hispanic/Latino","White","324973","10282"
"Unknown","African-American/Black","24768","16"
"Unknown","American Indian/Alaska Native","141","0"
"Unknown","Asian","3851","1"
"Unknown","Native Hawaiian/Pacific Islander","174","0"
"Unknown","Other","26026","9"
"Unknown","Unknown","120293","28"
"Unknown","White","38760","19"
