"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1102","13"
"Hispanic/Latino","American Indian/Alaska Native","54","0"
"Hispanic/Latino","Asian","101","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","103","0"
"Hispanic/Latino","Other","16753","173"
"Hispanic/Latino","Unknown","6610","11"
"Hispanic/Latino","White","22524","287"
"Non-Hispanic/Latino","African-American/Black","87709","3229"
"Non-Hispanic/Latino","American Indian/Alaska Native","142","10"
"Non-Hispanic/Latino","Asian","5096","145"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","254","6"
"Non-Hispanic/Latino","Other","4391","13"
"Non-Hispanic/Latino","Unknown","3205","14"
"Non-Hispanic/Latino","White","113597","4178"
"Unknown","African-American/Black","13979","13"
"Unknown","American Indian/Alaska Native","56","0"
"Unknown","Asian","1438","0"
"Unknown","Native Hawaiian/Pacific Islander","89","0"
"Unknown","Other","4860","3"
"Unknown","Unknown","69180","45"
"Unknown","White","18863","16"
