"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","703610","12188","47102"
"Male","Georgia","605130","13952","44787"
"Unknown","Georgia","8469","4","165"
"Female","Appling","1537","46","126"
"Male","Appling","1263","52","119"
"Unknown","Appling","12","0","0"
"Female","Atkinson","651","12","91"
"Male","Atkinson","545","20","92"
"Unknown","Atkinson","2","0","0"
"Female","Bacon","884","21","78"
"Male","Bacon","1098","31","88"
"Unknown","Bacon","1","0","0"
"Female","Baker","136","5","21"
"Male","Baker","111","8","23"
"Female","Baldwin","2964","58","170"
"Male","Baldwin","2358","114","229"
"Unknown","Baldwin","12","0","0"
"Female","Banks","1357","32","160"
"Male","Banks","1145","32","133"
"Unknown","Banks","11","0","0"
"Female","Barrow","7275","93","473"
"Male","Barrow","6277","103","418"
"Unknown","Barrow","45","0","1"
"Female","Bartow","8407","145","516"
"Male","Bartow","7493","178","550"
"Unknown","Bartow","94","0","0"
"Female","Ben Hill","1075","31","97"
"Male","Ben Hill","798","41","84"
"Unknown","Ben Hill","2","0","0"
"Female","Berrien","848","27","54"
"Male","Berrien","707","24","42"
"Unknown","Berrien","4","0","0"
"Female","Bibb","11697","308","1318"
"Male","Bibb","8836","285","1103"
"Unknown","Bibb","102","0","1"
"Female","Bleckley","629","22","35"
"Male","Bleckley","477","18","29"
"Unknown","Bleckley","4","0","0"
"Female","Brantley","1023","35","89"
"Male","Brantley","882","41","76"
"Unknown","Brantley","6","0","0"
"Female","Brooks","797","21","73"
"Male","Brooks","611","33","63"
"Unknown","Brooks","4","0","0"
"Female","Bryan","2461","25","150"
"Male","Bryan","2252","40","185"
"Female","Bulloch","4513","57","180"
"Male","Bulloch","3514","43","146"
"Unknown","Bulloch","14","0","0"
"Female","Burke","1293","24","106"
"Male","Burke","1030","24","93"
"Unknown","Burke","10","0","1"
"Female","Butts","1686","54","97"
"Male","Butts","1772","60","113"
"Unknown","Butts","17","0","0"
"Female","Calhoun","318","14","42"
"Male","Calhoun","299","7","49"
"Unknown","Calhoun","1","0","0"
"Female","Camden","3236","40","122"
"Male","Camden","2917","40","103"
"Female","Candler","607","17","52"
"Male","Candler","510","33","37"
"Female","Carroll","5473","74","187"
"Male","Carroll","4901","88","206"
"Unknown","Carroll","31","0","1"
"Female","Catoosa","4661","52","167"
"Male","Catoosa","4070","46","162"
"Unknown","Catoosa","74","0","3"
"Female","Charlton","671","17","60"
"Male","Charlton","1078","26","52"
"Unknown","Charlton","5","0","0"
"Female","Chatham","18485","307","1394"
"Male","Chatham","15412","371","1316"
"Unknown","Chatham","4","0","0"
"Female","Chattahoochee","396","3","15"
"Male","Chattahoochee","5060","13","27"
"Unknown","Chattahoochee","17","0","0"
"Female","Chattooga","2042","44","121"
"Male","Chattooga","1740","47","142"
"Unknown","Chattooga","13","0","0"
"Female","Cherokee","17262","192","970"
"Male","Cherokee","15385","269","1109"
"Unknown","Cherokee","76","0","1"
"Female","Clarke","10024","75","424"
"Male","Clarke","7909","105","397"
"Unknown","Clarke","41","0","2"
"Female","Clay","138","1","8"
"Male","Clay","96","3","6"
"Unknown","Clay","2","0","0"
"Female","Clayton","21050","367","1296"
"Male","Clayton","15999","371","1094"
"Unknown","Clayton","149","0","1"
"Female","Clinch","518","15","45"
"Male","Clinch","498","19","42"
"Unknown","Clinch","1","0","0"
"Female","Cobb","48018","604","2153"
"Male","Cobb","41617","733","2184"
"Unknown","Cobb","306","0","5"
"Female","Coffee","3484","102","508"
"Male","Coffee","2889","93","406"
"Unknown","Coffee","18","0","0"
"Female","Colquitt","2909","57","173"
"Male","Colquitt","2689","78","181"
"Unknown","Colquitt","10","0","0"
"Female","Columbia","7964","105","349"
"Male","Columbia","7060","154","352"
"Unknown","Columbia","38","0","0"
"Female","Cook","945","24","70"
"Male","Cook","736","29","60"
"Unknown","Cook","2","0","0"
"Female","Coweta","7157","150","470"
