"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5627","35"
"Hispanic/Latino","American Indian/Alaska Native","286","2"
"Hispanic/Latino","Asian","567","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","379","4"
"Hispanic/Latino","Other","47381","443"
"Hispanic/Latino","Unknown","24012","9"
"Hispanic/Latino","White","64403","818"
"Non-Hispanic/Latino","African-American/Black","358643","8764"
"Non-Hispanic/Latino","American Indian/Alaska Native","648","22"
"Non-Hispanic/Latino","Asian","26090","438"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1003","16"
"Non-Hispanic/Latino","Other","21754","92"
"Non-Hispanic/Latino","Unknown","10047","13"
"Non-Hispanic/Latino","White","519291","15382"
"Unknown","African-American/Black","26791","14"
"Unknown","American Indian/Alaska Native","209","0"
"Unknown","Asian","4959","2"
"Unknown","Native Hawaiian/Pacific Islander","210","0"
"Unknown","Other","27737","7"
"Unknown","Unknown","136383","62"
"Unknown","White","40789","18"
