"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3138","25"
"Hispanic/Latino","American Indian/Alaska Native","147","0"
"Hispanic/Latino","Asian","330","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","213","2"
"Hispanic/Latino","Other","34907","345"
"Hispanic/Latino","Unknown","14012","7"
"Hispanic/Latino","White","46531","621"
"Non-Hispanic/Latino","African-American/Black","227232","6366"
"Non-Hispanic/Latino","American Indian/Alaska Native","386","11"
"Non-Hispanic/Latino","Asian","17361","369"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","693","10"
"Non-Hispanic/Latino","Other","11823","58"
"Non-Hispanic/Latino","Unknown","6610","15"
"Non-Hispanic/Latino","White","332419","10462"
"Unknown","African-American/Black","24040","15"
"Unknown","American Indian/Alaska Native","136","0"
"Unknown","Asian","3834","1"
"Unknown","Native Hawaiian/Pacific Islander","173","0"
"Unknown","Other","24581","9"
"Unknown","Unknown","114010","31"
"Unknown","White","37792","19"
