"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4343","30"
"Hispanic/Latino","American Indian/Alaska Native","240","1"
"Hispanic/Latino","Asian","420","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","323","4"
"Hispanic/Latino","Other","42524","375"
"Hispanic/Latino","Unknown","18690","7"
"Hispanic/Latino","White","55773","671"
"Non-Hispanic/Latino","African-American/Black","302580","7147"
"Non-Hispanic/Latino","American Indian/Alaska Native","564","18"
"Non-Hispanic/Latino","Asian","21341","394"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","886","11"
"Non-Hispanic/Latino","Other","20071","193"
"Non-Hispanic/Latino","Unknown","10467","6"
"Non-Hispanic/Latino","White","438244","12266"
"Unknown","African-American/Black","29229","16"
"Unknown","American Indian/Alaska Native","229","0"
"Unknown","Asian","4931","2"
"Unknown","Native Hawaiian/Pacific Islander","205","0"
"Unknown","Other","28463","12"
"Unknown","Unknown","157451","46"
"Unknown","White","44674","33"
