"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1319","13"
"Hispanic/Latino","American Indian/Alaska Native","56","0"
"Hispanic/Latino","Asian","131","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","112","0"
"Hispanic/Latino","Other","18223","184"
"Hispanic/Latino","Unknown","7490","5"
"Hispanic/Latino","White","24923","334"
"Non-Hispanic/Latino","African-American/Black","101057","3413"
"Non-Hispanic/Latino","American Indian/Alaska Native","176","10"
"Non-Hispanic/Latino","Asian","6226","155"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","286","7"
"Non-Hispanic/Latino","Other","4673","14"
"Non-Hispanic/Latino","Unknown","3256","9"
"Non-Hispanic/Latino","White","135958","4575"
"Unknown","African-American/Black","15107","12"
"Unknown","American Indian/Alaska Native","84","0"
"Unknown","Asian","1778","0"
"Unknown","Native Hawaiian/Pacific Islander","100","0"
"Unknown","Other","5779","5"
"Unknown","Unknown","73936","27"
"Unknown","White","21463","15"
