"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3705","US-13001","13","1","18561","285","115","19961.21","619.58","301.71","56","1368","18","26"
"Atkinson","1645","US-13003","13","3","8330","239","43","19747.9","516.21","264.11","22","717","10","23"
"Bacon","2754","US-13005","13","5","11404","235","67","24149.42","587.51","254.3","29","1200","12","17"
"Baker","332","US-13007","13","7","3116","48","14","10654.69","449.29","64.18","2","264","1","3"
"Baldwin","7993","US-13009","13","9","44428","463","204","17990.91","459.17","330.87","147","2534","42","24"
"Banks","3708","US-13011","13","11","19982","362","89","18556.7","445.4","320.29","64","552","9","6"
"Barrow","21511","US-13013","13","13","86383","1068","253","24901.89","292.88","493.15","426","2537","13","6"
"Bartow","23663","US-13015","13","15","110771","1353","398","21362.09","359.3","444.16","492","8520","59","116"
"Ben Hill","2249","US-13017","13","17","16645","194","75","13511.57","450.59","120.16","20","2425","48","78"
"Berrien","2157","US-13019","13","19","19276","116","60","11190.08","311.27","134.88","26","3260","26","46"
"Bibb","31696","US-13021","13","21","152150","2874","714","20832.07","469.27","287.22","437","10395","94","96"
"Bleckley","1548","US-13023","13","23","12838","80","46","12057.95","358.31","194.73","25","2069","55","77"
"Brantley","2642","US-13025","13","25","19202","190","93","13758.98","484.32","260.39","50","1836","20","40"
"Brooks","2057","US-13027","13","27","15727","167","69","13079.42","438.74","209.83","33","1720","20","26"
"Bryan","7576","US-13029","13","29","39137","436","81","19357.64","206.97","224.85","88","2675","17","21"
"Bulloch","11181","US-13031","13","31","79467","401","114","14069.99","143.46","182.47","145","5752","156","264"
"Burke","3144","US-13033","13","33","22342","255","68","14072.15","304.36","156.66","35","2706","46","37"
"Butts","5231","US-13035","13","35","25174","306","149","20779.38","591.88","432.99","109","1919","17","15"
"Calhoun","1037","US-13037","13","37","6317","106","23","16416.02","364.1","126.64","8","424","1","3"
"Camden","9915","US-13039","13","39","53924","267","108","18386.99","200.28","331.95","179","2916","18","35"
"Candler","1461","US-13043","13","43","10837","108","58","13481.59","535.2","101.5","11","944","46","44"
"Carroll","15734","US-13045","13","45","120119","477","186","13098.68","154.85","196.47","236","10365","285","365"
"Catoosa","13636","US-13047","13","47","68771","430","142","19828.13","206.48","296.64","204","2339","42","45"
"Charlton","2388","US-13049","13","49","13251","124","47","18021.28","354.69","286.77","38","870","17","21"
"Chatham","60555","US-13051","13","51","292176","3673","846","20725.52","289.55","310.09","906","12692","86","79"
"Chattahoochee","6711","US-13053","13","53","10749","61","17","62433.71","158.15","279.1","30","925","5","3"
"Chattooga","5688","US-13055","13","55","24766","347","121","22966.97","488.57","323.02","80","1537","17","22"
"Cherokee","50866","US-13057","13","57","266617","2516","610","19078.3","228.79","383.7","1023","19647","48","62"
"Clarke","28854","US-13059","13","59","129779","1464","233","22233.18","179.54","318.23","413","3795","14","9"
"Clay","380","US-13061","13","61","2855","14","6","13309.98","210.16","140.11","4","193","0","4"
"Clayton","65380","US-13063","13","63","304838","3665","941","21447.46","308.69","351.99","1073","6654","81","27"
