"county","collection_dt","ALL PCR tests performed","Running total of all PCR tests","All PCR positive tests","Running total of all PCR tests","7 day percent positive","14 day percent positive"
"Georgia","2020-02-01","0","0","0","0",".","."
"Georgia","2020-02-02","0","0","0","0",".","."
"Georgia","2020-02-03","1","1","1","1",".","."
"Georgia","2020-02-04","1","2","0","1",".","."
"Georgia","2020-02-05","1","3","0","1",".","."
"Georgia","2020-02-06","1","4","0","1",".","."
"Georgia","2020-02-07","1","5","0","1","14.3","."
"Georgia","2020-02-08","0","5","0","1","14.3","."
"Georgia","2020-02-09","0","5","0","1","14.3","."
"Georgia","2020-02-10","2","7","0","1","0","."
"Georgia","2020-02-11","0","7","0","1","0","."
"Georgia","2020-02-12","0","7","0","1","0","."
"Georgia","2020-02-13","1","8","0","1","0","."
"Georgia","2020-02-14","1","9","0","1","0","7.1"
"Georgia","2020-02-15","1","10","0","1","0","7.1"
"Georgia","2020-02-16","0","10","0","1","0","7.1"
"Georgia","2020-02-17","0","10","0","1","0","0"
"Georgia","2020-02-18","1","11","1","2","14.3","7.1"
"Georgia","2020-02-19","1","12","0","2","14.3","7.1"
"Georgia","2020-02-20","1","13","0","2","14.3","7.1"
"Georgia","2020-02-21","0","13","0","2","14.3","7.1"
"Georgia","2020-02-22","0","13","0","2","14.3","7.1"
"Georgia","2020-02-23","0","13","0","2","14.3","7.1"
"Georgia","2020-02-24","0","13","0","2","14.3","7.1"
"Georgia","2020-02-25","2","15","0","2","0","7.1"
"Georgia","2020-02-26","0","15","0","2","0","7.1"
"Georgia","2020-02-27","3","18","1","3","4.8","9.5"
"Georgia","2020-02-28","0","18","0","3","4.8","9.5"
"Georgia","2020-02-29","1","19","0","3","4.8","9.5"
"Georgia","2020-03-01","1","20","0","3","4.8","9.5"
"Georgia","2020-03-02","4","24","2","5","11.9","13.1"
"Georgia","2020-03-03","6","30","2","7","16.7","8.3"
"Georgia","2020-03-04","16","46","2","9","18.5","9.2"
"Georgia","2020-03-05","26","72","4","13","15.9","10.3"
"Georgia","2020-03-06","52","124","4","17","17","10.9"
"Georgia","2020-03-07","28","152","5","22","19.5","12.2"
"Georgia","2020-03-08","54","206","11","33","22.4","13.6"
"Georgia","2020-03-09","187","393","9","42","16","13.9"
"Georgia","2020-03-10","265","658","19","61","12.3","14.5"
"Georgia","2020-03-11","389","1047","49","110","12.3","15.4"
"Georgia","2020-03-12","674","1721","72","182","11.6","13.7"
"Georgia","2020-03-13","776","2497","149","331","13.2","15.1"
"Georgia","2020-03-14","376","2873","83","414","13.8","16.7"
"Georgia","2020-03-15","545","3418","118","532","14","18.2"
"Georgia","2020-03-16","1654","5072","220","752","15.2","15.6"
"Georgia","2020-03-17","2098","7170","287","1039","16.2","14.2"
"Georgia","2020-03-18","1920","9090","283","1322","16.5","14.4"
"Georgia","2020-03-19","2120","11210","308","1630","17","14.3"
"Georgia","2020-03-20","2387","13597","389","2019","16.6","14.9"
"Georgia","2020-03-21","895","14492","187","2206","16.4","15.1"
"Georgia","2020-03-22","915","15407","218","2424","16.8","15.4"
"Georgia","2020-03-23","3014","18421","615","3039","17.8","16.5"
"Georgia","2020-03-24","3344","21765","649","3688","18.6","17.4"
"Georgia","2020-03-25","3335","25100","645","4333","19.2","17.9"
"Georgia","2020-03-26","3145","28245","609","4942","19.9","18.5"
"Georgia","2020-03-27","3031","31276","646","5588","20.6","18.6"
"Georgia","2020-03-28","1133","32409","339","5927","21.9","19.2"
"Georgia","2020-03-29","954","33363","308","6235","23.1","20"
"Georgia","2020-03-30","3407","36770","752","6987","23.4","20.6"
"Georgia","2020-03-31","2855","39625","615","7602","23.7","21.1"
"Georgia","2020-04-01","3340","42965","677","8279","23.8","21.5"
"Georgia","2020-04-02","3284","46249","554","8833","23.5","21.7"
"Georgia","2020-04-03","3458","49707","640","9473","23.1","21.9"
"Georgia","2020-04-04","1650","51357","297","9770","21.4","21.7"
"Georgia","2020-04-05","860","52217","173","9943","19.6","21.4"
"Georgia","2020-04-06","4066","56283","733","10676","19","21.2"
"Georgia","2020-04-07","4698","60981","664","11340","18","20.8"
"Georgia","2020-04-08","4865","65846","687","12027","17.1","20.5"
"Georgia","2020-04-09","4590","70436","774","12801","17.1","20.3"
"Georgia","2020-04-10","5204","75640","900","13701","16.9","20"
"Georgia","2020-04-11","2467","78107","341","14042","16.3","18.9"
"Georgia","2020-04-12","966","79073","224","14266","16.8","18.2"
"Georgia","2020-04-13","4689","83762","786","15052","16.6","17.8"
"Georgia","2020-04-14","5610","89372","801","15853","16.6","17.3"
"Georgia","2020-04-15","5435","94807","712","16565","16.5","16.8"
"Georgia","2020-04-16","6332","101139","793","17358","15.9","16.5"
"Georgia","2020-04-17","6870","108009","804","18162","15.1","16"
"Georgia","2020-04-18","3524","111533","449","18611","14.9","15.6"
"Georgia","2020-04-19","2087","113620","421","19032","14.5","15.6"
"Georgia","2020-04-20","7994","121614","889","19921","13.7","15.1"
"Georgia","2020-04-21","8929","130543","917","20838","13.1","14.9"
"Georgia","2020-04-22","8722","139265","869","21707","12.6","14.6"
"Georgia","2020-04-23","6547","145812","654","22361","12.3","14.1"
"Georgia","2020-04-24","9496","155308","719","23080","11.7","13.4"
"Georgia","2020-04-25","4846","160154","348","23428","10.9","12.9"
"Georgia","2020-04-26","2123","162277","260","23688","9.8","12.1"
"Georgia","2020-04-27","8460","170737","901","24589","9.7","11.7"
"Georgia","2020-04-28","10108","180845","906","25495","9.5","11.3"
"Georgia","2020-04-29","10778","191623","887","26382","9.3","11"
"Georgia","2020-04-30","11137","202760","801","27183","8.9","10.6"
"Georgia","2020-05-01","10709","213469","885","28068","9","10.3"
"Georgia","2020-05-02","5693","219162","451","28519","9.1","10"
"Georgia","2020-05-03","3543","222705","289","28808","8.5","9.1"
"Georgia","2020-05-04","10913","233618","962","29770","8.2","9"
"Georgia","2020-05-05","9665","243283","587","30357","7.8","8.7"
"Georgia","2020-05-06","11005","254288","589","30946","7.4","8.3"
"Georgia","2020-05-07","9154","263442","597","31543","7.3","8.1"
"Georgia","2020-05-08","11775","275217","754","32297","7","8"
"Georgia","2020-05-09","6465","281682","403","32700","6.8","7.9"
"Georgia","2020-05-10","2276","283958","254","32954","7.2","7.9"
"Georgia","2020-05-11","13575","297533","833","33787","6.8","7.5"
"Georgia","2020-05-12","13706","311239","709","34496","6.7","7.3"
"Georgia","2020-05-13","12716","323955","679","35175","6.7","7.1"
"Georgia","2020-05-14","13460","337415","790","35965","6.6","7"
"Georgia","2020-05-15","15195","352610","929","36894","6.6","6.8"
"Georgia","2020-05-16","7322","359932","550","37444","6.8","6.8"
"Georgia","2020-05-17","3706","363638","305","37749","6.3","6.8"
"Georgia","2020-05-18","12582","376220","920","38669","6.5","6.7"
"Georgia","2020-05-19","14783","391003","922","39591","6.7","6.7"
"Georgia","2020-05-20","14363","405366","765","40356","6.7","6.7"
"Georgia","2020-05-21","13224","418590","762","41118","6.6","6.6"
"Georgia","2020-05-22","12938","431528","748","41866","6.6","6.6"
"Georgia","2020-05-23","6383","437911","440","42306","6.5","6.6"
"Georgia","2020-05-24","3339","441250","265","42571","6.5","6.4"
"Georgia","2020-05-25","3165","444415","205","42776","6.3","6.4"
"Georgia","2020-05-26","15595","460010","1099","43875","6.5","6.6"
"Georgia","2020-05-27","15045","475055","801","44676","6.5","6.6"
"Georgia","2020-05-28","14337","489392","742","45418","6.4","6.5"
"Georgia","2020-05-29","13118","502510","745","46163","6.4","6.5"
"Georgia","2020-05-30","6380","508890","417","46580","6.3","6.4"
"Georgia","2020-05-31","3381","512271","231","46811","6.2","6.3"
"Georgia","2020-06-01","13558","525829","938","47749","6.2","6.3"
"Georgia","2020-06-02","14172","540001","912","48661","6.1","6.3"
"Georgia","2020-06-03","15065","555066","901","49562","6.2","6.3"
"Georgia","2020-06-04","14534","569600","878","50440","6.3","6.4"
"Georgia","2020-06-05","13145","582745","818","51258","6.4","6.4"
"Georgia","2020-06-06","7720","590465","515","51773","6.4","6.4"
"Georgia","2020-06-07","3520","593985","336","52109","6.8","6.5"
"Georgia","2020-06-08","14828","608813","1082","53191","6.9","6.6"
"Georgia","2020-06-09","14577","623390","907","54098","6.9","6.5"
"Georgia","2020-06-10","15303","638693","1156","55254","7.1","6.7"
"Georgia","2020-06-11","16677","655370","1174","56428","7.2","6.8"
"Georgia","2020-06-12","14459","669829","952","57380","7.3","6.8"
"Georgia","2020-06-13","7469","677298","658","58038","7.6","7"
"Georgia","2020-06-14","4042","681340","420","58458","7.7","7.3"
"Georgia","2020-06-15","17920","699260","1460","59918","7.8","7.4"
"Georgia","2020-06-16","18059","717319","1439","61357","8.1","7.5"
"Georgia","2020-06-17","16901","734220","1703","63060","8.4","7.8"
"Georgia","2020-06-18","17698","751918","1768","64828","8.9","8"
"Georgia","2020-06-19","18416","770334","1805","66633","9.3","8.3"
"Georgia","2020-06-20","9640","779974","1180","67813","9.8","8.7"
"Georgia","2020-06-21","3902","783876","562","68375","10.4","9"
"Georgia","2020-06-22","24442","808318","3109","71484","11","9.4"
"Georgia","2020-06-23","22421","830739","2584","74068","11.5","9.8"
"Georgia","2020-06-24","22976","853715","2768","76836","11.8","10.1"
"Georgia","2020-06-25","25410","879125","3195","80031","12.2","10.5"
"Georgia","2020-06-26","27946","907071","3121","83152","12.4","10.8"
"Georgia","2020-06-27","14125","921196","1896","85048","12.6","11.2"
"Georgia","2020-06-28","5816","927012","999","86047","12.9","11.7"
"Georgia","2020-06-29","32224","959236","4025","90072","12.9","12"
"Georgia","2020-06-30","33333","992569","4188","94260","13.1","12.3"
"Georgia","2020-07-01","31869","1024438","3915","98175","13.1","12.5"
"Georgia","2020-07-02","33771","1058209","4085","102260","13","12.6"
"Georgia","2020-07-03","14560","1072769","2166","104426","13.6","13"
"Georgia","2020-07-04","5479","1078248","904","105330","14","13.3"
"Georgia","2020-07-05","6325","1084573","1230","106560","14.3","13.6"
"Georgia","2020-07-06","35658","1120231","5426","111986","14.7","13.8"
"Georgia","2020-07-07","35778","1156009","4803","116789","14.8","13.9"
"Georgia","2020-07-08","35791","1191800","4763","121552","15","14"
"Georgia","2020-07-09","35575","1227375","4657","126209","15.1","14.1"
"Georgia","2020-07-10","34562","1261937","4514","130723","14.9","14.2"
"Georgia","2020-07-11","14636","1276573","2464","133187","14.9","14.5"
"Georgia","2020-07-12","7927","1284500","1471","134658","14.8","14.6"
"Georgia","2020-07-13","35175","1319675","5189","139847","14.7","14.7"
"Georgia","2020-07-14","34002","1353677","4714","144561","14.8","14.8"
"Georgia","2020-07-15","33868","1387545","4525","149086","14.8","14.9"
"Georgia","2020-07-16","36597","1424142","4698","153784","14.8","14.9"
"Georgia","2020-07-17","31200","1455342","3922","157706","14.7","14.8"
"Georgia","2020-07-18","14302","1469644","2092","159798","14.4","14.6"
"Georgia","2020-07-19","7481","1477125","1199","160997","14","14.4"
"Georgia","2020-07-20","33677","1510802","4746","165743","13.9","14.3"
"Georgia","2020-07-21","29597","1540399","3881","169624","13.8","14.3"
"Georgia","2020-07-22","31456","1571855","3916","173540","13.7","14.2"
"Georgia","2020-07-23","32280","1604135","3944","177484","13.6","14.2"
"Georgia","2020-07-24","30145","1634280","3815","181299","13.6","14.1"
"Georgia","2020-07-25","15404","1649684","2263","183562","13.6","14"
"Georgia","2020-07-26","6304","1655988","1068","184630","13.7","13.9"
"Georgia","2020-07-27","34219","1690207","4198","188828","13.5","13.7"
"Georgia","2020-07-28","29523","1719730","3637","192465","13.4","13.6"
"Georgia","2020-07-29","29878","1749608","3711","196176","13.4","13.5"
"Georgia","2020-07-30","29554","1779162","3665","199841","13.4","13.5"
"Georgia","2020-07-31","28844","1808006","3175","203016","13.1","13.4"
"Georgia","2020-08-01","14748","1822754","1957","204973","12.9","13.3"
"Georgia","2020-08-02","6359","1829113","985","205958","12.7","13.2"
"Georgia","2020-08-03","27653","1856766","2941","208899","12.5","13"
"Georgia","2020-08-04","28532","1885298","3300","212199","12.4","12.9"
"Georgia","2020-08-05","29790","1915088","3395","215594","12.3","12.8"
"Georgia","2020-08-06","27969","1943057","3013","218607","12","12.7"
"Georgia","2020-08-07","27944","1971001","2785","221392","11.9","12.5"
"Georgia","2020-08-08","14538","1985539","1441","222833","11.4","12.2"
"Georgia","2020-08-09","7300","1992839","997","223830","11.1","11.9"
"Georgia","2020-08-10","29363","2022202","3088","226918","11.1","11.8"
"Georgia","2020-08-11","26632","2048834","2640","229558","10.9","11.6"
"Georgia","2020-08-12","26266","2075100","2483","232041","10.6","11.4"
"Georgia","2020-08-13","25395","2100495","2173","234214","10.3","11.2"
"Georgia","2020-08-14","27835","2128330","2277","236491","10","10.9"
"Georgia","2020-08-15","11599","2139929","1197","237688","10.1","10.7"
"Georgia","2020-08-16","9581","2149510","1055","238743","9.7","10.4"
"Georgia","2020-08-17","19734","2169244","1805","240548","9.5","10.3"
"Georgia","2020-08-18","24724","2193968","2202","242750","9.4","10.1"
"Georgia","2020-08-19","26804","2220772","2212","244962","9.2","9.9"
"Georgia","2020-08-20","24027","2244799","1997","246959","9.2","9.7"
"Georgia","2020-08-21","26235","2271034","2047","249006","9.1","9.6"
"Georgia","2020-08-22","12839","2283873","1081","250087","8.8","9.5"
"Georgia","2020-08-23","6448","2290321","710","250797","8.8","9.3"
"Georgia","2020-08-24","25408","2315729","2300","253097","8.8","9.2"
"Georgia","2020-08-25","23389","2339118","1944","255041","8.7","9.1"
"Georgia","2020-08-26","26415","2365533","2244","257285","8.8","9"
"Georgia","2020-08-27","24505","2390038","1929","259214","8.7","8.9"
"Georgia","2020-08-28","25068","2415106","2054","261268","8.8","8.9"
"Georgia","2020-08-29","12110","2427216","1032","262300","8.8","8.8"
"Georgia","2020-08-30","6774","2433990","788","263088","8.9","8.9"
"Georgia","2020-08-31","24603","2458593","2143","265231","8.8","8.8"
"Georgia","2020-09-01","23973","2482566","1935","267166","8.8","8.8"
"Georgia","2020-09-02","24712","2507278","1944","269110","8.7","8.7"
"Georgia","2020-09-03","23391","2530669","1834","270944","8.7","8.7"
"Georgia","2020-09-04","23530","2554199","1904","272848","8.7","8.7"
"Georgia","2020-09-05","11530","2565729","816","273664","8.5","8.6"
"Georgia","2020-09-06","5913","2571642","573","274237","8.2","8.5"
"Georgia","2020-09-07","7255","2578897","675","274912","8.3","8.5"
"Georgia","2020-09-08","26225","2605122","2095","277007","8.3","8.5"
"Georgia","2020-09-09","25469","2630591","1879","278886","8.2","8.4"
"Georgia","2020-09-10","25005","2655596","1763","280649","8.1","8.4"
"Georgia","2020-09-11","23694","2679290","1612","282261","7.9","8.3"
"Georgia","2020-09-12","10418","2689708","796","283057","8","8.2"
"Georgia","2020-09-13","5623","2695331","591","283648","8.1","8.1"
"Georgia","2020-09-14","25054","2720385","1739","285387","7.8","8"
"Georgia","2020-09-15","23081","2743466","1496","286883","7.5","7.9"
"Georgia","2020-09-16","23222","2766688","1271","288154","7.3","7.7"
"Georgia","2020-09-17","18972","2785660","1131","289285","7.1","7.6"
"Georgia","2020-09-18","23204","2808864","1348","290633","7","7.4"
"Georgia","2020-09-19","12002","2820866","765","291398","6.8","7.4"
"Georgia","2020-09-20","4879","2825745","417","291815","6.5","7.3"
"Georgia","2020-09-21","23205","2848950","1441","293256","6.4","7.1"
"Georgia","2020-09-22","21541","2870491","1270","294526","6.3","6.9"
"Georgia","2020-09-23","22663","2893154","1318","295844","6.4","6.8"
"Georgia","2020-09-24","21404","2914558","1197","297041","6.3","6.7"
"Georgia","2020-09-25","21640","2936198","1210","298251","6.3","6.6"
"Georgia","2020-09-26","8815","2945013","664","298915","6.5","6.6"
"Georgia","2020-09-27","4762","2949775","385","299300","6.4","6.5"
"Georgia","2020-09-28","22210","2971985","1294","300594","6.3","6.4"
"Georgia","2020-09-29","21328","2993313","1104","301698","6.2","6.3"
"Georgia","2020-09-30","22320","3015633","1233","302931","6.2","6.3"
"Georgia","2020-10-01","23995","3039628","1170","304101","6.1","6.2"
"Georgia","2020-10-02","22853","3062481","1209","305310","6","6.2"
"Georgia","2020-10-03","12332","3074813","714","306024","5.8","6.1"
"Georgia","2020-10-04","6114","3080927","434","306458","5.7","6"
"Georgia","2020-10-05","25842","3106769","1521","307979","5.7","6"
"Georgia","2020-10-06","27410","3134179","1326","309305","5.6","5.9"
"Georgia","2020-10-07","28346","3162525","1375","310680","5.5","5.9"
"Georgia","2020-10-08","24946","3187471","1385","312065","5.6","5.9"
"Georgia","2020-10-09","25194","3212665","1310","313375","5.6","5.8"
"Georgia","2020-10-10","11715","3224380","738","314113","5.7","5.7"
"Georgia","2020-10-11","5513","3229893","468","314581","5.9","5.8"
"Georgia","2020-10-12","19250","3249143","1232","315813","5.9","5.8"
"Georgia","2020-10-13","25871","3275014","1538","317351","6.1","5.9"
"Georgia","2020-10-14","23645","3298659","1349","318700","6.2","5.9"
"Georgia","2020-10-15","23705","3322364","1474","320174","6.3","6"
"Georgia","2020-10-16","23299","3345663","1459","321633","6.5","6"
"Georgia","2020-10-17","10999","3356662","736","322369","6.5","6.1"
"Georgia","2020-10-18","5078","3361740","464","322833","6.6","6.2"
"Georgia","2020-10-19","26035","3387775","1709","324542","6.6","6.3"
"Georgia","2020-10-20","24067","3411842","1518","326060","6.7","6.4"
"Georgia","2020-10-21","27159","3439001","1704","327764","6.8","6.5"
"Georgia","2020-10-22","23151","3462152","1653","329417","6.9","6.6"
"Georgia","2020-10-23","25017","3487169","1624","331041","6.9","6.7"
"Georgia","2020-10-24","12055","3499224","966","332007","7.1","6.8"
"Georgia","2020-10-25","7108","3506332","677","332684","7.2","6.9"
"Georgia","2020-10-26","27194","3533526","1957","334641","7.3","7"
"Georgia","2020-10-27","26035","3559561","1678","336319","7.3","7"
"Georgia","2020-10-28","27647","3587208","1805","338124","7.3","7.1"
"Georgia","2020-10-29","19894","3607102","1405","339529","7.3","7.1"
"Georgia","2020-10-30","26564","3633666","1736","341265","7.3","7.1"
"Georgia","2020-10-31","12401","3646067","1034","342299","7.4","7.3"
"Georgia","2020-11-01","6638","3652705","734","343033","7.6","7.4"
"Georgia","2020-11-02","28950","3681655","2177","345210","7.6","7.5"
"Georgia","2020-11-03","24281","3705936","1686","346896","7.7","7.5"
"Georgia","2020-11-04","26133","3732069","1859","348755","7.8","7.6"
"Georgia","2020-11-05","27601","3759670","1810","350565","7.7","7.5"
"Georgia","2020-11-06","27288","3786958","1896","352461","7.8","7.6"
"Georgia","2020-11-07","13972","3800930","1380","353841","8","7.7"
"Georgia","2020-11-08","7432","3808362","837","354678","8","7.8"
"Georgia","2020-11-09","30445","3838807","2732","357410","8.2","7.9"
"Georgia","2020-11-10","30947","3869754","2463","359873","8.4","8"
"Georgia","2020-11-11","25532","3895286","2048","361921","8.5","8.2"
"Georgia","2020-11-12","32516","3927802","2662","364583","8.7","8.2"
"Georgia","2020-11-13","32854","3960656","2489","367072","8.8","8.3"
"Georgia","2020-11-14","17032","3977688","1583","368655","8.8","8.4"
"Georgia","2020-11-15","8415","3986103","977","369632","8.8","8.4"
"Georgia","2020-11-16","36131","4022234","3075","372707","8.7","8.5"
"Georgia","2020-11-17","35811","4058045","2661","375368","8.7","8.5"
"Georgia","2020-11-18","39281","4097326","2658","378026","8.5","8.5"
"Georgia","2020-11-19","39599","4136925","2757","380783","8.3","8.5"
"Georgia","2020-11-20","40120","4177045","2698","383481","8.2","8.5"
"Georgia","2020-11-21","20829","4197874","1611","385092","8","8.4"
"Georgia","2020-11-22","10475","4208349","986","386078","7.6","8.2"
"Georgia","2020-11-23","42622","4250971","3254","389332","7.5","8.1"
"Georgia","2020-11-24","37041","4288012","3139","392471","7.7","8.2"
"Georgia","2020-11-25","32575","4320587","3124","395595","8.1","8.3"
"Georgia","2020-11-26","5253","4325840","452","396047","8.3","8.3"
"Georgia","2020-11-27","17628","4343468","2426","398473","9.3","8.8"
"Georgia","2020-11-28","14502","4357970","2250","400723","10.4","9.2"
"Georgia","2020-11-29","10517","4368487","1655","402378","11.3","9.5"
"Georgia","2020-11-30","40646","4409133","5094","407472","12","9.8"
"Georgia","2020-12-01","37275","4446408","4515","411987","12.6","10.1"
"Georgia","2020-12-02","37578","4483986","4418","416405","12.9","10.5"
"Georgia","2020-12-03","36535","4520521","4374","420779","13.3","10.8"
"Georgia","2020-12-04","36110","4556631","4208","424987","13","11.2"
"Georgia","2020-12-05","19411","4576042","2736","427723","12.8","11.6"
"Georgia","2020-12-06","9882","4585924","1634","429357","13","12.1"
"Georgia","2020-12-07","40422","4626346","5114","434471","13","12.5"
"Georgia","2020-12-08","39689","4666035","4851","439322","13","12.8"
"Georgia","2020-12-09","41132","4707167","4877","444199","13","12.9"
"Georgia","2020-12-10","39619","4746786","5078","449277","13.1","13.2"
"Georgia","2020-12-11","40552","4787338","5078","454355","13.2","13.1"
"Georgia","2020-12-12","22219","4809557","3303","457658","13.4","13.1"
"Georgia","2020-12-13","10937","4820494","2096","459754","13.7","13.3"
"Georgia","2020-12-14","46970","4867464","6493","466247","13.9","13.4"
"Georgia","2020-12-15","47082","4914546","6416","472663","14.1","13.5"
"Georgia","2020-12-16","44435","4958981","5595","478258","14.2","13.6"
"Georgia","2020-12-17","46824","5005805","6088","484346","14.2","13.7"
"Georgia","2020-12-18","44763","5050568","5698","490044","14.3","13.8"
"Georgia","2020-12-19","24285","5074853","3647","493691","14.3","13.8"
"Georgia","2020-12-20","13470","5088323","2510","496201","14.2","14"
"Georgia","2020-12-21","51184","5139507","7545","503746","14.3","14.1"
"Georgia","2020-12-22","46852","5186359","7149","510895","14.6","14.3"
"Georgia","2020-12-23","44568","5230927","6491","517386","14.8","14.5"
"Georgia","2020-12-24","18636","5249563","3296","520682","15.5","14.9"
"Georgia","2020-12-25","3795","5253358","768","521450","16.6","15.4"
"Georgia","2020-12-26","13780","5267138","3045","524495","17.6","15.9"
"Georgia","2020-12-27","5301","5272439","1304","525799","18.5","16.3"
"Georgia","2020-12-28","1439","5273878","276","526075","19.1","16.7"
"Georgia","2020-12-29","0","5273878","0","526075","16.9","15.7"
"Appling","2020-02-01","0","0","0","0",".","."
"Appling","2020-02-02","0","0","0","0",".","."
"Appling","2020-02-03","0","0","0","0",".","."
"Appling","2020-02-04","0","0","0","0",".","."
"Appling","2020-02-05","0","0","0","0",".","."
"Appling","2020-02-06","0","0","0","0",".","."
"Appling","2020-02-07","0","0","0","0","0","."
"Appling","2020-02-08","0","0","0","0","0","."
"Appling","2020-02-09","0","0","0","0","0","."
"Appling","2020-02-10","0","0","0","0","0","."
"Appling","2020-02-11","0","0","0","0","0","."
"Appling","2020-02-12","0","0","0","0","0","."
"Appling","2020-02-13","0","0","0","0","0","."
"Appling","2020-02-14","0","0","0","0","0","0"
"Appling","2020-02-15","0","0","0","0","0","0"
"Appling","2020-02-16","0","0","0","0","0","0"
"Appling","2020-02-17","0","0","0","0","0","0"
"Appling","2020-02-18","0","0","0","0","0","0"
"Appling","2020-02-19","0","0","0","0","0","0"
"Appling","2020-02-20","0","0","0","0","0","0"
"Appling","2020-02-21","0","0","0","0","0","0"
"Appling","2020-02-22","0","0","0","0","0","0"
"Appling","2020-02-23","0","0","0","0","0","0"
"Appling","2020-02-24","0","0","0","0","0","0"
"Appling","2020-02-25","0","0","0","0","0","0"
"Appling","2020-02-26","0","0","0","0","0","0"
"Appling","2020-02-27","0","0","0","0","0","0"
"Appling","2020-02-28","0","0","0","0","0","0"
"Appling","2020-02-29","0","0","0","0","0","0"
"Appling","2020-03-01","0","0","0","0","0","0"
"Appling","2020-03-02","0","0","0","0","0","0"
"Appling","2020-03-03","0","0","0","0","0","0"
"Appling","2020-03-04","0","0","0","0","0","0"
"Appling","2020-03-05","0","0","0","0","0","0"
"Appling","2020-03-06","0","0","0","0","0","0"
"Appling","2020-03-07","0","0","0","0","0","0"
"Appling","2020-03-08","0","0","0","0","0","0"
"Appling","2020-03-09","0","0","0","0","0","0"
"Appling","2020-03-10","0","0","0","0","0","0"
"Appling","2020-03-11","0","0","0","0","0","0"
"Appling","2020-03-12","0","0","0","0","0","0"
"Appling","2020-03-13","1","1","0","0","0","0"
"Appling","2020-03-14","0","1","0","0","0","0"
"Appling","2020-03-15","0","1","0","0","0","0"
"Appling","2020-03-16","3","4","0","0","0","0"
"Appling","2020-03-17","3","7","0","0","0","0"
"Appling","2020-03-18","3","10","0","0","0","0"
"Appling","2020-03-19","3","13","0","0","0","0"
"Appling","2020-03-20","2","15","0","0","0","0"
"Appling","2020-03-21","1","16","0","0","0","0"
"Appling","2020-03-22","1","17","0","0","0","0"
"Appling","2020-03-23","1","18","0","0","0","0"
"Appling","2020-03-24","4","22","0","0","0","0"
"Appling","2020-03-25","6","28","0","0","0","0"
"Appling","2020-03-26","3","31","0","0","0","0"
"Appling","2020-03-27","2","33","1","1","7.1","3.6"
"Appling","2020-03-28","3","36","2","3","16.7","8.3"
"Appling","2020-03-29","0","36","0","3","16.7","8.3"
"Appling","2020-03-30","8","44","2","5","20.2","10.1"
"Appling","2020-03-31","5","49","1","6","23.1","11.5"
"Appling","2020-04-01","4","53","0","6","23.1","11.5"
"Appling","2020-04-02","3","56","0","6","23.1","11.5"
"Appling","2020-04-03","1","57","1","7","30.2","18.7"
"Appling","2020-04-04","0","57","0","7","20.7","18.7"
"Appling","2020-04-05","2","59","0","7","20.7","18.7"
"Appling","2020-04-06","7","66","1","8","19.2","19.7"
"Appling","2020-04-07","5","71","0","8","16.3","19.7"
"Appling","2020-04-08","5","76","2","10","22","22.6"
"Appling","2020-04-09","1","77","0","10","22","22.6"
"Appling","2020-04-10","1","78","0","10","7.8","19"
"Appling","2020-04-11","3","81","3","13","22","21.4"
"Appling","2020-04-12","0","81","0","13","22","21.4"
"Appling","2020-04-13","10","91","5","18","27.1","23.2"
"Appling","2020-04-14","3","94","1","19","31.9","24.1"
"Appling","2020-04-15","4","98","0","19","26.2","24.1"
"Appling","2020-04-16","4","102","0","19","26.2","24.1"
"Appling","2020-04-17","57","159","47","66","38","22.9"
"Appling","2020-04-18","1","160","0","66","23.7","22.9"
"Appling","2020-04-19","0","160","0","66","23.7","22.9"
"Appling","2020-04-20","5","165","1","67","19.4","23.3"
"Appling","2020-04-21","3","168","0","67","14.6","23.3"
"Appling","2020-04-22","54","222","12","79","17.8","22"
"Appling","2020-04-23","80","302","0","79","17.8","22"
"Appling","2020-04-24","2","304","1","80","13.2","25.6"
"Appling","2020-04-25","6","310","0","80","13.2","18.4"
"Appling","2020-04-26","1","311","0","80","13.2","18.4"
"Appling","2020-04-27","10","321","0","80","10.3","14.9"
"Appling","2020-04-28","5","326","1","81","13.2","13.9"
"Appling","2020-04-29","6","332","0","81","10","13.9"
"Appling","2020-04-30","13","345","1","82","11.1","14.5"
"Appling","2020-05-01","5","350","0","82","4","8.6"
"Appling","2020-05-02","2","352","0","82","4","8.6"
"Appling","2020-05-03","0","352","0","82","4","8.6"
"Appling","2020-05-04","8","360","0","82","4","7.1"
"Appling","2020-05-05","7","367","0","82","1.1","7.1"
"Appling","2020-05-06","4","371","0","82","1.1","5.5"
"Appling","2020-05-07","8","379","0","82","0","5.5"
"Appling","2020-05-08","7","386","2","84","4.1","4"
"Appling","2020-05-09","3","389","0","84","4.1","4"
"Appling","2020-05-10","1","390","1","85","18.4","11.2"
"Appling","2020-05-11","7","397","0","85","18.4","11.2"
"Appling","2020-05-12","7","404","0","85","18.4","9.7"
"Appling","2020-05-13","7","411","2","87","22.4","11.8"
"Appling","2020-05-14","8","419","0","87","22.4","11.2"
"Appling","2020-05-15","4","423","3","90","29.1","16.6"
"Appling","2020-05-16","1","424","0","90","29.1","16.6"
"Appling","2020-05-17","1","425","1","91","29.1","23.7"
"Appling","2020-05-18","5","430","1","92","31.9","25.2"
"Appling","2020-05-19","13","443","2","94","34.1","26.3"
