county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,256,14,43,1379.24
Atkinson,139,2,16,1668.67
Bacon,229,4,20,2008.07
Baker,43,3,12,1379.97
Baldwin,483,33,76,1087.15
Banks,130,0,22,650.59
Barrow,485,25,106,561.45
Bartow,677,42,155,611.17
Ben Hill,159,1,12,955.24
Berrien,114,0,5,591.41
Bibb,775,38,183,509.37
Bleckley,58,1,5,451.78
Brantley,85,2,6,442.66
Brooks,145,11,16,921.98
Bryan,117,5,22,298.95
Bulloch,299,4,24,376.26
Burke,143,6,32,640.05
Butts,265,33,29,1052.67
Calhoun,162,5,35,2564.51
Camden,114,2,9,211.41
Candler,33,0,4,304.51
Carroll,678,39,115,564.44
Catoosa,304,7,27,442.05
Charlton,46,2,6,347.14
Chatham,1140,37,177,390.18
Chattahoochee,405,0,6,3767.79
Chattooga,56,2,4,226.12
Cherokee,1283,44,185,481.21
Clarke,490,15,56,377.56
Clay,57,2,5,1996.5
Clayton,1888,79,220,619.35
Clinch,104,3,10,1562.5
Cobb,4630,240,853,585.64
Coffee,534,17,96,1240.65
Colquitt,911,18,70,2006.92
Columbia,444,9,53,279.89
Cook,130,1,16,745.54
Coweta,647,15,58,425.66
Crawford,39,0,4,318.94
Crisp,271,12,45,1215.85
Dade,65,1,3,402.18
Dawson,136,3,22,503.31
DeKalb,5469,171,873,689.53
Decatur,250,8,27,949.78
Dodge,96,2,9,470.93
Dooly,205,12,43,1529.85
Dougherty,1887,154,461,2098.88
Douglas,879,36,180,578.65
Early,260,31,26,2562.59
Echols,183,0,6,4610.73
Effingham,131,1,15,204.6
Elbert,100,0,9,527.84
Emanuel,106,3,10,467.7
Evans,19,0,0,177.79
Fannin,94,1,7,357.14
Fayette,326,17,46,277.34
Floyd,502,15,54,502.42
Forsyth,792,15,90,313.65
Franklin,187,1,15,801.58
Fulton,6648,312,1068,604.81
Gilmer,185,2,23,588.85
Glascock,8,0,0,264.46
Glynn,547,4,31,635.7
Gordon,356,18,43,613.27
Grady,189,4,34,770.17
Greene,97,9,20,518.25
Gwinnett,7755,170,998,798.54
Habersham,666,35,93,1454.15
Hall,3138,59,434,1520.72
Hancock,210,32,37,2563.16
Haralson,68,5,16,221.34
Harris,307,9,37,884.42
Hart,56,0,5,214.5
Heard,48,3,7,388.04
Henry,1141,33,109,475.68
Houston,604,23,134,384.62
Irwin,59,1,8,625.46
Jackson,355,10,49,475.23
Jasper,66,1,8,464.82
Jeff Davis,104,2,9,686.56
Jefferson,95,1,12,620.39
Jenkins,96,11,24,1119.4
Johnson,88,2,16,910.88
Jones,62,0,5,216.85
Lamar,112,6,13,578.9
Lanier,129,3,10,1246.26
Laurens,158,1,18,334.07
Lee,385,22,67,1284.58
Liberty,114,1,16,184.16
Lincoln,36,1,8,443.08
Long,37,1,2,185.79
Lowndes,1150,9,89,975.58
Lumpkin,138,3,30,408.26
Macon,113,9,36,870.03
Madison,89,4,14,294.93
Marion,78,2,11,940.55
McDuffie,91,6,23,421.35
McIntosh,31,1,2,212.81
Meriwether,177,2,22,842.06
Miller,47,0,3,815.41
Mitchell,446,38,97,2022.13
Monroe,156,17,26,562.63
Montgomery,31,0,3,336.08
Morgan,49,0,6,256.04
Murray,210,2,19,521.6
Muscogee,1536,43,222,801.56
Newton,571,11,86,508.22
Non-Georgia Resident,4601,45,206,0
Oconee,148,10,23,354.6
Oglethorpe,88,7,17,577.43
Paulding,565,15,91,327.46
Peach,101,9,25,368.95
Pickens,92,5,16,274.38
Pierce,162,4,26,828.86
Pike,88,3,10,466.6
Polk,206,1,15,473.76
Pulaski,49,2,7,449.83
Putnam,142,12,22,648.85
Quitman,15,1,5,653.88
Rabun,42,3,14,247.26
Randolph,198,25,36,2931.6
Richmond,896,48,212,443.04
Rockdale,436,11,91,459.14
Schley,25,1,7,473.93
Screven,91,6,21,654.68
Seminole,50,2,8,614.25
Spalding,383,32,61,554.19
Stephens,216,6,36,820.42
Stewart,113,3,24,1843.69
Sumter,551,50,147,1874.21
Talbot,69,2,14,1120.49
Taliaferro,2,0,0,122.55
Tattnall,130,0,9,511.59
Taylor,28,2,10,351.85
Telfair,112,3,10,715.93
Terrell,225,27,54,2657.38
Thomas,421,32,70,947.54
Tift,721,26,97,1765.86
Toombs,236,5,17,874.62
Towns,38,1,10,315.77
Treutlen,23,1,3,336.8
Troup,1336,31,141,1897.35
Turner,176,16,34,2179.3
Twiggs,24,1,7,296.81
Union,68,3,18,268.4
Unknown,3621,2,38,0
Upson,348,43,44,1324.35
Walker,315,11,16,452.52
Walton,383,28,57,399.73
Ware,397,15,61,1107.3
Warren,20,0,9,383.88
Washington,94,1,11,463.01
Wayne,59,0,6,196.84
Webster,21,1,5,823.53
Wheeler,48,0,2,606.9
White,140,4,28,440.83
Whitfield,1055,10,50,1007.91
Wilcox,127,15,20,1444.82
Wilkes,54,1,9,539.25
Wilkinson,76,8,23,852.11
Worth,305,22,54,1514.25
