"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-08,NA,NA,NA,NA,17,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-09,NA,NA,NA,30,11,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-10,NA,NA,NA,12,14,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-11,NA,NA,NA,6,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-13,NA,NA,NA,25,9,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-14,NA,NA,NA,NA,9,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-15,NA,NA,NA,NA,12,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-16,NA,NA,NA,30,12,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-17,NA,NA,NA,27,17,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-18,NA,NA,NA,12,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-20,NA,NA,NA,21,7,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-21,NA,NA,NA,NA,5,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-22,NA,NA,NA,NA,11,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-23,NA,NA,NA,28,5,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-24,NA,NA,NA,24,11,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-25,NA,NA,NA,15,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-27,NA,NA,NA,34,6,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-28,NA,NA,NA,NA,9,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-29,NA,NA,NA,NA,7,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-30,NA,NA,NA,34,3,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-07-31,NA,NA,NA,19,-11,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-01,NA,NA,NA,1,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-03,NA,NA,NA,21,-2,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-04,NA,NA,NA,NA,1,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-05,NA,NA,NA,NA,11,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-06,NA,NA,NA,32,7,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-07,NA,NA,NA,21,10,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-08,NA,NA,NA,18,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-10,NA,NA,NA,21,6,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-11,NA,NA,NA,NA,4,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-12,NA,NA,NA,NA,10,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-13,NA,NA,NA,NA,9,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-14,NA,NA,NA,27,6,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-08-15,NA,NA,NA,27,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-11,NA,NA,NA,46,4,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-12,NA,NA,NA,35,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-14,NA,NA,NA,41,3,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-15,NA,NA,NA,39,9,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-16,NA,NA,NA,NA,14,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-17,NA,NA,NA,50,5,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-18,NA,NA,NA,35,10,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-19,NA,NA,NA,35,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-21,NA,NA,NA,35,-6,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-22,NA,NA,NA,24,2,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-23,NA,NA,NA,NA,9,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-24,NA,NA,NA,52,4,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-25,NA,NA,NA,43,3,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-26,NA,NA,NA,52,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-28,NA,NA,NA,49,2,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-29,NA,NA,NA,58,5,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-09-30,NA,NA,NA,NA,4,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-01,NA,NA,NA,62,-7,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-02,NA,NA,NA,57,-1,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-03,NA,NA,NA,44,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-05,NA,NA,NA,50,-13,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-06,NA,NA,NA,42,-9,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-07,NA,NA,NA,NA,-1,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-08,NA,NA,NA,54,-1,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-09,NA,NA,NA,34,-1,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-10,NA,NA,NA,22,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-12,NA,NA,NA,37,-4,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-13,NA,NA,NA,34,2,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-14,NA,NA,NA,NA,6,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-15,NA,NA,NA,60,4,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-16,NA,NA,NA,50,8,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-17,NA,NA,NA,38,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-19,NA,NA,NA,47,-3,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-20,NA,NA,NA,28,-28,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-21,NA,NA,NA,NA,7,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-22,NA,NA,NA,49,5,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-23,NA,NA,NA,35,4,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-24,NA,NA,NA,33,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-26,NA,NA,NA,32,2,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-27,NA,NA,NA,28,1,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-28,NA,NA,NA,NA,4,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-29,NA,NA,NA,40,-2,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-30,NA,NA,NA,31,1,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-10-31,NA,NA,NA,25,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-02,NA,NA,NA,33,2,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-03,NA,NA,NA,30,3,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-04,NA,NA,NA,NA,9,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-05,NA,NA,NA,43,6,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-06,NA,NA,NA,21,1,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-07,NA,NA,NA,23,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-09,NA,NA,NA,31,3,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-10,NA,NA,NA,30,9,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-11,NA,NA,NA,NA,10,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-12,NA,NA,NA,43,7,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-13,NA,NA,NA,29,5,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-14,NA,NA,NA,8,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-16,NA,NA,NA,29,1,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-17,NA,NA,NA,26,5,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-18,NA,NA,NA,NA,3,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-19,NA,NA,NA,48,5,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-20,NA,NA,NA,35,4,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-21,NA,NA,NA,19,NA,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-23,NA,NA,NA,29,3,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-24,NA,NA,NA,27,5,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-25,NA,NA,NA,NA,10,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-26,NA,NA,NA,31,5,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-27,NA,NA,NA,26,5,NA
"KE","Kenya","Homa Bay County","","","KE-08",NA,2020-11-28,NA,NA,NA,15,NA,NA
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-15,-2,11,1,9,3,-4
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-16,-3,4,-1,6,5,0
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-17,-1,5,1,7,2,1
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-18,-1,7,12,3,1,0
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-19,-5,3,2,2,1,1
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-20,-5,3,11,8,0,1
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-21,-1,11,13,11,5,1
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-22,0,10,5,14,4,-1
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-23,2,14,13,10,9,-1
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-24,-5,2,5,9,4,0
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-25,-5,4,5,6,4,0
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-26,-8,5,-1,5,5,0
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-27,-5,8,10,7,6,0
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-28,1,17,15,7,10,-2
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-02-29,3,14,17,8,6,-3
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-01,3,13,10,4,8,0
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-02,-3,6,8,1,6,0
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-03,1,7,8,4,6,-1
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-04,0,8,2,-1,6,0
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-05,3,8,9,8,7,-1
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-06,7,19,13,4,11,-2
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-07,11,18,27,11,4,-3
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-08,9,15,22,8,14,-1
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-09,2,9,12,7,8,0
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-10,1,6,15,7,7,0
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-11,2,11,9,5,9,-1
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-12,1,11,14,8,9,0
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-13,4,22,12,9,12,-1
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-14,4,14,16,6,7,1
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-15,4,10,13,5,9,2
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-16,3,15,6,2,-3,6
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-17,0,11,4,-2,-12,8
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-18,-5,10,-2,-2,-15,11
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-19,-6,5,-4,1,-17,14
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-20,-8,6,-4,-4,-14,13
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-21,-13,1,-14,-6,-4,10
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-22,-21,-9,-13,-14,-4,12
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-23,-12,-6,-14,-11,-26,19
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-24,-16,-8,-11,-15,-33,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-25,-20,-4,-27,-14,-35,23
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-26,-23,-15,-28,-15,-37,24
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-27,-31,-14,-24,-24,-36,26
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-28,-35,-18,-30,-26,-22,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-29,-40,-23,-37,-29,-18,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-30,-28,-22,-27,-21,-39,26
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-03-31,-26,-19,-22,-18,-40,26
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-01,-29,-18,-33,-22,-40,26
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-02,-27,-18,-31,-19,-40,28
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-03,-27,-11,-32,-22,-35,27
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-04,-32,-8,-33,-21,-19,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-05,-37,-21,-39,-26,-16,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-06,-24,-14,-30,-17,-40,26
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-07,-29,-14,-31,-24,-42,29
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-08,-31,-16,-33,-26,-40,29
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-09,-29,-17,-26,-22,-40,29
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-10,-33,-13,-29,-27,-54,37
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-11,-37,-18,-35,-27,-23,23
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-12,-44,-26,-33,-33,-13,23
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-13,-34,-24,-34,-27,-59,36
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-14,-33,-24,-30,-27,-39,28
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-15,-34,-19,-28,-28,-38,29
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-16,-35,-25,-32,-30,-39,29
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-17,-33,-17,-29,-26,-34,30
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-18,-39,-26,-39,-31,-17,23
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-19,-44,-33,-35,-35,-13,23
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-20,-33,-26,-32,-29,-38,31
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-21,-34,-27,-29,-32,-39,29
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-22,-39,-31,-32,-36,-40,31
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-23,-36,-30,-31,-34,-40,32
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-24,-33,-22,-32,-30,-34,30
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-25,-40,-25,-34,-30,-19,24
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-26,-45,-33,-35,-35,-13,24
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-27,-28,-23,-27,-25,-36,29
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-28,-28,-20,-22,-24,-35,26
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-29,-29,-18,-25,-25,-34,29
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-04-30,-28,-19,-26,-28,-33,28
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-01,-25,-9,-21,-24,-51,35
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-02,-33,-17,-27,-28,-15,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-03,-35,-23,-27,-29,-9,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-04,-27,-20,-27,-28,-33,27
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-05,-25,-14,-19,-27,-32,27
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-06,-27,-14,-20,-28,-32,26
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-07,-23,-15,-20,-20,-32,27
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-08,-24,-8,-15,-25,-28,29
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-09,-29,-13,-16,-29,-11,12
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-10,-30,-18,-17,-26,-4,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-11,-23,-14,-20,-22,-30,27
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-12,-23,-15,-11,-28,-31,26
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-13,-27,-14,-20,-25,-30,27
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-14,-25,-20,-6,-21,-30,26
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-15,-25,-13,9,-22,-26,27
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-16,-27,-12,1,-20,-7,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-17,-33,-23,2,-25,-3,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-18,-23,-14,3,-21,-29,26
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-19,-24,-16,0,-24,-30,26
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-20,-28,-17,1,-23,-31,27
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-21,-27,-19,0,-20,-29,28
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-22,-26,-14,2,-23,-22,28
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-23,-25,-10,6,-17,-6,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-24,-30,-21,14,-21,-1,19
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-25,-17,-12,12,-14,-51,33
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-26,-26,-18,4,-22,-27,25
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-27,-26,-17,0,-23,-27,27
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-28,-25,-18,5,-17,-26,27
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-29,-27,-9,7,-18,-22,27
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-30,-28,-7,10,-13,0,18
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-05-31,-31,-14,31,-14,4,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-01,-18,-11,24,-9,-49,33
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-02,-26,-14,7,-18,-25,24
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-03,-28,-12,3,-17,-25,25
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-04,-24,-12,10,-16,-24,26
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-05,-21,-2,9,-16,-18,25
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-06,-21,-3,3,-10,3,18
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-07,-20,-4,15,-7,11,18
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-08,-19,-6,1,-14,-21,24
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-09,-19,-6,4,-14,-21,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-10,-24,-8,-4,-15,-22,25
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-11,-20,-12,6,-5,-20,24
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-12,-24,-6,1,-10,-16,23
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-13,-21,-8,6,-6,4,16
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-14,-23,-11,16,-5,10,18
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-15,-19,-9,1,-6,-19,23
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-16,-17,-6,11,-5,-19,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-17,-20,-6,9,-6,-19,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-18,-17,-18,1,4,-18,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-19,-15,-11,10,2,-14,23
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-20,-15,-11,0,8,7,16
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-21,-18,-17,18,8,14,16
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-22,-14,-16,3,4,-20,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-23,-15,-15,14,2,-21,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-24,-16,-13,-3,2,-20,24
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-25,-14,-14,9,6,-18,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-26,-12,-8,2,4,-15,23
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-27,-12,-7,2,12,5,15
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-28,-15,-15,16,11,11,17
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-29,-12,-15,-9,3,-19,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-06-30,-10,-4,4,2,-18,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-01,-13,-6,-9,-1,-18,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-02,-12,-7,1,5,-18,23
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-03,-11,4,8,3,-14,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-04,-8,4,8,12,7,13
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-05,-10,-1,23,17,14,16
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-06,-10,-3,10,8,-17,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-07,-9,2,13,6,-18,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-08,-14,-3,-1,0,-19,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-09,-14,-6,2,8,-18,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-10,-12,5,3,5,-14,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-11,-10,3,8,6,6,13
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-12,-13,-5,22,7,12,15
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-13,-12,-4,-4,2,-19,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-14,-11,-4,-5,3,-21,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-15,-15,-1,-5,-2,-19,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-16,-13,-7,2,2,-20,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-17,-11,5,1,1,-16,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-18,-15,0,-5,1,1,13
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-19,-15,-8,8,-1,8,16
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-20,-12,-5,1,1,-21,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-21,-14,-6,5,-2,-22,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-22,-18,-5,-5,-5,-20,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-23,-12,-8,0,4,-19,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-24,-14,0,1,2,-16,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-25,-13,4,1,7,2,14
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-26,-12,-6,18,3,9,15
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-27,-11,-3,-6,4,-21,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-28,-14,-6,-2,-2,-22,22
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-29,-16,-3,-4,-3,-21,23
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-30,-12,-4,11,6,-21,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-07-31,-5,11,22,7,-41,29
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-08-01,-17,4,9,5,0,14
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-08-02,-14,-2,30,7,6,15
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-08-03,-9,0,17,8,-22,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-08-04,-7,2,12,6,-23,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-08-05,-9,-1,11,5,-22,21
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-08-06,-7,-4,22,9,-20,20
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-08-07,-9,4,17,3,-17,19
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-08-08,-10,3,16,6,3,11
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-08-09,-12,-8,33,4,7,14
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-08-10,-9,-5,16,7,-21,19
"KE","Kenya","Kajiado County","","","KE-10",NA,2020-08-11,-14,-7,18,-1,-22,18
