"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"LT","Lithuania","","","","",NA,2020-04-23,-48,-18,69,-47,-49,16
"LT","Lithuania","","","","",NA,2020-04-24,-48,-13,67,-47,-47,16
"LT","Lithuania","","","","",NA,2020-04-25,-49,-16,46,-37,-21,5
"LT","Lithuania","","","","",NA,2020-04-26,-47,-20,56,-39,-17,4
"LT","Lithuania","","","","",NA,2020-04-27,-40,-16,75,-45,-45,15
"LT","Lithuania","","","","",NA,2020-04-28,-40,-13,64,-45,-45,14
"LT","Lithuania","","","","",NA,2020-04-29,-39,-11,52,-44,-45,16
"LT","Lithuania","","","","",NA,2020-04-30,-30,1,84,-35,-44,12
"LT","Lithuania","","","","",NA,2020-05-01,-49,-15,136,-47,-76,18
"LT","Lithuania","","","","",NA,2020-05-02,-43,-9,35,-36,-21,5
"LT","Lithuania","","","","",NA,2020-05-03,-35,4,80,-23,-6,-2
"LT","Lithuania","","","","",NA,2020-05-04,-38,-17,81,-44,-42,14
"LT","Lithuania","","","","",NA,2020-05-05,-36,-10,79,-41,-42,13
"LT","Lithuania","","","","",NA,2020-05-06,-37,-8,49,-44,-42,15
"LT","Lithuania","","","","",NA,2020-05-07,-36,-7,61,-41,-41,14
"LT","Lithuania","","","","",NA,2020-05-08,-35,0,92,-35,-39,12
"LT","Lithuania","","","","",NA,2020-05-09,-35,2,109,-23,-6,-1
"LT","Lithuania","","","","",NA,2020-05-10,-28,4,164,-20,1,-4
"LT","Lithuania","","","","",NA,2020-05-11,-35,-6,18,-44,-40,14
"LT","Lithuania","","","","",NA,2020-05-12,-35,-2,23,-43,-40,15
"LT","Lithuania","","","","",NA,2020-05-13,-36,-4,18,-42,-39,15
"LT","Lithuania","","","","",NA,2020-05-14,-32,-1,51,-36,-38,12
"LT","Lithuania","","","","",NA,2020-05-15,-34,7,65,-32,-36,11
"LT","Lithuania","","","","",NA,2020-05-16,-37,7,31,-29,-7,3
"LT","Lithuania","","","","",NA,2020-05-17,-38,4,30,-35,-3,2
"LT","Lithuania","","","","",NA,2020-05-18,-29,1,53,-37,-35,12
"LT","Lithuania","","","","",NA,2020-05-19,-29,4,41,-36,-34,12
"LT","Lithuania","","","","",NA,2020-05-20,-26,8,80,-30,-34,10
"LT","Lithuania","","","","",NA,2020-05-21,-29,6,34,-34,-35,11
"LT","Lithuania","","","","",NA,2020-05-22,-32,14,89,-28,-31,8
"LT","Lithuania","","","","",NA,2020-05-23,-32,15,144,-13,5,-4
"LT","Lithuania","","","","",NA,2020-05-24,-37,10,39,-33,1,-1
"LT","Lithuania","","","","",NA,2020-05-25,-28,9,95,-30,-33,9
"LT","Lithuania","","","","",NA,2020-05-26,-27,12,111,-27,-30,8
"LT","Lithuania","","","","",NA,2020-05-27,-25,14,126,-25,-30,7
"LT","Lithuania","","","","",NA,2020-05-28,-26,15,82,-25,-30,8
"LT","Lithuania","","","","",NA,2020-05-29,-29,18,98,-25,-28,6
"LT","Lithuania","","","","",NA,2020-05-30,-34,14,87,-21,8,-2
"LT","Lithuania","","","","",NA,2020-05-31,-25,21,153,-14,18,-6
"LT","Lithuania","","","","",NA,2020-06-01,-21,14,90,-23,-27,7
"LT","Lithuania","","","","",NA,2020-06-02,-24,15,89,-23,-26,6
"LT","Lithuania","","","","",NA,2020-06-03,-24,15,79,-25,-26,7
"LT","Lithuania","","","","",NA,2020-06-04,-22,17,93,-19,-26,6
"LT","Lithuania","","","","",NA,2020-06-05,-24,20,115,-18,-24,3
"LT","Lithuania","","","","",NA,2020-06-06,-27,21,126,-12,11,-5
"LT","Lithuania","","","","",NA,2020-06-07,-27,29,133,-14,20,-9
"LT","Lithuania","","","","",NA,2020-06-08,-24,11,81,-24,-26,6
"LT","Lithuania","","","","",NA,2020-06-09,-21,17,95,-23,-25,5
"LT","Lithuania","","","","",NA,2020-06-10,-17,21,128,-18,-25,4
"LT","Lithuania","","","","",NA,2020-06-11,-17,23,124,-16,-25,3
"LT","Lithuania","","","","",NA,2020-06-12,-20,25,159,-14,-24,0
"LT","Lithuania","","","","",NA,2020-06-13,-26,18,154,-10,12,-7
"LT","Lithuania","","","","",NA,2020-06-14,-25,18,107,-17,16,-7
"LT","Lithuania","","","","",NA,2020-06-15,-15,19,120,-17,-25,3
"LT","Lithuania","","","","",NA,2020-06-16,-13,24,155,-12,-23,2
"LT","Lithuania","","","","",NA,2020-06-17,-12,27,177,-11,-23,1
"LT","Lithuania","","","","",NA,2020-06-18,-14,26,142,-12,-24,0
"LT","Lithuania","","","","",NA,2020-06-19,-18,27,173,-12,-24,-2
"LT","Lithuania","","","","",NA,2020-06-20,-27,19,158,-13,11,-8
"LT","Lithuania","","","","",NA,2020-06-21,-19,26,172,-9,19,-10
"LT","Lithuania","","","","",NA,2020-06-22,-7,31,169,-10,-28,0
"LT","Lithuania","","","","",NA,2020-06-23,0,50,246,-2,-28,-4
"LT","Lithuania","","","","",NA,2020-06-24,-33,12,330,-32,-72,7
"LT","Lithuania","","","","",NA,2020-06-25,-15,26,186,-14,-30,0
"LT","Lithuania","","","","",NA,2020-06-26,-21,24,214,-14,-29,-1
"LT","Lithuania","","","","",NA,2020-06-27,-31,14,170,-17,5,-8
"LT","Lithuania","","","","",NA,2020-06-28,-20,24,193,-10,18,-11
"LT","Lithuania","","","","",NA,2020-06-29,-10,27,133,-12,-25,1
"LT","Lithuania","","","","",NA,2020-06-30,-10,27,114,-13,-25,2
"LT","Lithuania","","","","",NA,2020-07-01,-10,24,132,-12,-25,1
"LT","Lithuania","","","","",NA,2020-07-02,-11,25,125,-10,-26,1
"LT","Lithuania","","","","",NA,2020-07-03,-17,25,152,-11,-25,-1
"LT","Lithuania","","","","",NA,2020-07-04,-22,20,207,-6,7,-10
"LT","Lithuania","","","","",NA,2020-07-05,-15,22,218,-9,11,-9
"LT","Lithuania","","","","",NA,2020-07-06,-29,6,282,-32,-75,8
"LT","Lithuania","","","","",NA,2020-07-07,-10,28,130,-11,-29,1
"LT","Lithuania","","","","",NA,2020-07-08,-11,24,122,-14,-28,2
"LT","Lithuania","","","","",NA,2020-07-09,-10,24,132,-9,-28,1
"LT","Lithuania","","","","",NA,2020-07-10,-15,26,124,-11,-27,1
"LT","Lithuania","","","","",NA,2020-07-11,-19,20,136,-6,8,-6
"LT","Lithuania","","","","",NA,2020-07-12,-12,27,169,-4,16,-9
"LT","Lithuania","","","","",NA,2020-07-13,-5,28,164,-9,-30,1
"LT","Lithuania","","","","",NA,2020-07-14,-5,30,190,-5,-30,0
"LT","Lithuania","","","","",NA,2020-07-15,-4,31,224,-5,-29,-1
"LT","Lithuania","","","","",NA,2020-07-16,-7,30,195,-3,-30,-1
"LT","Lithuania","","","","",NA,2020-07-17,-14,28,232,-4,-29,-3
"LT","Lithuania","","","","",NA,2020-07-18,-21,19,247,1,5,-11
"LT","Lithuania","","","","",NA,2020-07-19,-15,28,251,2,14,-14
"LT","Lithuania","","","","",NA,2020-07-20,-7,31,228,-7,-33,0
"LT","Lithuania","","","","",NA,2020-07-21,-6,30,161,-8,-32,1
"LT","Lithuania","","","","",NA,2020-07-22,-8,27,127,-11,-31,3
"LT","Lithuania","","","","",NA,2020-07-23,-8,26,128,-8,-31,2
"LT","Lithuania","","","","",NA,2020-07-24,-15,26,155,-7,-30,0
"LT","Lithuania","","","","",NA,2020-07-25,-18,20,210,8,4,-8
"LT","Lithuania","","","","",NA,2020-07-26,-11,29,259,7,14,-12
"LT","Lithuania","","","","",NA,2020-07-27,-7,29,205,-9,-33,1
"LT","Lithuania","","","","",NA,2020-07-28,-8,28,206,-7,-31,1
"LT","Lithuania","","","","",NA,2020-07-29,-7,29,183,-9,-31,1
"LT","Lithuania","","","","",NA,2020-07-30,-10,26,115,-11,-33,2
"LT","Lithuania","","","","",NA,2020-07-31,-16,25,128,-13,-32,2
"LT","Lithuania","","","","",NA,2020-08-01,-22,15,193,-2,4,-7
"LT","Lithuania","","","","",NA,2020-08-02,-13,24,247,1,14,-11
"LT","Lithuania","","","","",NA,2020-08-03,-10,24,184,-10,-32,2
"LT","Lithuania","","","","",NA,2020-08-04,-12,23,127,-13,-32,3
"LT","Lithuania","","","","",NA,2020-08-05,-7,28,221,-7,-31,1
"LT","Lithuania","","","","",NA,2020-08-06,-8,27,226,-2,-32,-1
"LT","Lithuania","","","","",NA,2020-08-07,-16,25,262,-5,-32,-3
"LT","Lithuania","","","","",NA,2020-08-08,-24,16,259,-1,1,-11
"LT","Lithuania","","","","",NA,2020-08-09,-16,24,252,0,10,-14
"LT","Lithuania","","","","",NA,2020-08-10,-6,30,235,-8,-33,0
"LT","Lithuania","","","","",NA,2020-08-11,-5,31,219,-4,-32,-1
"LT","Lithuania","","","","",NA,2020-08-12,-4,30,216,-5,-32,0
"LT","Lithuania","","","","",NA,2020-08-13,-7,28,195,-3,-32,0
"LT","Lithuania","","","","",NA,2020-08-14,-14,28,226,-3,-32,-2
"LT","Lithuania","","","","",NA,2020-08-15,-25,17,247,2,-6,-10
"LT","Lithuania","","","","",NA,2020-08-16,-16,25,258,4,9,-14
"LT","Lithuania","","","","",NA,2020-08-17,-8,29,231,-6,-33,0
"LT","Lithuania","","","","",NA,2020-08-18,-9,28,185,-7,-30,0
"LT","Lithuania","","","","",NA,2020-08-19,-9,27,200,-7,-31,0
"LT","Lithuania","","","","",NA,2020-08-20,-10,23,169,-6,-32,0
"LT","Lithuania","","","","",NA,2020-08-21,-17,24,210,-7,-31,-2
"LT","Lithuania","","","","",NA,2020-08-22,-22,16,184,-6,3,-8
"LT","Lithuania","","","","",NA,2020-08-23,-15,23,175,4,9,-10
"LT","Lithuania","","","","",NA,2020-08-24,-10,25,155,-8,-29,1
"LT","Lithuania","","","","",NA,2020-08-25,-11,25,111,-10,-29,2
"LT","Lithuania","","","","",NA,2020-08-26,-12,25,102,-12,-27,2
"LT","Lithuania","","","","",NA,2020-08-27,-12,24,101,-8,-28,2
"LT","Lithuania","","","","",NA,2020-08-28,-17,22,165,-7,-26,-1
"LT","Lithuania","","","","",NA,2020-08-29,-24,15,88,-12,0,-4
"LT","Lithuania","","","","",NA,2020-08-30,-17,21,108,-6,10,-6
"LT","Lithuania","","","","",NA,2020-08-31,-9,33,65,-11,-27,3
"LT","Lithuania","","","","",NA,2020-09-01,2,30,134,-4,-28,1
"LT","Lithuania","","","","",NA,2020-09-02,-15,27,91,-6,-23,0
"LT","Lithuania","","","","",NA,2020-09-03,-15,23,102,-1,-23,-2
"LT","Lithuania","","","","",NA,2020-09-04,-19,22,129,-1,-21,-3
"LT","Lithuania","","","","",NA,2020-09-05,-22,14,139,-3,3,-6
"LT","Lithuania","","","","",NA,2020-09-06,-17,21,126,-6,8,-7
"LT","Lithuania","","","","",NA,2020-09-07,-15,22,81,-7,-23,-1
"LT","Lithuania","","","","",NA,2020-09-08,-19,21,58,-9,-23,-1
"LT","Lithuania","","","","",NA,2020-09-09,-16,21,109,-7,-20,-3
"LT","Lithuania","","","","",NA,2020-09-10,-15,24,82,-2,-22,-3
"LT","Lithuania","","","","",NA,2020-09-11,-17,24,128,0,-20,-7
"LT","Lithuania","","","","",NA,2020-09-12,-20,16,150,0,2,-11
"LT","Lithuania","","","","",NA,2020-09-13,-18,22,128,1,7,-11
"LT","Lithuania","","","","",NA,2020-09-14,-16,22,91,-7,-16,-3
"LT","Lithuania","","","","",NA,2020-09-15,-13,25,140,-1,-15,-4
"LT","Lithuania","","","","",NA,2020-09-16,-13,24,158,-2,-15,-4
"LT","Lithuania","","","","",NA,2020-09-17,-19,20,48,-7,-17,-2
"LT","Lithuania","","","","",NA,2020-09-18,-20,21,102,-4,-15,-4
"LT","Lithuania","","","","",NA,2020-09-19,-20,16,132,0,3,-8
"LT","Lithuania","","","","",NA,2020-09-20,-15,23,154,-1,9,-8
"LT","Lithuania","","","","",NA,2020-09-21,-15,22,102,-6,-16,-2
"LT","Lithuania","","","","",NA,2020-09-22,-16,23,101,-4,-14,-2
"LT","Lithuania","","","","",NA,2020-09-23,-17,22,99,-7,-13,-2
"LT","Lithuania","","","","",NA,2020-09-24,-20,19,73,-6,-14,-2
"LT","Lithuania","","","","",NA,2020-09-25,-20,21,104,-3,-14,-3
"LT","Lithuania","","","","",NA,2020-09-26,-22,16,126,-6,4,-7
"LT","Lithuania","","","","",NA,2020-09-27,-19,19,122,-7,8,-7
"LT","Lithuania","","","","",NA,2020-09-28,-22,19,52,-13,-13,0
"LT","Lithuania","","","","",NA,2020-09-29,-21,22,60,-9,-11,-1
"LT","Lithuania","","","","",NA,2020-09-30,-20,23,55,-10,-12,-1
"LT","Lithuania","","","","",NA,2020-10-01,-22,20,37,-8,-11,-2
"LT","Lithuania","","","","",NA,2020-10-02,-25,20,49,-5,-11,-2
"LT","Lithuania","","","","",NA,2020-10-03,-28,14,29,-14,-3,-3
"LT","Lithuania","","","","",NA,2020-10-04,-20,23,100,-3,5,-6
"LT","Lithuania","","","","",NA,2020-10-05,-22,17,46,-7,-13,-1
"LT","Lithuania","","","","",NA,2020-10-06,-22,20,48,-5,-12,-1
"LT","Lithuania","","","","",NA,2020-10-07,-20,20,69,-4,-11,-1
"LT","Lithuania","","","","",NA,2020-10-08,-22,19,39,-4,-11,0
"LT","Lithuania","","","","",NA,2020-10-09,-24,22,42,-7,-11,-1
"LT","Lithuania","","","","",NA,2020-10-10,-23,18,57,-10,2,-3
"LT","Lithuania","","","","",NA,2020-10-11,-19,26,48,-8,4,-4
"LT","Lithuania","","","","",NA,2020-10-12,-22,16,44,-12,-16,2
"LT","Lithuania","","","","",NA,2020-10-13,-23,21,17,-12,-12,1
"LT","Lithuania","","","","",NA,2020-10-14,-24,19,2,-16,-12,3
"LT","Lithuania","","","","",NA,2020-10-15,-21,25,15,-8,-12,1
"LT","Lithuania","","","","",NA,2020-10-16,-24,24,25,-9,-10,0
"LT","Lithuania","","","","",NA,2020-10-17,-25,19,37,-13,1,-3
"LT","Lithuania","","","","",NA,2020-10-18,-28,18,16,-19,-1,-1
"LT","Lithuania","","","","",NA,2020-10-19,-24,17,18,-14,-13,2
"LT","Lithuania","","","","",NA,2020-10-20,-22,21,26,-13,-12,1
"LT","Lithuania","","","","",NA,2020-10-21,-22,22,20,-14,-12,2
"LT","Lithuania","","","","",NA,2020-10-22,-23,21,21,-10,-13,2
"LT","Lithuania","","","","",NA,2020-10-23,-26,22,39,-11,-13,1
"LT","Lithuania","","","","",NA,2020-10-24,-29,18,34,-17,0,-1
"LT","Lithuania","","","","",NA,2020-10-25,-21,29,107,-6,4,-4
"LT","Lithuania","","","","",NA,2020-10-26,-30,13,29,-25,-29,6
"LT","Lithuania","","","","",NA,2020-10-27,-29,18,31,-22,-29,6
"LT","Lithuania","","","","",NA,2020-10-28,-30,16,42,-24,-30,6
"LT","Lithuania","","","","",NA,2020-10-29,-34,14,11,-27,-32,7
"LT","Lithuania","","","","",NA,2020-10-30,-38,15,16,-26,-32,7
"LT","Lithuania","","","","",NA,2020-10-31,-39,17,40,-20,-6,-1
"LT","Lithuania","","","","",NA,2020-11-01,-43,17,83,-20,-16,-3
"LT","Lithuania","","","","",NA,2020-11-02,-53,-5,55,-51,-80,18
"LT","Lithuania","","","","",NA,2020-11-03,-39,5,4,-33,-31,8
"LT","Lithuania","","","","",NA,2020-11-04,-38,8,5,-33,-31,10
"LT","Lithuania","","","","",NA,2020-11-05,-38,8,-8,-32,-31,10
"LT","Lithuania","","","","",NA,2020-11-06,-37,13,20,-28,-28,8
"LT","Lithuania","","","","",NA,2020-11-07,-50,4,9,-34,-8,4
"LT","Lithuania","","","","",NA,2020-11-08,-51,3,35,-36,-10,3
"LT","Lithuania","","","","",NA,2020-11-09,-44,4,19,-35,-32,10
"LT","Lithuania","","","","",NA,2020-11-10,-42,13,10,-34,-31,10
"LT","Lithuania","","","","",NA,2020-11-11,-41,12,18,-34,-31,10
"LT","Lithuania","","","","",NA,2020-11-12,-43,12,-3,-34,-32,11
"LT","Lithuania","","","","",NA,2020-11-13,-45,12,-2,-33,-31,11
"LT","Lithuania","","","","",NA,2020-11-14,-45,11,13,-31,-9,4
"LT","Lithuania","","","","",NA,2020-11-15,-47,7,26,-35,-12,3
"LT","Lithuania","","","","",NA,2020-11-16,-43,6,4,-37,-33,10
"LT","Lithuania","","","","",NA,2020-11-17,-43,9,-6,-36,-32,11
"LT","Lithuania","","","","",NA,2020-11-18,-44,8,-5,-38,-32,11
"LT","Lithuania","","","","",NA,2020-11-19,-44,7,-10,-35,-32,11
"LT","Lithuania","","","","",NA,2020-11-20,-44,14,3,-32,-30,10
"LT","Lithuania","","","","",NA,2020-11-21,-44,10,16,-32,-9,4
"LT","Lithuania","","","","",NA,2020-11-22,-51,0,-24,-43,-16,5
"LT","Lithuania","","","","",NA,2020-11-23,-43,4,-8,-38,-33,11
"LT","Lithuania","","","","",NA,2020-11-24,-44,8,-12,-38,-32,11
"LT","Lithuania","","","","",NA,2020-11-25,-42,10,0,-36,-31,11
"LT","Lithuania","","","","",NA,2020-11-26,-43,8,-11,-35,-32,11
"LT","Lithuania","","","","",NA,2020-11-27,-44,10,-8,-33,-30,11
"LT","Lithuania","","","","",NA,2020-11-28,-45,8,-1,-34,-9,5
"LT","Lithuania","","","","",NA,2020-11-29,-44,7,26,-33,-11,3
"LT","Lithuania","","","","",NA,2020-11-30,-41,9,1,-36,-32,11
"LT","Lithuania","","","","",NA,2020-12-01,-41,11,5,-35,-31,11
"LT","Lithuania","","","","",NA,2020-12-02,-41,10,5,-35,-30,11
"LT","Lithuania","","","","",NA,2020-12-03,-43,9,-12,-36,-31,12
"LT","Lithuania","","","","",NA,2020-12-04,-45,11,-6,-35,-30,12
"LT","Lithuania","","","","",NA,2020-12-05,-43,9,5,-34,-8,5
"LT","Lithuania","","","","",NA,2020-12-06,-44,7,9,-37,-12,4
"LT","Lithuania","","","","",NA,2020-12-07,-39,6,-7,-38,-33,11
"LT","Lithuania","","","","",NA,2020-12-08,-39,11,-12,-38,-31,11
"LT","Lithuania","","","","",NA,2020-12-09,-44,4,-3,-41,-34,12
"LT","Lithuania","","","","",NA,2020-12-10,-44,8,-8,-38,-35,12
"LT","Lithuania","","","","",NA,2020-12-11,-46,9,1,-35,-34,13
"LT","Lithuania","","","","",NA,2020-12-12,-47,6,-2,-36,-8,6
"LT","Lithuania","","","","",NA,2020-12-13,-45,8,30,-35,-11,5
"LT","Lithuania","","","","",NA,2020-12-14,-25,21,17,-29,-39,10
"LT","Lithuania","","","","",NA,2020-12-15,-24,26,13,-25,-38,9
"LT","Lithuania","","","","",NA,2020-12-16,-64,-8,-17,-51,-43,17
"LT","Lithuania","","","","",NA,2020-12-17,-61,0,-12,-48,-44,17
"LT","Lithuania","","","","",NA,2020-12-18,-64,-4,-21,-49,-43,19
"LT","Lithuania","","","","",NA,2020-12-19,-70,-10,-17,-51,-23,12
"LT","Lithuania","","","","",NA,2020-12-20,-68,-9,-5,-52,-22,10
"LT","Lithuania","","","","",NA,2020-12-21,-54,12,-4,-45,-47,16
"LT","Lithuania","","","","",NA,2020-12-22,-50,26,-5,-42,-47,15
"LT","Lithuania","","","","",NA,2020-12-23,-49,37,6,-41,-50,16
"LT","Lithuania","","","","",NA,2020-12-24,-77,-19,-34,-70,-85,29
"LT","Lithuania","","","","",NA,2020-12-25,-91,-87,0,-79,-90,34
"LT","Lithuania","","","","",NA,2020-12-26,-81,-43,-4,-67,-50,15
"LT","Lithuania","","","","",NA,2020-12-27,-72,-23,21,-58,-26,10
"LT","Lithuania","","","","",NA,2020-12-28,-60,-3,-9,-54,-54,19
"LT","Lithuania","","","","",NA,2020-12-29,-59,4,-15,-54,-54,19
"LT","Lithuania","","","","",NA,2020-12-30,-51,30,32,-47,-53,17
"LT","Lithuania","","","","",NA,2020-12-31,-59,22,4,-54,-63,21
"LT","Lithuania","","","","",NA,2021-01-01,-89,-68,-3,-79,-90,34
"LT","Lithuania","","","","",NA,2021-01-02,-75,-27,1,-62,-42,14
"LT","Lithuania","","","","",NA,2021-01-03,-71,-14,12,-56,-24,10
"LT","Lithuania","","","","",NA,2021-01-04,-59,1,5,-48,-44,16
"LT","Lithuania","","","","",NA,2021-01-05,-61,-2,-9,-51,-44,17
"LT","Lithuania","","","","",NA,2021-01-06,-61,-1,6,-50,-43,17
"LT","Lithuania","","","","",NA,2021-01-07,-62,-3,0,-49,-44,17
"LT","Lithuania","","","","",NA,2021-01-08,-62,1,15,-48,-42,18
"LT","Lithuania","","","","",NA,2021-01-09,-66,-5,37,-49,-22,10
"LT","Lithuania","","","","",NA,2021-01-10,-67,-6,46,-51,-17,8
"LT","Lithuania","","","","",NA,2021-01-11,-59,0,6,-50,-41,16
"LT","Lithuania","","","","",NA,2021-01-12,-60,1,-4,-52,-41,16
"LT","Lithuania","","","","",NA,2021-01-13,-60,1,12,-51,-41,16
"LT","Lithuania","","","","",NA,2021-01-14,-61,0,-9,-52,-42,15
"LT","Lithuania","","","","",NA,2021-01-15,-63,-1,-18,-54,-42,17
"LT","Lithuania","","","","",NA,2021-01-16,-71,-14,-24,-61,-24,11
"LT","Lithuania","","","","",NA,2021-01-17,-73,-18,-16,-61,-21,9
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-15,10,6,5,NA,4,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-16,14,7,25,NA,8,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-17,9,6,16,NA,-14,3
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-18,9,10,21,NA,-14,2
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-19,9,10,22,NA,-14,1
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-20,10,6,17,NA,-16,2
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-21,5,2,9,NA,-16,3
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-22,5,3,4,NA,0,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-23,7,2,7,NA,0,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-24,3,8,7,NA,1,0
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-25,-2,1,-9,NA,2,0
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-26,0,2,12,NA,2,0
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-27,5,1,-9,NA,0,0
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-28,2,4,2,NA,1,1
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-02-29,0,2,11,NA,4,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-01,3,0,16,NA,8,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-02,-1,-4,13,NA,3,0
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-03,-1,3,19,NA,2,0
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-04,3,0,10,NA,2,1
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-05,2,1,17,NA,2,0
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-06,6,1,23,NA,1,0
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-07,4,8,10,NA,4,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-08,23,18,17,NA,12,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-09,2,1,25,NA,1,0
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-10,18,20,38,NA,1,-3
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-11,-11,-9,42,NA,-71,18
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-12,3,9,-7,NA,-1,1
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-13,-3,5,25,NA,-17,5
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-14,-17,1,-8,NA,-3,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-15,1,17,28,NA,2,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-16,-41,-18,12,NA,-32,12
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-17,-45,-27,50,NA,-40,13
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-18,-46,-26,72,NA,-42,14
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-19,-50,-29,30,NA,-45,16
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-20,-59,-12,36,NA,-44,16
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-21,-68,-24,5,NA,-38,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-22,-65,-25,5,NA,-31,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-23,-61,-18,32,NA,-44,16
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-24,-61,-22,36,NA,-46,17
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-25,-62,-28,44,NA,-46,16
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-26,-63,-27,47,NA,-47,16
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-27,-64,-28,50,-42,-47,17
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-28,-68,-33,59,NA,-36,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-29,-71,-36,0,-70,-32,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-30,-64,-26,14,NA,-47,18
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-03-31,-63,-29,20,NA,-47,18
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-01,-67,-30,2,NA,-48,19
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-02,-65,-33,4,NA,-49,19
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-03,-63,-30,-1,-64,-49,21
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-04,-68,-35,4,NA,-38,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-05,-62,-25,66,NA,-26,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-06,-57,-24,76,NA,-46,15
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-07,-55,-16,98,NA,-47,13
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-08,-53,-11,85,NA,-48,14
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-09,-47,7,42,NA,-48,15
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-10,-53,-5,40,-44,-49,18
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-11,-71,-34,-4,-65,-41,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-12,-90,-93,16,-73,-42,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-13,-81,-59,18,NA,-86,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-14,-59,-24,18,NA,-49,17
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-15,-62,-24,-1,NA,-48,20
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-16,-53,-18,16,NA,-48,19
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-17,-51,-14,38,-42,-45,17
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-18,-58,-24,23,NA,-31,NA
"LT","Lithuania","Alytus County","","","LT-AL",NA,2020-04-19,-54,-32,34,NA,-21,NA
