"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1113","13"
"Hispanic/Latino","American Indian/Alaska Native","52","0"
"Hispanic/Latino","Asian","104","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","103","0"
"Hispanic/Latino","Other","16852","174"
"Hispanic/Latino","Unknown","6660","11"
"Hispanic/Latino","White","22646","287"
"Non-Hispanic/Latino","African-American/Black","88549","3239"
"Non-Hispanic/Latino","American Indian/Alaska Native","138","10"
"Non-Hispanic/Latino","Asian","5145","145"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","254","6"
"Non-Hispanic/Latino","Other","4413","13"
"Non-Hispanic/Latino","Unknown","3211","14"
"Non-Hispanic/Latino","White","115064","4204"
"Unknown","African-American/Black","14038","14"
"Unknown","American Indian/Alaska Native","56","0"
"Unknown","Asian","1454","0"
"Unknown","Native Hawaiian/Pacific Islander","90","0"
"Unknown","Other","4897","3"
"Unknown","Unknown","69216","45"
"Unknown","White","19023","16"
