"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2657","20"
"Hispanic/Latino","American Indian/Alaska Native","128","0"
"Hispanic/Latino","Asian","282","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","184","1"
"Hispanic/Latino","Other","30116","303"
"Hispanic/Latino","Unknown","13524","12"
"Hispanic/Latino","White","40149","535"
"Non-Hispanic/Latino","African-American/Black","193757","5458"
"Non-Hispanic/Latino","American Indian/Alaska Native","359","11"
"Non-Hispanic/Latino","Asian","14892","317"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","589","12"
"Non-Hispanic/Latino","Other","10343","53"
"Non-Hispanic/Latino","Unknown","7320","45"
"Non-Hispanic/Latino","White","285052","9176"
"Unknown","African-American/Black","26649","25"
"Unknown","American Indian/Alaska Native","162","0"
"Unknown","Asian","3523","2"
"Unknown","Native Hawaiian/Pacific Islander","172","0"
"Unknown","Other","26314","22"
"Unknown","Unknown","143484","53"
"Unknown","White","41428","49"
