"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2596","19"
"Hispanic/Latino","American Indian/Alaska Native","130","0"
"Hispanic/Latino","Asian","277","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","181","1"
"Hispanic/Latino","Other","29694","300"
"Hispanic/Latino","Unknown","13538","11"
"Hispanic/Latino","White","39485","526"
"Non-Hispanic/Latino","African-American/Black","190708","5300"
"Non-Hispanic/Latino","American Indian/Alaska Native","357","11"
"Non-Hispanic/Latino","Asian","14581","303"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","578","11"
"Non-Hispanic/Latino","Other","10151","47"
"Non-Hispanic/Latino","Unknown","7878","55"
"Non-Hispanic/Latino","White","280026","8910"
"Unknown","African-American/Black","26437","35"
"Unknown","American Indian/Alaska Native","152","0"
"Unknown","Asian","3468","2"
"Unknown","Native Hawaiian/Pacific Islander","170","0"
"Unknown","Other","26099","20"
"Unknown","Unknown","143724","74"
"Unknown","White","41041","81"
