"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4953","38"
"Hispanic/Latino","American Indian/Alaska Native","276","1"
"Hispanic/Latino","Asian","488","6"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","357","6"
"Hispanic/Latino","Other","45354","445"
"Hispanic/Latino","Unknown","22012","10"
"Hispanic/Latino","White","59917","740"
"Non-Hispanic/Latino","African-American/Black","329574","8214"
"Non-Hispanic/Latino","American Indian/Alaska Native","602","18"
"Non-Hispanic/Latino","Asian","23648","415"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","942","15"
"Non-Hispanic/Latino","Other","21424","279"
"Non-Hispanic/Latino","Unknown","11093","12"
"Non-Hispanic/Latino","White","477876","14422"
"Unknown","African-American/Black","28574","25"
"Unknown","American Indian/Alaska Native","217","0"
"Unknown","Asian","5110","2"
"Unknown","Native Hawaiian/Pacific Islander","217","0"
"Unknown","Other","28838","18"
"Unknown","Unknown","158727","73"
"Unknown","White","43558","47"
