"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1189","13"
"Hispanic/Latino","American Indian/Alaska Native","52","0"
"Hispanic/Latino","Asian","116","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","104","0"
"Hispanic/Latino","Other","17328","192"
"Hispanic/Latino","Unknown","6970","11"
"Hispanic/Latino","White","23464","303"
"Non-Hispanic/Latino","African-American/Black","92868","3330"
"Non-Hispanic/Latino","American Indian/Alaska Native","146","10"
"Non-Hispanic/Latino","Asian","5512","151"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","268","7"
"Non-Hispanic/Latino","Other","4531","14"
"Non-Hispanic/Latino","Unknown","3349","11"
"Non-Hispanic/Latino","White","122612","4374"
"Unknown","African-American/Black","14674","15"
"Unknown","American Indian/Alaska Native","67","0"
"Unknown","Asian","1563","0"
"Unknown","Native Hawaiian/Pacific Islander","91","0"
"Unknown","Other","5186","4"
"Unknown","Unknown","71203","44"
"Unknown","White","20173","17"
