"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2903","22"
"Hispanic/Latino","American Indian/Alaska Native","138","0"
"Hispanic/Latino","Asian","303","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","200","2"
"Hispanic/Latino","Other","32211","331"
"Hispanic/Latino","Unknown","13864","16"
"Hispanic/Latino","White","42857","576"
"Non-Hispanic/Latino","African-American/Black","210125","5974"
"Non-Hispanic/Latino","American Indian/Alaska Native","370","11"
"Non-Hispanic/Latino","Asian","16055","336"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","638","13"
"Non-Hispanic/Latino","Other","11136","58"
"Non-Hispanic/Latino","Unknown","7214","45"
"Non-Hispanic/Latino","White","307690","9926"
"Unknown","African-American/Black","26340","30"
"Unknown","American Indian/Alaska Native","168","0"
"Unknown","Asian","3669","2"
"Unknown","Native Hawaiian/Pacific Islander","175","0"
"Unknown","Other","26866","25"
"Unknown","Unknown","134192","59"
"Unknown","White","40702","58"
