"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1388","13"
"Hispanic/Latino","American Indian/Alaska Native","60","0"
"Hispanic/Latino","Asian","135","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","116","0"
"Hispanic/Latino","Other","18830","186"
"Hispanic/Latino","Unknown","7805","5"
"Hispanic/Latino","White","25910","338"
"Non-Hispanic/Latino","African-American/Black","105864","3461"
"Non-Hispanic/Latino","American Indian/Alaska Native","182","10"
"Non-Hispanic/Latino","Asian","6692","159"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","307","7"
"Non-Hispanic/Latino","Other","4839","16"
"Non-Hispanic/Latino","Unknown","3586","11"
"Non-Hispanic/Latino","White","143825","4694"
"Unknown","African-American/Black","15526","12"
"Unknown","American Indian/Alaska Native","88","0"
"Unknown","Asian","1855","1"
"Unknown","Native Hawaiian/Pacific Islander","103","0"
"Unknown","Other","6090","5"
"Unknown","Unknown","76394","30"
"Unknown","White","22422","21"
