"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","10327","1","185"
"05-09 years","Georgia","17111","2","147"
"10-17 years","Georgia","59294","7","583"
"18-29 years","Georgia","180425","99","3339"
"30-39 years","Georgia","129988","219","4365"
"40-49 years","Georgia","126465","495","6333"
"50-59 years","Georgia","120264","1341","9428"
"60-69 years","Georgia","81817","2902","11338"
"70-79 years","Georgia","47975","4224","10869"
"80 & Older years","Georgia","28002","5580","8542"
"<1 years","Georgia","2929","0","155"
"Unknown years","Georgia","5876","12","110"
"01-04 years","Appling","26","0","0"
"05-09 years","Appling","53","0","0"
"10-17 years","Appling","159","0","1"
"18-29 years","Appling","332","1","5"
"30-39 years","Appling","243","1","5"
"40-49 years","Appling","242","4","17"
"50-59 years","Appling","276","6","23"
"60-69 years","Appling","242","13","46"
"70-79 years","Appling","160","15","31"
"80 & Older years","Appling","78","16","29"
"<1 years","Appling","5","0","0"
"Unknown years","Appling","2","0","0"
"01-04 years","Atkinson","6","0","1"
"05-09 years","Atkinson","18","0","1"
"10-17 years","Atkinson","47","0","0"
"18-29 years","Atkinson","163","0","8"
"30-39 years","Atkinson","121","0","10"
"40-49 years","Atkinson","128","1","23"
"50-59 years","Atkinson","133","1","23"
"60-69 years","Atkinson","81","4","24"
"70-79 years","Atkinson","45","7","15"
"80 & Older years","Atkinson","14","5","10"
"<1 years","Atkinson","3","0","0"
"01-04 years","Bacon","17","0","0"
"05-09 years","Bacon","22","0","0"
"10-17 years","Bacon","70","0","1"
"18-29 years","Bacon","232","0","1"
"30-39 years","Bacon","131","0","4"
"40-49 years","Bacon","157","1","11"
"50-59 years","Bacon","145","2","16"
"60-69 years","Bacon","118","8","19"
"70-79 years","Bacon","76","7","15"
"80 & Older years","Bacon","38","8","7"
"<1 years","Bacon","6","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","5","0","0"
"05-09 years","Baker","4","0","0"
"10-17 years","Baker","9","0","0"
"18-29 years","Baker","23","0","0"
"30-39 years","Baker","22","0","2"
"40-49 years","Baker","13","0","1"
"50-59 years","Baker","21","0","1"
"60-69 years","Baker","31","3","15"
"70-79 years","Baker","18","2","10"
"80 & Older years","Baker","9","2","3"
"<1 years","Baker","2","0","0"
"01-04 years","Baldwin","30","0","0"
"05-09 years","Baldwin","52","0","0"
"10-17 years","Baldwin","184","1","5"
"18-29 years","Baldwin","1242","0","15"
"30-39 years","Baldwin","451","1","15"
"40-49 years","Baldwin","465","2","29"
"50-59 years","Baldwin","478","11","50"
"60-69 years","Baldwin","378","20","67"
"70-79 years","Baldwin","254","25","55"
"80 & Older years","Baldwin","152","41","59"
"<1 years","Baldwin","13","0","0"
"01-04 years","Banks","9","0","0"
"05-09 years","Banks","24","0","1"
"10-17 years","Banks","101","0","2"
"18-29 years","Banks","282","0","7"
"30-39 years","Banks","195","0","5"
"40-49 years","Banks","214","0","15"
"50-59 years","Banks","238","1","23"
"60-69 years","Banks","198","4","40"
"70-79 years","Banks","148","13","54"
"80 & Older years","Banks","79","12","28"
"<1 years","Banks","5","0","1"
"Unknown years","Banks","43","0","1"
"01-04 years","Barrow","85","0","0"
"05-09 years","Barrow","155","0","0"
"10-17 years","Barrow","575","0","7"
"18-29 years","Barrow","1615","2","33"
"30-39 years","Barrow","1371","1","42"
"40-49 years","Barrow","1387","4","61"
"50-59 years","Barrow","1167","7","94"
"60-69 years","Barrow","799","24","133"
"70-79 years","Barrow","474","32","99"
"80 & Older years","Barrow","229","44","85"
"<1 years","Barrow","28","0","2"
"Unknown years","Barrow","27","1","1"
"01-04 years","Bartow","94","0","3"
"05-09 years","Bartow","199","0","2"
"10-17 years","Bartow","861","0","9"
"18-29 years","Bartow","1914","0","20"
"30-39 years","Bartow","1540","4","42"
"40-49 years","Bartow","1609","1","73"
"50-59 years","Bartow","1662","13","132"
"60-69 years","Bartow","984","32","146"
"70-79 years","Bartow","685","63","168"
"80 & Older years","Bartow","327","68","113"
"<1 years","Bartow","35","0","2"
"Unknown years","Bartow","144","0","7"
"01-04 years","Ben Hill","28","0","1"
"05-09 years","Ben Hill","19","0","0"
"10-17 years","Ben Hill","96","0","0"
"18-29 years","Ben Hill","253","0","4"
"30-39 years","Ben Hill","211","3","9"
"40-49 years","Ben Hill","193","1","10"
"50-59 years","Ben Hill","237","4","29"
"60-69 years","Ben Hill","199","12","27"
"70-79 years","Ben Hill","143","19","51"
"80 & Older years","Ben Hill","68","16","16"
"<1 years","Ben Hill","5","0","0"
"Unknown years","Ben Hill","2","0","0"
"01-04 years","Berrien","15","0","0"
"05-09 years","Berrien","22","0","0"
"10-17 years","Berrien","89","0","1"
"18-29 years","Berrien","191","0","0"
"30-39 years","Berrien","150","0","3"
"40-49 years","Berrien","133","0","4"
"50-59 years","Berrien","158","2","16"
"60-69 years","Berrien","118","8","17"
"70-79 years","Berrien","77","9","14"
"80 & Older years","Berrien","47","9","13"
"<1 years","Berrien","2","0","0"
"Unknown years","Berrien","1","0","0"
"01-04 years","Bibb","132","0","5"
"05-09 years","Bibb","179","0","0"
"10-17 years","Bibb","611","0","7"
"18-29 years","Bibb","2809","1","74"
"30-39 years","Bibb","1984","6","103"
"40-49 years","Bibb","1999","12","186"
"50-59 years","Bibb","1870","21","251"
"60-69 years","Bibb","1499","75","387"
"70-79 years","Bibb","922","102","332"
"80 & Older years","Bibb","573","125","273"
"<1 years","Bibb","44","0","4"
"Unknown years","Bibb","21","0","0"
"01-04 years","Bleckley","4","0","0"
"05-09 years","Bleckley","15","0","0"
"10-17 years","Bleckley","70","0","0"
"18-29 years","Bleckley","187","0","3"
"30-39 years","Bleckley","88","0","2"
"40-49 years","Bleckley","102","1","2"
"50-59 years","Bleckley","101","2","4"
"60-69 years","Bleckley","81","7","10"
"70-79 years","Bleckley","63","5","12"
"80 & Older years","Bleckley","62","18","12"
"<1 years","Bleckley","3","0","0"
"Unknown years","Bleckley","1","0","0"
"01-04 years","Brantley","12","0","0"
"05-09 years","Brantley","12","0","0"
"10-17 years","Brantley","80","0","1"
"18-29 years","Brantley","147","0","1"
"30-39 years","Brantley","108","0","4"
"40-49 years","Brantley","119","1","5"
"50-59 years","Brantley","141","2","13"
"60-69 years","Brantley","109","4","13"
"70-79 years","Brantley","86","11","20"
"80 & Older years","Brantley","47","8","10"
"<1 years","Brantley","1","0","0"
"01-04 years","Brooks","14","0","1"
"05-09 years","Brooks","22","0","0"
"10-17 years","Brooks","83","0","0"
"18-29 years","Brooks","165","0","1"
"30-39 years","Brooks","119","0","2"
"40-49 years","Brooks","112","1","11"
"50-59 years","Brooks","138","2","19"
