"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2482","18"
"Hispanic/Latino","American Indian/Alaska Native","127","0"
"Hispanic/Latino","Asian","258","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","177","1"
"Hispanic/Latino","Other","28878","293"
"Hispanic/Latino","Unknown","13422","10"
"Hispanic/Latino","White","38219","497"
"Non-Hispanic/Latino","African-American/Black","183830","4992"
"Non-Hispanic/Latino","American Indian/Alaska Native","348","10"
"Non-Hispanic/Latino","Asian","13916","282"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","556","8"
"Non-Hispanic/Latino","Other","9789","52"
"Non-Hispanic/Latino","Unknown","8665","53"
"Non-Hispanic/Latino","White","269231","8464"
"Unknown","African-American/Black","26143","34"
"Unknown","American Indian/Alaska Native","133","0"
"Unknown","Asian","3322","2"
"Unknown","Native Hawaiian/Pacific Islander","170","0"
"Unknown","Other","25421","23"
"Unknown","Unknown","144959","74"
"Unknown","White","40427","68"
