"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2178","13"
"Hispanic/Latino","American Indian/Alaska Native","111","0"
"Hispanic/Latino","Asian","218","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","156","0"
"Hispanic/Latino","Other","26140","239"
"Hispanic/Latino","Unknown","12384","6"
"Hispanic/Latino","White","34938","424"
"Non-Hispanic/Latino","African-American/Black","161388","4197"
"Non-Hispanic/Latino","American Indian/Alaska Native","323","8"
"Non-Hispanic/Latino","Asian","11831","213"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","495","6"
"Non-Hispanic/Latino","Other","8333","38"
"Non-Hispanic/Latino","Unknown","7615","52"
"Non-Hispanic/Latino","White","236148","6650"
"Unknown","African-American/Black","23880","35"
"Unknown","American Indian/Alaska Native","130","0"
"Unknown","Asian","3001","1"
"Unknown","Native Hawaiian/Pacific Islander","158","0"
"Unknown","Other","22296","22"
"Unknown","Unknown","139094","50"
"Unknown","White","36935","42"
