county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,881,23,82,4746.51
Atkinson,398,3,48,4777.91
Bacon,511,8,38,4480.88
Baker,72,3,16,2310.65
Baldwin,1599,48,123,3599.08
Banks,362,6,49,1811.63
Barrow,1694,37,212,1961.03
Bartow,2376,69,240,2144.97
Ben Hill,610,12,62,3664.76
Berrien,374,5,19,1940.24
Bibb,5365,115,733,3526.13
Bleckley,338,15,22,2632.81
Brantley,301,8,23,1567.55
Brooks,470,20,48,2988.49
Bryan,840,9,68,2146.31
Bulloch,1743,21,112,2193.36
Burke,639,8,72,2860.08
Butts,556,40,47,2208.63
Calhoun,229,7,45,3625.14
Camden,999,7,35,1852.61
Candler,326,12,15,3008.21
Carroll,2286,58,144,1903.11
Catoosa,833,17,61,1211.27
Charlton,555,5,17,4188.36
Chatham,6935,120,649,2373.57
Chattahoochee,1088,2,11,10121.87
Chattooga,522,5,32,2107.73
Cherokee,4720,76,411,1770.33
Clarke,2737,26,168,2108.97
Clay,112,2,7,3922.94
Clayton,6366,132,600,2088.32
Clinch,284,4,22,4266.83
Cobb,16630,387,1574,2103.5
Coffee,1767,36,242,4105.29
Colquitt,1736,26,135,3824.38
Columbia,3085,44,154,1944.76
Cook,505,10,51,2896.14
Coweta,2201,26,108,1448.02
Crawford,148,3,23,1210.34
Crisp,459,15,63,2059.31
Dade,189,3,14,1169.41
Dawson,650,7,67,2405.54
DeKalb,16368,296,1828,2063.66
Decatur,968,21,76,3677.53
Dodge,308,6,25,1510.91
Dooly,282,14,47,2104.48
Dougherty,2962,178,600,3294.59
Douglas,3123,62,365,2055.88
Early,406,32,32,4001.58
Echols,232,2,9,5845.3
Effingham,1029,15,73,1607.16
Elbert,447,1,28,2359.46
Emanuel,719,22,55,3172.43
Evans,356,5,28,3331.15
Fannin,428,7,36,1626.14
Fayette,1539,38,79,1309.3
Floyd,2215,30,175,2216.86
Forsyth,3015,32,259,1194.03
Franklin,525,10,43,2250.42
Fulton,24586,503,2122,2236.76
Gilmer,746,5,71,2374.51
Glascock,35,2,4,1157.02
Glynn,2985,70,220,3469.03
Gordon,1492,29,98,2570.24
Grady,642,10,82,2616.14
Greene,428,15,47,2286.69
Gwinnett,23972,324,2428,2468.43
Habersham,1309,62,180,2858.08
Hall,7475,122,831,3622.5
Hancock,355,39,58,4332.97
Haralson,319,7,21,1038.34
Harris,721,21,78,2077.09
Hart,402,10,55,1539.82
Heard,168,5,11,1358.12
Henry,4335,73,174,1807.26
Houston,2600,65,330,1655.64
Irwin,210,4,27,2226.23
Jackson,1427,25,129,1910.31
Jasper,195,3,16,1373.34
Jeff Davis,620,10,34,4092.95
Jefferson,642,15,63,4192.52
Jenkins,302,24,53,3521.46
Johnson,309,13,47,3198.43
Jones,451,5,38,1577.42
Lamar,322,16,34,1664.34
Lanier,247,5,15,2386.24
Laurens,1305,42,109,2759.22
Lee,656,24,93,2188.78
Liberty,914,17,97,1476.48
Lincoln,192,6,24,2363.08
Long,176,2,12,883.76
Lowndes,3438,64,175,2916.57
Lumpkin,676,12,75,1999.88
Macon,203,10,44,1562.98
Madison,527,8,49,1746.36
Marion,166,6,16,2001.69
McDuffie,503,12,61,2329.03
McIntosh,240,5,20,1647.56
Meriwether,477,9,62,2269.27
Miller,209,0,9,3625.95
Mitchell,700,44,134,3173.74
Monroe,587,39,75,2117.07
Montgomery,212,2,16,2298.35
Morgan,410,2,26,2142.33
Murray,699,3,42,1736.17
Muscogee,5402,129,569,2819.03
Newton,2252,59,230,2004.38
Non-GA Resident/Unknown State,16055,119,542,0
Oconee,545,20,52,1305.8
Oglethorpe,276,9,41,1811.02
Paulding,2214,32,134,1283.17
Peach,563,15,88,2056.62
Pickens,506,6,48,1509.1
Pierce,510,12,59,2609.36
Pike,271,8,24,1436.9
Polk,1189,15,72,2734.46
Pulaski,200,7,24,1836.04
Putnam,613,20,64,2801.01
Quitman,33,1,7,1438.54
Rabun,276,5,37,1624.87
Randolph,310,27,50,4589.87
Richmond,5916,120,482,2925.24
Rockdale,1626,32,187,1712.3
Schley,93,2,13,1763.03
Screven,278,9,34,2000
Seminole,282,8,23,3464.37
Spalding,1152,48,150,1666.91
Stephens,808,25,89,3068.98
Stewart,353,11,86,5759.5
Sumter,849,59,185,2887.85
Talbot,154,5,22,2500.81
Taliaferro,19,0,1,1164.22
Tattnall,663,7,50,2609.11
Taylor,134,6,23,1683.84
Telfair,343,13,30,2192.53
Terrell,318,31,71,3755.76
Thomas,1377,47,153,3099.19
Tift,1485,48,188,3637.03
Toombs,1038,17,78,3846.87
Towns,201,5,24,1670.27
Treutlen,198,3,23,2899.4
Troup,2570,84,284,3649.84
Turner,276,19,44,3417.53
Twiggs,166,6,37,2052.93
Union,463,9,60,1827.51
Unknown,2497,4,64,0
Upson,646,54,67,2458.42
Walker,996,21,52,1430.83
Walton,1440,47,149,1502.91
Ware,1324,42,152,3692.86
Warren,118,5,22,2264.88
Washington,605,4,40,2980
Wayne,946,24,80,3156.07
Webster,38,2,9,1490.2
Wheeler,143,5,14,1808.07
White,492,12,74,1549.22
Whitfield,3932,50,209,3756.5
Wilcox,218,20,45,2480.09
Wilkes,219,3,25,2186.94
Wilkinson,287,14,48,3217.85
Worth,496,26,82,2462.52
