"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","443928","7401","29068"
"Male","Georgia","380408","8505","28097"
"Unknown","Georgia","12008","12","218"
"Female","Appling","1010","25","81"
"Male","Appling","833","36","84"
"Unknown","Appling","10","0","0"
"Female","Atkinson","409","6","59"
"Male","Atkinson","351","10","54"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","521","13","33"
"Male","Bacon","472","15","42"
"Unknown","Bacon","27","0","1"
"Female","Baker","82","2","13"
"Male","Baker","77","7","20"
"Female","Baldwin","2063","31","137"
"Male","Baldwin","1655","74","169"
"Unknown","Baldwin","33","0","1"
"Female","Banks","851","19","105"
"Male","Banks","708","14","76"
"Unknown","Banks","18","0","0"
"Female","Barrow","4394","61","299"
"Male","Barrow","3776","56","266"
"Unknown","Barrow","41","0","1"
"Female","Bartow","5500","90","359"
"Male","Bartow","4903","99","390"
"Unknown","Bartow","129","0","1"
"Female","Ben Hill","849","24","83"
"Male","Ben Hill","620","31","65"
"Unknown","Ben Hill","3","0","0"
"Female","Berrien","565","14","37"
"Male","Berrien","456","15","32"
"Unknown","Berrien","11","0","0"
"Female","Bibb","7361","185","898"
"Male","Bibb","5455","183","776"
"Unknown","Bibb","166","1","5"
"Female","Bleckley","457","18","24"
"Male","Bleckley","326","15","22"
"Unknown","Bleckley","6","0","0"
"Female","Brantley","481","14","37"
"Male","Brantley","396","15","30"
"Unknown","Brantley","6","0","0"
"Female","Brooks","523","12","46"
"Male","Brooks","379","24","39"
"Unknown","Brooks","17","0","0"
"Female","Bryan","1357","16","82"
"Male","Bryan","1154","16","88"
"Unknown","Bryan","51","0","0"
"Female","Bulloch","2873","32","121"
"Male","Bulloch","2189","22","86"
"Unknown","Bulloch","54","0","0"
"Female","Burke","940","18","74"
"Male","Burke","752","14","70"
"Unknown","Burke","9","0","1"
"Female","Butts","979","30","43"
"Male","Butts","928","39","69"
"Unknown","Butts","127","1","3"
"Female","Calhoun","225","10","35"
"Male","Calhoun","210","4","37"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1635","14","68"
"Male","Camden","1445","13","51"
"Unknown","Camden","23","0","0"
"Female","Candler","397","13","31"
"Male","Candler","330","22","29"
"Unknown","Candler","2","0","0"
"Female","Carroll","3750","62","144"
"Male","Carroll","3306","65","156"
"Unknown","Carroll","42","0","1"
"Female","Catoosa","2820","31","127"
"Male","Catoosa","2317","31","105"
"Unknown","Catoosa","103","0","3"
"Female","Charlton","436","9","32"
"Male","Charlton","593","11","28"
"Unknown","Charlton","6","0","0"
"Female","Chatham","10328","168","784"
"Male","Chatham","8414","201","732"
"Unknown","Chatham","271","0","6"
"Female","Chattahoochee","229","1","9"
"Male","Chattahoochee","2572","9","14"
"Unknown","Chattahoochee","11","0","0"
"Female","Chattooga","1141","27","69"
"Male","Chattooga","973","34","91"
"Unknown","Chattooga","12","0","0"
"Female","Cherokee","10968","116","525"
"Male","Cherokee","9671","156","629"
"Unknown","Cherokee","247","0","3"
"Female","Clarke","6815","51","243"
"Male","Clarke","5387","70","230"
"Unknown","Clarke","66","0","2"
"Female","Clay","103","1","4"
"Male","Clay","73","2","6"
"Unknown","Clay","4","0","0"
"Female","Clayton","12238","189","673"
"Male","Clayton","9323","203","585"
"Unknown","Clayton","156","0","1"
"Female","Clinch","361","9","32"
"Male","Clinch","352","15","31"
"Unknown","Clinch","4","0","0"
"Female","Cobb","30045","394","1419"
"Male","Cobb","26335","488","1468"
"Unknown","Cobb","400","1","7"
"Female","Coffee","2254","65","354"
"Male","Coffee","1898","61","279"
"Unknown","Coffee","26","0","0"
"Female","Colquitt","1743","28","122"
"Male","Colquitt","1608","42","112"
"Unknown","Colquitt","22","0","0"
"Female","Columbia","5677","69","214"
"Male","Columbia","4944","86","235"
"Unknown","Columbia","44","0","3"
"Female","Cook","653","15","58"
"Male","Cook","474","21","48"
"Unknown","Cook","18","0","0"
"Female","Coweta","4330","70","147"
"Male","Coweta","3906","95","155"
"Unknown","Coweta","51","0","0"
"Female","Crawford","275","9","39"
"Male","Crawford","224","6","23"
"Unknown","Crawford","9","0","1"
"Female","Crisp","753","18","89"
"Male","Crisp","556","29","63"
"Unknown","Crisp","20","0","0"
"Female","Dade","584","7","29"
"Male","Dade","543","3","27"
"Unknown","Dade","21","0","0"
"Female","Dawson","1381","14","110"
"Male","Dawson","1163","22","120"
"Unknown","Dawson","40","0","0"
"Female","DeKalb","28661","384","2234"
"Male","DeKalb","23917","444","1979"
"Unknown","DeKalb","639","0","14"
