"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2624","19"
"Hispanic/Latino","American Indian/Alaska Native","128","0"
"Hispanic/Latino","Asian","279","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","183","1"
"Hispanic/Latino","Other","29881","300"
"Hispanic/Latino","Unknown","13502","11"
"Hispanic/Latino","White","39823","532"
"Non-Hispanic/Latino","African-American/Black","192307","5402"
"Non-Hispanic/Latino","American Indian/Alaska Native","357","11"
"Non-Hispanic/Latino","Asian","14731","312"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","585","11"
"Non-Hispanic/Latino","Other","10274","50"
"Non-Hispanic/Latino","Unknown","7379","46"
"Non-Hispanic/Latino","White","282682","9081"
"Unknown","African-American/Black","26545","24"
"Unknown","American Indian/Alaska Native","162","0"
"Unknown","Asian","3503","2"
"Unknown","Native Hawaiian/Pacific Islander","171","0"
"Unknown","Other","26298","21"
"Unknown","Unknown","143689","47"
"Unknown","White","41241","48"
