"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2428","18"
"Hispanic/Latino","American Indian/Alaska Native","129","0"
"Hispanic/Latino","Asian","255","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","178","1"
"Hispanic/Latino","Other","28436","286"
"Hispanic/Latino","Unknown","13316","10"
"Hispanic/Latino","White","37720","483"
"Non-Hispanic/Latino","African-American/Black","179945","4827"
"Non-Hispanic/Latino","American Indian/Alaska Native","337","10"
"Non-Hispanic/Latino","Asian","13541","273"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","545","7"
"Non-Hispanic/Latino","Other","9579","48"
"Non-Hispanic/Latino","Unknown","8568","54"
"Non-Hispanic/Latino","White","263366","8160"
"Unknown","African-American/Black","25940","30"
"Unknown","American Indian/Alaska Native","135","0"
"Unknown","Asian","3280","2"
"Unknown","Native Hawaiian/Pacific Islander","170","0"
"Unknown","Other","25127","23"
"Unknown","Unknown","145815","67"
"Unknown","White","39975","58"
