"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","10112","1","178"
"05-09 years","Georgia","16752","2","146"
"10-17 years","Georgia","58203","6","573"
"18-29 years","Georgia","177980","99","3291"
"30-39 years","Georgia","128151","217","4296"
"40-49 years","Georgia","124628","481","6235"
"50-59 years","Georgia","118534","1286","9254"
"60-69 years","Georgia","80534","2788","11077"
"70-79 years","Georgia","47342","4056","10548"
"80 & Older years","Georgia","27690","5414","8316"
"<1 years","Georgia","2895","0","156"
"Unknown years","Georgia","5964","8","103"
"01-04 years","Appling","25","0","0"
"05-09 years","Appling","51","0","0"
"10-17 years","Appling","156","0","1"
"18-29 years","Appling","326","1","5"
"30-39 years","Appling","237","1","5"
"40-49 years","Appling","241","4","17"
"50-59 years","Appling","271","6","23"
"60-69 years","Appling","238","13","44"
"70-79 years","Appling","157","15","31"
"80 & Older years","Appling","76","16","28"
"<1 years","Appling","4","0","0"
"Unknown years","Appling","1","0","0"
"01-04 years","Atkinson","6","0","1"
"05-09 years","Atkinson","18","0","1"
"10-17 years","Atkinson","47","0","0"
"18-29 years","Atkinson","161","0","8"
"30-39 years","Atkinson","120","0","9"
"40-49 years","Atkinson","124","1","22"
"50-59 years","Atkinson","133","1","23"
"60-69 years","Atkinson","81","4","24"
"70-79 years","Atkinson","46","5","15"
"80 & Older years","Atkinson","14","5","10"
"<1 years","Atkinson","3","0","0"
"01-04 years","Bacon","17","0","0"
"05-09 years","Bacon","22","0","0"
"10-17 years","Bacon","70","0","1"
"18-29 years","Bacon","232","0","1"
"30-39 years","Bacon","131","0","4"
"40-49 years","Bacon","158","1","11"
"50-59 years","Bacon","145","2","16"
"60-69 years","Bacon","116","8","19"
"70-79 years","Bacon","75","7","15"
"80 & Older years","Bacon","37","8","7"
"<1 years","Bacon","6","0","0"
"Unknown years","Bacon","2","0","0"
"01-04 years","Baker","5","0","0"
"05-09 years","Baker","4","0","0"
"10-17 years","Baker","9","0","0"
"18-29 years","Baker","22","0","0"
"30-39 years","Baker","22","0","2"
"40-49 years","Baker","13","0","1"
"50-59 years","Baker","19","0","1"
"60-69 years","Baker","30","2","14"
"70-79 years","Baker","18","2","10"
"80 & Older years","Baker","9","2","3"
"<1 years","Baker","2","0","0"
"01-04 years","Baldwin","30","0","0"
"05-09 years","Baldwin","50","0","0"
"10-17 years","Baldwin","176","1","5"
"18-29 years","Baldwin","1231","0","15"
"30-39 years","Baldwin","446","1","15"
"40-49 years","Baldwin","462","2","29"
"50-59 years","Baldwin","472","10","50"
"60-69 years","Baldwin","372","20","67"
"70-79 years","Baldwin","252","23","54"
"80 & Older years","Baldwin","151","41","55"
"<1 years","Baldwin","12","0","0"
"01-04 years","Banks","8","0","0"
"05-09 years","Banks","24","0","1"
"10-17 years","Banks","100","0","2"
"18-29 years","Banks","278","0","6"
"30-39 years","Banks","192","0","5"
"40-49 years","Banks","210","0","15"
"50-59 years","Banks","234","1","22"
"60-69 years","Banks","196","4","39"
"70-79 years","Banks","147","13","53"
"80 & Older years","Banks","79","12","28"
"<1 years","Banks","5","0","1"
"Unknown years","Banks","44","0","1"
"01-04 years","Barrow","81","0","0"
"05-09 years","Barrow","151","0","0"
"10-17 years","Barrow","562","0","7"
"18-29 years","Barrow","1592","2","33"
"30-39 years","Barrow","1350","1","41"
"40-49 years","Barrow","1366","4","59"
"50-59 years","Barrow","1152","7","90"
"60-69 years","Barrow","786","23","128"
"70-79 years","Barrow","472","29","98"
"80 & Older years","Barrow","226","43","82"
"<1 years","Barrow","28","0","2"
"Unknown years","Barrow","24","0","0"
"01-04 years","Bartow","90","0","3"
"05-09 years","Bartow","192","0","2"
"10-17 years","Bartow","829","0","7"
"18-29 years","Bartow","1856","0","20"
"30-39 years","Bartow","1495","4","41"
"40-49 years","Bartow","1570","1","68"
"50-59 years","Bartow","1623","13","128"
"60-69 years","Bartow","954","30","139"
"70-79 years","Bartow","671","58","157"
"80 & Older years","Bartow","320","65","108"
"<1 years","Bartow","33","0","2"
"Unknown years","Bartow","141","0","7"
"01-04 years","Ben Hill","28","0","1"
"05-09 years","Ben Hill","19","0","0"
"10-17 years","Ben Hill","95","0","0"
"18-29 years","Ben Hill","252","0","4"
"30-39 years","Ben Hill","209","3","9"
"40-49 years","Ben Hill","194","1","10"
"50-59 years","Ben Hill","236","4","28"
"60-69 years","Ben Hill","199","12","27"
"70-79 years","Ben Hill","142","19","51"
"80 & Older years","Ben Hill","68","16","16"
"<1 years","Ben Hill","5","0","0"
"Unknown years","Ben Hill","2","0","0"
"01-04 years","Berrien","15","0","0"
"05-09 years","Berrien","22","0","0"
"10-17 years","Berrien","87","0","1"
"18-29 years","Berrien","187","0","0"
"30-39 years","Berrien","149","0","3"
"40-49 years","Berrien","132","0","4"
"50-59 years","Berrien","158","2","15"
"60-69 years","Berrien","117","8","17"
"70-79 years","Berrien","77","9","14"
"80 & Older years","Berrien","47","9","12"
"<1 years","Berrien","2","0","0"
"Unknown years","Berrien","1","0","0"
"01-04 years","Bibb","132","0","4"
"05-09 years","Bibb","176","0","0"
"10-17 years","Bibb","596","0","7"
"18-29 years","Bibb","2752","1","75"
"30-39 years","Bibb","1953","6","101"
"40-49 years","Bibb","1962","11","182"
"50-59 years","Bibb","1834","19","245"
"60-69 years","Bibb","1469","73","379"
"70-79 years","Bibb","902","100","318"
"80 & Older years","Bibb","563","123","267"
"<1 years","Bibb","42","0","4"
"Unknown years","Bibb","21","0","0"
"01-04 years","Bleckley","3","0","0"
"05-09 years","Bleckley","14","0","0"
"10-17 years","Bleckley","69","0","0"
"18-29 years","Bleckley","185","0","3"
"30-39 years","Bleckley","87","0","2"
"40-49 years","Bleckley","102","1","2"
"50-59 years","Bleckley","101","2","4"
"60-69 years","Bleckley","81","7","10"
"70-79 years","Bleckley","63","4","12"
"80 & Older years","Bleckley","62","18","12"
"<1 years","Bleckley","3","0","0"
"Unknown years","Bleckley","1","0","0"
"01-04 years","Brantley","12","0","0"
"05-09 years","Brantley","12","0","0"
"10-17 years","Brantley","80","0","1"
"18-29 years","Brantley","146","0","1"
"30-39 years","Brantley","107","0","3"
"40-49 years","Brantley","119","1","5"
"50-59 years","Brantley","139","2","13"
"60-69 years","Brantley","104","4","13"
"70-79 years","Brantley","85","11","20"
"80 & Older years","Brantley","47","7","10"
"<1 years","Brantley","1","0","0"
"Unknown years","Brantley","1","0","0"
"01-04 years","Brooks","14","0","1"
"05-09 years","Brooks","21","0","0"
"10-17 years","Brooks","82","0","0"
"18-29 years","Brooks","165","0","1"
"30-39 years","Brooks","119","0","2"
"40-49 years","Brooks","112","1","11"
"50-59 years","Brooks","138","2","19"
"60-69 years","Brooks","97","6","16"
"70-79 years","Brooks","81","10","20"
"80 & Older years","Brooks","55","18","15"
"<1 years","Brooks","3","0","0"
"01-04 years","Bryan","41","0","0"
"05-09 years","Bryan","68","0","0"
"10-17 years","Bryan","226","0","2"
"18-29 years","Bryan","474","0","10"
"30-39 years","Bryan","375","1","9"
"40-49 years","Bryan","419","0","14"
"50-59 years","Bryan","319","4","29"
"60-69 years","Bryan","224","8","27"
"70-79 years","Bryan","152","7","47"
"80 & Older years","Bryan","64","6","24"
"<1 years","Bryan","12","0","0"
"Unknown years","Bryan","5","0","0"
"01-04 years","Bulloch","56","0","0"
"05-09 years","Bulloch","98","0","0"
"10-17 years","Bulloch","344","0","2"
"18-29 years","Bulloch","2152","0","8"
"30-39 years","Bulloch","598","4","21"
"40-49 years","Bulloch","520","2","25"
"50-59 years","Bulloch","489","5","28"
"60-69 years","Bulloch","370","13","39"
"70-79 years","Bulloch","186","12","33"
"80 & Older years","Bulloch","102","11","32"
"<1 years","Bulloch","23","0","2"
"Unknown years","Bulloch","6","0","0"
"01-04 years","Burke","21","0","0"
"05-09 years","Burke","42","0","0"
"10-17 years","Burke","122","0","1"
"18-29 years","Burke","324","1","7"
"30-39 years","Burke","245","1","7"
"40-49 years","Burke","275","2","14"
"50-59 years","Burke","251","2","31"
"60-69 years","Burke","192","5","34"
"70-79 years","Burke","115","11","29"
"80 & Older years","Burke","37","9","14"
"<1 years","Burke","6","0","0"
"Unknown years","Burke","2","0","0"
"01-04 years","Butts","22","0","3"
"05-09 years","Butts","23","0","0"
"10-17 years","Butts","103","0","1"
"18-29 years","Butts","344","0","6"
"30-39 years","Butts","303","0","7"
"40-49 years","Butts","300","3","13"
"50-59 years","Butts","322","5","21"
"60-69 years","Butts","238","15","29"
"70-79 years","Butts","167","18","21"
"80 & Older years","Butts","103","26","6"
"<1 years","Butts","5","0","1"
"Unknown years","Butts","1","0","0"
"01-04 years","Calhoun","6","0","0"
"05-09 years","Calhoun","1","0","0"
"10-17 years","Calhoun","36","0","0"
"18-29 years","Calhoun","68","0","6"
"30-39 years","Calhoun","58","2","6"
"40-49 years","Calhoun","80","2","9"
"50-59 years","Calhoun","79","2","15"
"60-69 years","Calhoun","72","2","19"
"70-79 years","Calhoun","23","4","8"
"80 & Older years","Calhoun","15","2","8"
"<1 years","Calhoun","3","0","0"
"Unknown years","Calhoun","1","0","0"
"01-04 years","Camden","41","0","0"
