"","ADM0_EN","ADM1_EN","DATE","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount"
"363","China","Inner Mongolia Autonomous Region","2020-01-16",0,0,0,0,0
"364","China","Inner Mongolia Autonomous Region","2020-01-17",0,0,0,0,0
"365","China","Inner Mongolia Autonomous Region","2020-01-18",0,0,0,0,0
"366","China","Inner Mongolia Autonomous Region","2020-01-19",0,0,0,0,0
"367","China","Inner Mongolia Autonomous Region","2020-01-20",0,0,0,0,0
"368","China","Inner Mongolia Autonomous Region","2020-01-21",0,0,0,0,0
"369","China","Inner Mongolia Autonomous Region","2020-01-22",0,0,0,0,0
"370","China","Jiangsu Province","2019-12-31",0,0,0,0,0
"371","China","Jiangsu Province","2020-01-01",0,0,0,0,0
"372","China","Jiangsu Province","2020-01-02",0,0,0,0,0
"373","China","Jiangsu Province","2020-01-03",0,0,0,0,0
"374","China","Jiangsu Province","2020-01-04",0,0,0,0,0
"375","China","Jiangsu Province","2020-01-05",0,0,0,0,0
"376","China","Jiangsu Province","2020-01-06",0,0,0,0,0
"377","China","Jiangsu Province","2020-01-07",0,0,0,0,0
"378","China","Jiangsu Province","2020-01-08",0,0,0,0,0
"379","China","Jiangsu Province","2020-01-09",0,0,0,0,0
"380","China","Jiangsu Province","2020-01-10",0,0,0,0,0
"381","China","Jiangsu Province","2020-01-11",0,0,0,0,0
"382","China","Jiangsu Province","2020-01-12",0,0,0,0,0
"383","China","Jiangsu Province","2020-01-13",0,0,0,0,0
"384","China","Jiangsu Province","2020-01-14",0,0,0,0,0
"385","China","Jiangsu Province","2020-01-15",0,0,0,0,0
"386","China","Jiangsu Province","2020-01-16",0,0,0,0,0
"387","China","Jiangsu Province","2020-01-17",0,0,0,0,0
"388","China","Jiangsu Province","2020-01-18",0,0,0,0,0
"389","China","Jiangsu Province","2020-01-19",0,0,0,0,0
"390","China","Jiangsu Province","2020-01-20",0,0,0,0,0
"391","China","Jiangsu Province","2020-01-21",0,0,0,0,0
"392","China","Jiangsu Province","2020-01-22",1,0,0,0,0
"393","China","Jiangxi Province","2019-12-31",0,0,0,0,0
"394","China","Jiangxi Province","2020-01-01",0,0,0,0,0
"395","China","Jiangxi Province","2020-01-02",0,0,0,0,0
"396","China","Jiangxi Province","2020-01-03",0,0,0,0,0
"397","China","Jiangxi Province","2020-01-04",0,0,0,0,0
"398","China","Jiangxi Province","2020-01-05",0,0,0,0,0
"399","China","Jiangxi Province","2020-01-06",0,0,0,0,0
"400","China","Jiangxi Province","2020-01-07",0,0,0,0,0
"401","China","Jiangxi Province","2020-01-08",0,0,0,0,0
"402","China","Jiangxi Province","2020-01-09",0,0,0,0,0
"403","China","Jiangxi Province","2020-01-10",0,0,0,0,0
"404","China","Jiangxi Province","2020-01-11",0,0,0,0,0
"405","China","Jiangxi Province","2020-01-12",0,0,0,0,0
"406","China","Jiangxi Province","2020-01-13",0,0,0,0,0
