OBJECTID,Admin_type,ADM3_EN,ADM3_ZH,ADM3_ZH_short,Adm2_CAP,ADM2_EN,ADM2_ZH,ADM2_ZH_short,ADM2_PCODE,ADM1_EN,ADM1_ZH,ADM1_ZH_short,ADM1_PCODE,ADM0_EN,ADM0_ZH,ADM0_PCODE,source,notes
,County,Gong,巩义,,Zhongyuan District,Zhengzhou,郑州市,郑州,CN411600,Henan Province,河南省,,CN411,China,中国,CN,manual_addition,
210,Prefecture-level city,,,,Zhongyuan District,Zhengzhou,郑州市,郑州,CN411600,Henan Province,河南省,,CN411,China,中国,CN,shapefile,
223,Prefecture-level city,,,,Chuanhui District,Zhoukou,周口市,周口,CN411700,Henan Province,河南省,,CN411,China,中国,CN,shapefile,
198,Prefecture-level city,,,,Yicheng District,Zhumadian,驻马店市,驻马店,CN411800,Henan Province,河南省,,CN411,China,中国,CN,shapefile,
19,Special Administrative Region,,,,NA,Hong Kong Special Administrative Region,香港,香港,CN810100,Hong Kong Special Administrative Region,香港特别行政区,香港,CN810,China,中国,CN,shapefile,
140,Autonomous prefecture,,,,Enshi City,Enshi Tujia and Miao Autonomous Prefecture,恩施土家族苗族自治州,恩施州,CN420100,Hubei Province,湖北省,,CN420,China,中国,CN,shapefile,
10,Prefecture-level city,,,,Echeng District,Ezhou,鄂州市,鄂州,CN420200,Hubei Province,湖北省,,CN420,China,中国,CN,shapefile,
194,Prefecture-level city,,,,Huangzhou District,Huanggang,黄冈市,黄冈,CN420300,Hubei Province,湖北省,,CN420,China,中国,CN,shapefile,
192,Prefecture-level city,,,,Xialu District,Huangshi,黄石市,黄石,CN420400,Hubei Province,湖北省,,CN420,China,中国,CN,shapefile,
150,Prefecture-level city,,,,Dongbao District,Jingmen,荆门市,荆门,CN420500,Hubei Province,湖北省,,CN420,China,中国,CN,shapefile,
149,Prefecture-level city,,,,Shashi District,Jingzhou,荆州市,荆州,CN420600,Hubei Province,湖北省,,CN420,China,中国,CN,shapefile,
11,Sub-prefecture-level city,,,,Yunlin Subdistrict,Qianjiang,潜江市[1],潜江,CN420700,Hubei Province,湖北省,,CN420,China,中国,CN,shapefile,
8,Forestry district,,,,Songbai Town,Shennongjia Forestry District,神农架林区[3],神农,CN420800,Hubei Province,湖北省,,CN420,China,中国,CN,shapefile,
,Forestry district,,,,,Shennongjia Forestry District,神农架林区,,CN420800,Hubei Province,湖北省,,CN420,China,中国,CN,manual_addition,
137,Prefecture-level city,,,,Maojian District,Shiyan,十堰市,十堰,CN420900,Hubei Province,湖北省,,CN420,China,中国,CN,shapefile,
196,Prefecture-level city,,,,Zengdu District,Suizhou,随州市,随州,CN421000,Hubei Province,湖北省,,CN421,China,中国,CN,shapefile,
9,Sub-prefecture-level city,,,,Jingling Subdistrict,Tianmen,天门市[1],天门,CN421100,Hubei Province,湖北省,,CN421,China,中国,CN,shapefile,
195,Prefecture-level city,,,,Jiang'an District,Wuhan,武汉市,武汉,CN421200,Hubei Province,湖北省,,CN421,China,中国,CN,shapefile,
138,Prefecture-level city,,,,Xiangcheng District,Xiangyang,襄阳市,咸阳,CN421300,Hubei Province,湖北省,,CN421,China,中国,CN,shapefile,
,,,,,,Xiangyang,襄阳市,襄阳,CN421300,Hubei Province,湖北省,,CN421,China,中国,CN,manual_addition,
193,Prefecture-level city,,,,Xian'an District,Xianning,咸宁市,咸宁,CN421400,Hubei Province,湖北省,,CN421,China,中国,CN,shapefile,
12,Sub-prefecture-level city,,,,Shazui Subdistrict,Xiantao,仙桃市[1],仙桃,CN421500,Hubei Province,湖北省,,CN421,China,中国,CN,shapefile,
284,Prefecture-level city,,,,Xiaonan District,Xiaogan,孝感市,孝感,CN421600,Hubei Province,湖北省,,CN421,China,中国,CN,shapefile,
139,Prefecture-level city,,,,Xiling District,Yichang,宜昌市,宜昌,CN421700,Hubei Province,湖北省,,CN421,China,中国,CN,shapefile,
,Institution,,,,,Prison System,监狱系统,,,Hubei Province,湖北省,,CN421,China,中国,CN,manual_addition,
148,Prefecture-level city,,,,Wuling District,Changde,常德市,常德,CN430100,Hunan Province,湖南省,,CN430,China,中国,CN,shapefile,
152,Prefecture-level city,,,,Yuelu District,Changsha,长沙市,长沙,CN430200,Hunan Province,湖南省,,CN430,China,中国,CN,shapefile,
181,Prefecture-level city,,,,Beihu District,Chenzhou,郴州市,郴州,CN430300,Hunan Province,湖南省,,CN430,China,中国,CN,shapefile,
155,Prefecture-level city,,,,Zhengxiang District,Hengyang,衡阳市,衡阳,CN430400,Hunan Province,湖南省,,CN430,China,中国,CN,shapefile,
145,Prefecture-level city,,,,Hecheng District,Huaihua,怀化市,怀化,CN430500,Hunan Province,湖南省,,CN430,China,中国,CN,shapefile,
147,Prefecture-level city,,,,Louxing District,Loudi,娄底市,娄底,CN430600,Hunan Province,湖南省,,CN430,China,中国,CN,shapefile,
156,Prefecture-level city,,,,Daxiang District,Shaoyang,邵阳市,邵阳,CN430700,Hunan Province,湖南省,,CN430,China,中国,CN,shapefile,
153,Prefecture-level city,,,,Yuetang District,Xiangtan,湘潭市,湘潭,CN430800,Hunan Province,湖南省,,CN430,China,中国,CN,shapefile,
142,Autonomous prefecture,,,,Jishou City,Xiangxi Tujia and Miao Autonomous Prefecture,湘西土家族苗族自治州,湘西自治州,CN430900,Hunan Province,湖南省,,CN430,China,中国,CN,shapefile,
146,Prefecture-level city,,,,Heshan District,Yiyang,益阳市,益阳,CN431000,Hunan Province,湖南省,,CN431,China,中国,CN,shapefile,
157,Prefecture-level city,,,,Lengshuitan District,Yongzhou,永州市,永州,CN431100,Hunan Province,湖南省,,CN431,China,中国,CN,shapefile,
151,Prefecture-level city,,,,Yueyanglou District,Yueyang,岳阳市,岳阳,CN431200,Hunan Province,湖南省,,CN431,China,中国,CN,shapefile,
141,Prefecture-level city,,,,Yongding District,Zhangjiajie,张家界市,张家界,CN431300,Hunan Province,湖南省,,CN431,China,中国,CN,shapefile,
154,Prefecture-level city,,,,Tianyuan District,Zhuzhou,株州市,株洲,CN431400,Hunan Province,湖南省,,CN431,China,中国,CN,shapefile,
107,League,,,,"Bayanhot Elute Subdistrict, Alxa Left B",Alxa League,阿拉善盟,,CN150100,Inner Mongolia Autonomous Region,内蒙古自治区,,CN150,China,中国,CN,shapefile,
116,Prefecture-level city,,,,Hondlon District,Baotou,包头市,包头,CN150200,Inner Mongolia Autonomous Region,内蒙古自治区,,CN150,China,中国,CN,shapefile,
115,Prefecture-level city,,,,Linhe District,Bayannur,巴彦淖尔市,巴彦淖尔,CN150300,Inner Mongolia Autonomous Region,内蒙古自治区,,CN150,China,中国,CN,shapefile,
250,Prefecture-level city,,,,Hongshan District,Chifeng,赤峰市,赤峰,CN150400,Inner Mongolia Autonomous Region,内蒙古自治区,,CN150,China,中国,CN,shapefile,
262,League,,,,Ulanhot City,Hinggan League,兴安盟,,CN150500,Inner Mongolia Autonomous Region,内蒙古自治区,,CN150,China,中国,CN,shapefile,
117,Prefecture-level city,,,,Xincheng District,Hohhot,呼和浩特市,呼和浩特,CN150600,Inner Mongolia Autonomous Region,内蒙古自治区,,CN150,China,中国,CN,shapefile,
,County city,Manzhouli,满洲里,,,Hulunbuir,呼伦贝尔市,呼伦贝尔,CN150700,Inner Mongolia Autonomous Region,内蒙古自治区,,CN150,China,中国,CN,manual_addition,
283,Prefecture-level city,,,,Hailar District,Hulunbuir,呼伦贝尔市,呼伦贝尔,CN150700,Inner Mongolia Autonomous Region,内蒙古自治区,,CN150,China,中国,CN,shapefile,
114,Prefecture-level city,,,,Dongsheng District,Ordos,鄂尔多斯市,鄂尔多斯,CN150800,Inner Mongolia Autonomous Region,内蒙古自治区,,CN150,China,中国,CN,shapefile,
261,Prefecture-level city,,,,Horqin District,Tongliao,通辽市,通辽,CN150900,Inner Mongolia Autonomous Region,内蒙古自治区,,CN150,China,中国,CN,shapefile,
118,Prefecture-level city,,,,Jining District,Ulanqab,乌兰察布市,乌兰察布,CN151000,Inner Mongolia Autonomous Region,内蒙古自治区,,CN151,China,中国,CN,shapefile,
113,Prefecture-level city,,,,Haibowan District,Wuhai,乌海市,乌海,CN151100,Inner Mongolia Autonomous Region,内蒙古自治区,,CN151,China,中国,CN,shapefile,
4,League,,,,Xilinhot City,Xilingol League,锡林郭勒盟,锡林郭勒,CN151200,Inner Mongolia Autonomous Region,内蒙古自治区,,CN151,China,中国,CN,shapefile,
302,Prefecture-level city,,,,Xinbei District,Changzhou,常州市,常州,CN320100,Jiangsu Province,江苏省,,CN320,China,中国,CN,shapefile,
311,Prefecture-level city,,,,Qinghe District,Huai'an,淮安市,淮安,CN320200,Jiangsu Province,江苏省,,CN320,China,中国,CN,shapefile,
316,Prefecture-level city,,,,Xinpu District,Lianyungang,连云港市,连云港,CN320300,Jiangsu Province,江苏省,,CN320,China,中国,CN,shapefile,
303,Prefecture-level city,,,,Xuanwu District,Nanjing,南京市,南京,CN320400,Jiangsu Province,江苏省,,CN320,China,中国,CN,shapefile,
309,Prefecture-level city,,,,Chongchuan District,Nantong,南通市,南通,CN320500,Jiangsu Province,江苏省,,CN320,China,中国,CN,shapefile,
312,Prefecture-level city,,,,Sucheng District,Suqian,宿迁市,宿迁,CN320600,Jiangsu Province,江苏省,,CN320,China,中国,CN,shapefile,
300,Prefecture-level city,,,,Gusu District,Suzhou,苏州市,苏州,CN320700,Jiangsu Province,江苏省,,CN320,China,中国,CN,shapefile,
308,Prefecture-level city,,,,Hailing District,Taizhou,泰州市,泰州,CN320800,Jiangsu Province,江苏省,,CN320,China,中国,CN,shapefile,
301,Prefecture-level city,,,,Binhu District,Wuxi,无锡市,无锡,CN320900,Jiangsu Province,江苏省,,CN320,China,中国,CN,shapefile,
313,Prefecture-level city,,,,Yunlong District,Xuzhou,徐州市,徐州,CN321000,Jiangsu Province,江苏省,,CN321,China,中国,CN,shapefile,
310,Prefecture-level city,,,,Tinghu District,Yancheng,盐城市,盐城,CN321100,Jiangsu Province,江苏省,,CN321,China,中国,CN,shapefile,
333,Prefecture-level city,,,,Guangling District,Yangzhou,扬州市,扬州,CN321200,Jiangsu Province,江苏省,,CN321,China,中国,CN,shapefile,
304,Prefecture-level city,,,,Runzhou District,Zhenjiang,镇江市,镇江,CN321300,Jiangsu Province,江苏省,,CN321,China,中国,CN,shapefile,
177,Prefecture-level city,,,,Linchuan District,Fuzhou,抚州市,抚州,CN360100,Jiangxi Province,江西省,,CN360,China,中国,CN,shapefile,
180,Prefecture-level city,,,,Zhanggong District,Ganzhou,赣州市,赣州,CN360200,Jiangxi Province,江西省,,CN360,China,中国,CN,shapefile,
179,Prefecture-level city,,,,Jizhou District,Ji'an,吉安市,吉安,CN360300,Jiangxi Province,江西省,,CN360,China,中国,CN,shapefile,
187,Prefecture-level city,,,,Changjiang District,Jingdezhen,景德镇市,景德镇,CN360400,Jiangxi Province,江西省,,CN360,China,中国,CN,shapefile,
185,Prefecture-level city,,,,Xunyang District,Jiujiang,九江市,九江,CN360500,Jiangxi Province,江西省,,CN360,China,中国,CN,shapefile,
,New Area,Ganjiang New Area,赣江新区,,,Nanchang,鹰潭市,鹰潭,CN361100,Jiangxi Province,江西省,,CN361,China,中国,CN,manual_addition,"In Nanchang, Jiujang, and parts of others"
184,Prefecture-level city,,,,Donghu District,Nanchang,南昌市,南昌,CN360600,Jiangxi Province,江西省,,CN360,China,中国,CN,shapefile,
13,Prefecture-level city,,,,Anyuan District,Pingxiang,萍乡市,萍乡,CN360700,Jiangxi Province,江西省,,CN360,China,中国,CN,shapefile,
186,Prefecture-level city,,,,Xinzhou District,Shangrao,上饶市,上饶,CN360800,Jiangxi Province,江西省,,CN360,China,中国,CN,shapefile,
182,Prefecture-level city,,,,Yushui District,Xinyu,新余市,新余,CN360900,Jiangxi Province,江西省,,CN360,China,中国,CN,shapefile,
183,Prefecture-level city,,,,Yuanzhou District,Yichun,宜春市,宜春,CN361000,Jiangxi Province,江西省,,CN361,China,中国,CN,shapefile,
178,Prefecture-level city,,,,Yuehu District,Yingtan,鹰潭市,鹰潭,CN361100,Jiangxi Province,江西省,,CN361,China,中国,CN,shapefile,
263,Prefecture-level city,,,,Taobei District,Baicheng,白城市,白城,CN220100,Jilin Province,吉林省,,CN220,China,中国,CN,shapefile,
275,Prefecture-level city,,,,Hunjiang District,Baishan,白山市,白山,CN220200,Jilin Province,吉林省,,CN220,China,中国,CN,shapefile,
274,Prefecture-level city,,,,Chaoyang District,Changchun,长春市,长春,CN220300,Jilin Province,吉林省,,CN220,China,中国,CN,shapefile,
273,Prefecture-level city,,,,Chuanying District,Jilin,吉林市,吉林,CN220400,Jilin Province,吉林省,,CN220,China,中国,CN,shapefile,
272,Prefecture-level city,,,,Longshan District,Liaoyuan,辽源市,辽源,CN220500,Jilin Province,吉林省,,CN220,China,中国,CN,shapefile,
,City,Gongzhuling,公主岭,,,Siping,四平市,四平,CN220600,Jilin Province,吉林省,,CN220,China,中国,CN,manual_addition,
270,Prefecture-level city,,,,Tiexi District,Siping,四平市,四平,CN220600,Jilin Province,吉林省,,CN220,China,中国,CN,shapefile,
269,Prefecture-level city,,,,Ningjiang District,Songyuan,松原市,松原,CN220700,Jilin Province,吉林省,,CN220,China,中国,CN,shapefile,
,County city,Meihekou,梅河口市,梅河口,,Tonghua,通化市,通化,CN220800,Jilin Province,吉林省,,CN220,China,中国,CN,manual_addition,
271,Prefecture-level city,,,,Dongchang District,Tonghua,通化市,通化,CN220800,Jilin Province,吉林省,,CN220,China,中国,CN,shapefile,
334,Autonomous prefecture,,,,Yanji City,Yanbian Korean Autonomous Prefecture,延边朝鲜族自治州,延边,CN220900,Jilin Province,吉林省,,CN220,China,中国,CN,shapefile,
257,Prefecture-level city,,,,Tiedong District,Anshan,鞍山市,鞍山,CN210100,Liaoning Province,辽宁省,,CN210,China,中国,CN,shapefile,
5,Prefecture-level city,,,,Pingshan District,Benxi,本溪市,本溪,CN210200,Liaoning Province,辽宁省,,CN210,China,中国,CN,shapefile,
249,Prefecture-level city,,,,Shuangta District,Chaoyang,朝阳市,朝阳,CN210300,Liaoning Province,辽宁省,,CN210,China,中国,CN,shapefile,
336,Prefecture-level city,,,,Xigang District,Dalian,大连市,大连,CN210400,Liaoning Province,辽宁省,,CN210,China,中国,CN,shapefile,
253,Prefecture-level city,,,,Zhenxing District,Dandong,丹东市,丹东,CN210500,Liaoning Province,辽宁省,,CN210,China,中国,CN,shapefile,
260,Prefecture-level city,,,,Shuncheng District,Fushun,抚顺市,抚顺,CN210600,Liaoning Province,辽宁省,,CN210,China,中国,CN,shapefile,
256,Prefecture-level city,,,,Xihe District,Fuxin,阜新市,阜新,CN210700,Liaoning Province,辽宁省,,CN210,China,中国,CN,shapefile,
248,Prefecture-level city,,,,Longgang District,Huludao,葫芦岛市,葫芦岛,CN210800,Liaoning Province,辽宁省,,CN210,China,中国,CN,shapefile,
251,Prefecture-level city,,,,Taihe District,Jinzhou,锦州市,荆州,CN210900,Liaoning Province,辽宁省,,CN210,China,中国,CN,shapefile,
,Prefecture-level city,,,,,Jinzhou,锦州市,锦州,CN210900,Liaoning Province,辽宁省,,CN210,China,中国,CN,manual_addition,
254,Prefecture-level city,,,,Baita District,Liaoyang,辽阳市,辽阳,CN211000,Liaoning Province,辽宁省,,CN211,China,中国,CN,shapefile,
255,Prefecture-level city,,,,Xinglongtai District,Panjin,盘锦市,盘锦,CN211100,Liaoning Province,辽宁省,,CN211,China,中国,CN,shapefile,
258,Prefecture-level city,,,,Shenhe District,Shenyang,沈阳市,沈阳,CN211200,Liaoning Province,辽宁省,,CN211,China,中国,CN,shapefile,
259,Prefecture-level city,,,,Yinzhou District,Tieling,铁岭市,铁岭,CN211300,Liaoning Province,辽宁省,,CN211,China,中国,CN,shapefile,
252,Prefecture-level city,,,,Zhanqian District,Yingkou,营口市,营口,CN211400,Liaoning Province,辽宁省,,CN211,China,中国,CN,shapefile,
337,Special Administrative Region,,,,NA,Macao Special Administrative Region,澳门,澳门,CN820100,Macao Special Administrative Region,澳门特别行政区,澳门,CN820,China,中国,CN,shapefile,
125,Prefecture-level city,,,,Yuanzhou District,Guyuan,固原市,固原,CN640100,Ningxia Hui Autonomous Region,宁夏回族自治区,,CN640,China,中国,CN,shapefile,
112,Prefecture-level city,,,,Dawukou District,Shizuishan,石嘴山市,石嘴,CN640200,Ningxia Hui Autonomous Region,宁夏回族自治区,,CN640,China,中国,CN,shapefile,
,Prefecture-level city,,,,Dawukou District,Shizuishan,石嘴山市,石嘴山,CN640200,Ningxia Hui Autonomous Region,宁夏回族自治区,,CN640,China,中国,CN,manual_addition,
338,Prefecture-level city,,,,Litong District,Wuzhong,吴忠市,吴忠,CN640300,Ningxia Hui Autonomous Region,宁夏回族自治区,,CN640,China,中国,CN,shapefile,
364,Chemical Base,Ningdong Energy and Chemical Industry Base,银川市,宁东管委会,,Yinchuan,银川市,银川,CN640400,Ningxia Hui Autonomous Region,宁夏回族自治区,,CN640,China,中国,CN,manual_addition,
111,Prefecture-level city,,,,Jinfeng District,Yinchuan,银川市,银川,CN640400,Ningxia Hui Autonomous Region,宁夏回族自治区,,CN640,China,中国,CN,shapefile,
,,Ningdong,宁东,,,Yinchuan,银川市,银川,CN640400,Ningxia Hui Autonomous Region,宁夏回族自治区,,CN640,China,中国,CN,manual_addition,
110,Prefecture-level city,,,,Shapotou District,Zhongwei,中卫市,中卫,CN640500,Ningxia Hui Autonomous Region,宁夏回族自治区,,CN640,China,中国,CN,shapefile,
86,Autonomous prefecture,,,,"Dawu Town, Maqên County",Golog Tibetan Autonomous Prefecture,果洛藏族自治州,果洛,CN630100,Qinghai Province,青海省,,CN630,China,中国,CN,shapefile,
96,Autonomous prefecture,,,,"Sanjiaocheng Town, Haiyan County",Haibei Tibetan Autonomous Prefecture,海北藏族自治州,海北州,CN630200,Qinghai Province,青海省,,CN630,China,中国,CN,shapefile,
95,Prefecture-level city,,,,Ledu District,Haidong,海东市,海东,CN630300,Qinghai Province,青海省,,CN630,China,中国,CN,shapefile,
87,Autonomous prefecture,,,,"Qabqa Town, Gonghe County",Hainan Tibetan Autonomous Prefecture,海南藏族自治州,佳木斯,CN630400,Qinghai Province,青海省,,CN630,China,中国,CN,shapefile,
99,Autonomous prefecture,,,,Delingha,Haixi Mongolian Autonomous Prefecture,海西蒙古族自治州,海西,CN630500,Qinghai Province,青海省,,CN630,China,中国,CN,shapefile,
88,Autonomous prefecture,,,,"Rongwo Town, Tongren County",Huangnan Tibetan Autonomous Prefecture,黄南藏族自治州,黄南,CN630600,Qinghai Province,青海省,,CN630,China,中国,CN,shapefile,
94,Prefecture-level city,,,,Chengzhong District,Xining,西宁市,西宁,CN630700,Qinghai Province,青海省,,CN630,China,中国,CN,shapefile,
28,Autonomous prefecture,,,,Yushu City,Yushu Tibetan Autonomous Prefecture,玉树藏族自治州,,CN630800,Qinghai Province,青海省,,CN630,China,中国,CN,shapefile,
136,Prefecture-level city,,,,Hanbin District,Ankang,安康市,安康,CN610100,Shaanxi Province,陕西省,,CN610,China,中国,CN,shapefile,
127,Prefecture-level city,,,,Jintai District,Baoji,宝鸡市,宝鸡,CN610200,Shaanxi Province,陕西省,,CN610,China,中国,CN,shapefile,
128,Prefecture-level city,,,,Hantai District,Hanzhong,汉中市,汉中,CN610300,Shaanxi Province,陕西省,,CN610,China,中国,CN,shapefile,
199,Prefecture-level city,,,,Shangzhou District,Shangluo,商洛市,商洛,CN610400,Shaanxi Province,陕西省,,CN610,China,中国,CN,shapefile,
202,Prefecture-level city,,,,Yaozhou District,Tongchuan,铜川市,铜川,CN610500,Shaanxi Province,陕西省,,CN610,China,中国,CN,shapefile,
,County city,Hancheng,韩城市,韩城,,Weinan,渭南市,渭南,CN610600,Shaanxi Province,陕西省,,CN610,China,中国,CN,manual_addition,
201,Prefecture-level city,,,,Linwei District,Weinan,渭南市,渭南,CN610600,Shaanxi Province,陕西省,,CN610,China,中国,CN,shapefile,
200,Prefecture-level city,,,,Weiyang District,Xi'an,西安市,西安,CN610700,Shaanxi Province,陕西省,,CN610,China,中国,CN,shapefile,
,District,Yangling,杨凌,,,Xianyang,咸阳市,咸阳,CN610800,Shaanxi Province,陕西省,,CN610,China,中国,CN,manual_addition,
203,Prefecture-level city,,,,Qindu District,Xianyang,咸阳市,咸阳,CN610800,Shaanxi Province,陕西省,,CN610,China,中国,CN,shapefile,
123,Prefecture-level city,,,,Baota District,Yan'an,延安市,延安,CN610900,Shaanxi Province,陕西省,,CN610,China,中国,CN,shapefile,
122,Prefecture-level city,,,,Yuyang District,Yulin,榆林市,榆林,CN611000,Shaanxi Province,陕西省,,CN611,China,中国,CN,shapefile,
327,Prefecture-level city,,,,Bincheng District,Binzhou,滨州市,滨州,CN370100,Shandong Province,山东省,,CN370,China,中国,CN,shapefile,
239,Prefecture-level city,,,,Decheng District,Dezhou,德州市,德州,CN370200,Shandong Province,山东省,,CN370,China,中国,CN,shapefile,
326,Prefecture-level city,,,,Dongying District,Dongying,东营市,东营,CN370300,Shandong Province,山东省,,CN370,China,中国,CN,shapefile,
231,Prefecture-level city,,,,Mudan District,Heze,菏泽市,菏泽,CN370400,Shandong Province,山东省,,CN370,China,中国,CN,shapefile,
325,Prefecture-level city,,,,Lixia District,Jinan,济南市,济南,CN370500,Shandong Province,山东省,,CN370,China,中国,CN,shapefile,
314,Prefecture-level city,,,,Shizhong District,Jining,济宁市,济宁,CN370600,Shandong Province,山东省,,CN370,China,中国,CN,shapefile,
7,Prefecture-level city,,,,Laicheng District,Laiwu,莱芜市,莱芜,CN370700,Shandong Province,山东省,,CN370,China,中国,CN,shapefile,
233,Prefecture-level city,,,,Dongchangfu District,Liaocheng,聊城市,聊城,CN370800,Shandong Province,山东省,,CN370,China,中国,CN,shapefile,
317,Prefecture-level city,,,,Lanshan District,Linyi,临沂市,临沂,CN370900,Shandong Province,山东省,,CN370,China,中国,CN,shapefile,
319,Prefecture-level city,,,,Shinan District,Qingdao,青岛市,青岛,CN371000,Shandong Province,山东省,,CN371,China,中国,CN,shapefile,
318,Prefecture-level city,,,,Donggang District,Rizhao,日照市,日照,CN371100,Shandong Province,山东省,,CN371,China,中国,CN,shapefile,
324,Prefecture-level city,,,,Taishan District,Tai'an,泰安市,泰安,CN371200,Shandong Province,山东省,,CN371,China,中国,CN,shapefile,
322,Prefecture-level city,,,,Kuiwen District,Weifang,潍坊市,潍坊,CN371300,Shandong Province,山东省,,CN371,China,中国,CN,shapefile,
320,Prefecture-level city,,,,Huancui District,Weihai,威海市,威海,CN371400,Shandong Province,山东省,,CN371,China,中国,CN,shapefile,
321,Prefecture-level city,,,,Laishan District,Yantai,烟台市,烟台,CN371500,Shandong Province,山东省,,CN371,China,中国,CN,shapefile,
315,Prefecture-level city,,,,Shizhong District,Zaozhuang,枣庄市,枣庄,CN371600,Shandong Province,山东省,,CN371,China,中国,CN,shapefile,
323,Prefecture-level city,,,,Zhangdian District,Zibo,淄博市,淄博,CN371700,Shandong Province,山东省,,CN371,China,中国,CN,shapefile,
,County,Chongming,崇明县,崇明区,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Baoshan,宝山区,宝山,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Changning,长宁区,长宁,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Fengxian,奉贤区,,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Hongkou,虹口区,虹口,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Huangpu,黄浦区,黄浦,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Jiading,嘉定区,嘉定,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Jing'an,静安区,静安,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Jinshan,金山区,金山,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Minhang,闵行区,闵行,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Pudong,浦东新区,浦东,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Qingpu,青浦区,青浦,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Songjiang,松江区,松江,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Xuhui,徐汇区,徐汇,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Yangpu,杨浦区,杨浦,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
,District,Putuo,普陀区,,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
365,Imported,Foriegners,上海|上海,外地来沪人员,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
299,Municipality,,,,NA,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,shapefile,
,Unknown area,Area to be identified,未知地区,,,Shanghai Municipality,上海市,上海市,CN310100,Shanghai Municipality,上海市,,CN310,China,中国,CN,manual_addition,
213,Prefecture-level city,,,,Cheng District,Changzhi,长治市,长治,CN140100,Shanxi Province,山西省,,CN140,China,中国,CN,shapefile,
119,Prefecture-level city,,,,Cheng District,Datong,大同市,大同,CN140200,Shanxi Province,山西省,,CN140,China,中国,CN,shapefile,
212,Prefecture-level city,,,,Cheng District,Jincheng,晋城市,晋城,CN140300,Shanxi Province,山西省,,CN140,China,中国,CN,shapefile,
217,Prefecture-level city,,,,Yuci District,Jinzhong,晋中市,晋中,CN140400,Shanxi Province,山西省,,CN140,China,中国,CN,shapefile,
214,Prefecture-level city,,,,Yaodu District,Linfen,临汾市,临汾,CN140600,Shanxi Province,山西省,,CN140,China,中国,CN,shapefile,
216,Prefecture-level city,,,,Lishi District,Lüliang,吕梁市,吕梁,CN140500,Shanxi Province,山西省,,CN140,China,中国,CN,shapefile,
120,Prefecture-level city,,,,Shuocheng District,Shuozhou,朔州市,朔州,CN140700,Shanxi Province,山西省,,CN140,China,中国,CN,shapefile,
215,Prefecture-level city,,,,Xinghualing District,Taiyuan,太原市,太原,CN140800,Shanxi Province,山西省,,CN140,China,中国,CN,shapefile,
121,Prefecture-level city,,,,Xinfu District,Xinzhou,忻州市,忻州,CN140900,Shanxi Province,山西省,,CN140,China,中国,CN,shapefile,
236,Prefecture-level city,,,,Cheng District,Yangquan,阳泉市,阳泉,CN141000,Shanxi Province,山西省,,CN141,China,中国,CN,shapefile,
205,Prefecture-level city,,,,Yanhu District,Yuncheng,运城市,运城,CN141100,Shanxi Province,山西省,,CN141,China,中国,CN,shapefile,
130,Prefecture-level city,,,,Bazhou District,Bazhong,巴中市,巴中,CN510100,Sichuan Province,四川省,,CN510,China,中国,CN,shapefile,
134,Prefecture-level city,,,,Qingyang District,Chengdu,成都市,成都,CN510200,Sichuan Province,四川省,,CN510,China,中国,CN,shapefile,
