"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","2798","US-13001","13","1","18561","242","96","15074.62","517.21","43.1","8","727","10","15"
"Atkinson","1187","US-13003","13","3","8330","179","32","14249.7","384.15","84.03","7","395","5","18"
"Bacon","1951","US-13005","13","5","11404","155","51","17108.03","447.21","87.69","10","682","11","13"
"Baker","242","US-13007","13","7","3116","44","13","7766.37","417.2","32.09","1","130","1","3"
"Baldwin","5291","US-13009","13","9","44428","394","169","11909.16","380.39","45.02","20","1449","27","16"
"Banks","2440","US-13011","13","11","19982","283","60","12210.99","300.27","90.08","18","337","5","4"
"Barrow","13202","US-13013","13","13","86383","871","193","15283.1","223.42","135.44","117","1730","7","5"
"Bartow","15618","US-13015","13","15","110771","1038","317","14099.36","286.18","116.46","129","5129","42","73"
"Ben Hill","1867","US-13017","13","17","16645","181","70","11216.58","420.55","24.03","4","1368","35","60"
"Berrien","1542","US-13019","13","19","19276","93","50","7999.58","259.39","5.19","1","1957","20","33"
"Bibb","20366","US-13021","13","21","152150","2374","585","13385.47","384.49","31.55","48","5581","66","63"
"Bleckley","1100","US-13023","13","23","12838","63","40","8568.31","311.58","38.95","5","1224","41","63"
"Brantley","1897","US-13025","13","25","19202","160","75","9879.18","390.58","15.62","3","1237","13","31"
"Brooks","1395","US-13027","13","27","15727","133","54","8870.1","343.36","12.72","2","1038","18","24"
"Bryan","4642","US-13029","13","29","39137","327","64","11860.9","163.53","38.33","15","1676","8","13"
"Bulloch","7951","US-13031","13","31","79467","312","98","10005.41","123.32","35.23","28","3259","112","184"
"Burke","2305","US-13033","13","33","22342","193","48","10316.89","214.84","22.38","5","1444","37","28"
"Butts","3394","US-13035","13","35","25174","195","113","13482.16","448.88","83.42","21","1352","10","15"
"Calhoun","615","US-13037","13","37","6317","90","21","9735.63","332.44","15.83","1","230","0","2"
"Camden","6064","US-13039","13","39","53924","224","80","11245.46","148.36","90.87","49","1967","17","35"
"Candler","1109","US-13043","13","43","10837","84","49","10233.46","452.15","9.23","1","452","38","36"
"Carroll","10084","US-13045","13","45","120119","390","157","8395.01","130.7","44.96","54","6439","173","270"
"Catoosa","8533","US-13047","13","47","68771","303","94","12407.85","136.69","110.51","76","1202","21","29"
"Charlton","1740","US-13049","13","49","13251","107","43","13131.08","324.5","30.19","4","526","13","18"
"Chatham","33344","US-13051","13","51","292176","2677","660","11412.3","225.89","55.1","161","5604","51","56"
"Chattahoochee","5268","US-13053","13","53","10749","42","15","49009.21","139.55","874.5","94","757","5","4"
"Chattooga","3716","US-13055","13","55","24766","256","90","15004.44","363.4","149.4","37","908","16","20"
"Cherokee","31829","US-13057","13","57","266617","2012","447","11938.1","167.66","88.52","236","12435","27","41"
"Clarke","17581","US-13059","13","59","129779","791","178","13546.88","137.16","90.15","117","2694","8","4"
"Clay","232","US-13061","13","61","2855","12","4","8126.09","140.11","0","0","80","0","4"
"Clayton","35454","US-13063","13","63","304838","2201","720","11630.44","236.19","74.14","226","4395","43","16"
"Clinch","1010","US-13065","13","65","6656","85","34","15174.28","510.82","30.05","2","486","2","10"
"Cobb","86042","US-13067","13","67","790588","4203","1303","10883.29","164.81","119.03","941","25006","112","245"
"Coffee","6352","US-13069","13","69","43042","908","189","14757.68","439.11","53.44","23","1573","48","95"
"Colquitt","5548","US-13071","13","71","45393","343","133","12222.15","293","46.26","21","1988","66","31"
"Columbia","14782","US-13073","13","73","158631","672","255","9318.48","160.75","39.71","63","10324","56","89"
"Cook","1678","US-13075","13","75","17437","129","52","9623.22","298.22","5.73","1","1942","11","22"
"Coweta","12911","US-13077","13","77","152001","842","345","8494.02","226.97","88.16","134","8185","38","39"
"Crawford","837","US-13079","13","79","12228","107","39","6844.95","318.94","16.36","2","315","6","4"
"Crisp","1860","US-13081","13","81","22289","186","65","8344.92","291.62","22.43","5","1294","49","82"
"Dade","1839","US-13083","13","83","16162","68","17","11378.54","105.19","111.37","18","349","4","4"
"Dawson","4207","US-13085","13","85","27021","343","75","15569.37","277.56","136.93","37","505","2","3"
"DeKalb","81011","US-13089","13","89","793154","6443","1232","10213.78","155.33","92.79","736","11862","129","59"
"Decatur","3479","US-13087","13","87","26322","224","78","13217.08","296.33","72.18","19","1307","26","67"
"Dodge","1532","US-13091","13","91","20385","125","61","7515.33","299.24","19.62","4","2089","67","77"
"Dooly","1085","US-13093","13","93","13400","103","38","8097.01","283.58","29.85","4","570","22","24"
"Dougherty","9143","US-13095","13","95","89905","1354","386","10169.62","429.34","28.92","26","3366","36","20"
"Douglas","17752","US-13097","13","97","151906","1120","250","11686.17","164.58","93.48","142","4806","54","115"
"Early","1546","US-13099","13","99","10146","103","52","15237.53","512.52","19.71","2","335","5","19"
"Echols","412","US-13101","13","101","3969","15","5","10380.45","125.98","25.2","1","317","6","8"
"Effingham","7030","US-13103","13","103","64026","504","152","10979.91","237.4","51.54","33","1873","22","22"
"Elbert","2061","US-13105","13","105","18945","187","69","10878.86","364.21","68.62","13","1299","20","14"
