"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","471844","8280","31637"
"Male","Georgia","404974","9421","30503"
"Unknown","Georgia","10625","21","184"
"Female","Appling","1047","26","87"
"Male","Appling","877","40","91"
"Female","Atkinson","424","8","58"
"Male","Atkinson","363","10","58"
"Female","Bacon","552","13","40"
"Male","Bacon","735","15","48"
"Female","Baker","84","2","13"
"Male","Baker","78","7","20"
"Female","Baldwin","2124","34","138"
"Male","Baldwin","1702","79","180"
"Unknown","Baldwin","22","0","1"
"Female","Banks","889","20","111"
"Male","Banks","740","14","81"
"Unknown","Banks","18","0","0"
"Female","Barrow","4717","65","321"
"Male","Barrow","4043","69","288"
"Unknown","Barrow","35","0","1"
"Female","Bartow","5901","97","400"
"Male","Bartow","5249","110","433"
"Unknown","Bartow","113","0","0"
"Female","Ben Hill","859","26","83"
"Male","Ben Hill","632","35","71"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","581","16","38"
"Male","Berrien","476","16","32"
"Unknown","Berrien","5","0","0"
"Female","Bibb","7597","203","942"
"Male","Bibb","5647","202","820"
"Unknown","Bibb","130","1","3"
"Female","Bleckley","464","18","25"
"Male","Bleckley","331","16","23"
"Unknown","Bleckley","6","0","1"
"Female","Brantley","511","15","46"
"Male","Brantley","432","17","34"
"Female","Brooks","545","12","49"
"Male","Brooks","393","24","40"
"Unknown","Brooks","8","0","0"
"Female","Bryan","1435","18","84"
"Male","Bryan","1248","18","91"
"Unknown","Bryan","61","0","0"
"Female","Bulloch","2984","38","120"
"Male","Bulloch","2293","26","100"
"Unknown","Bulloch","1","0","0"
"Female","Burke","988","20","81"
"Male","Burke","790","16","72"
"Unknown","Burke","10","0","1"
"Female","Butts","1073","33","48"
"Male","Butts","1145","43","76"
"Unknown","Butts","126","1","2"
"Female","Calhoun","226","11","36"
"Male","Calhoun","222","4","38"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1702","16","74"
"Male","Camden","1503","14","63"
"Unknown","Camden","17","0","0"
"Female","Candler","409","13","33"
"Male","Candler","344","24","29"
"Female","Carroll","3912","62","148"
"Male","Carroll","3486","69","162"
"Unknown","Carroll","36","0","1"
"Female","Catoosa","3063","33","138"
"Male","Catoosa","2591","31","116"
"Unknown","Catoosa","98","0","3"
"Female","Charlton","452","11","35"
"Male","Charlton","694","14","28"
"Female","Chatham","10994","197","838"
"Male","Chatham","9031","230","786"
"Unknown","Chatham","249","2","5"
"Female","Chattahoochee","247","1","12"
"Male","Chattahoochee","3130","12","19"
"Unknown","Chattahoochee","14","0","0"
"Female","Chattooga","1211","28","81"
"Male","Chattooga","1032","35","101"
"Unknown","Chattooga","11","0","0"
"Female","Cherokee","11831","130","599"
"Male","Cherokee","10461","174","704"
"Unknown","Cherokee","184","0","3"
"Female","Clarke","7109","57","254"
"Male","Clarke","5646","80","242"
"Unknown","Clarke","57","0","1"
"Female","Clay","104","1","4"
"Male","Clay","74","2","6"
"Unknown","Clay","6","0","0"
"Female","Clayton","13523","224","746"
"Male","Clayton","10298","234","644"
"Unknown","Clayton","162","0","1"
"Female","Clinch","375","10","34"
"Male","Clinch","362","15","33"
"Unknown","Clinch","1","0","0"
"Female","Cobb","32347","440","1552"
"Male","Cobb","28338","528","1609"
"Unknown","Cobb","345","2","10"
"Female","Coffee","2292","72","363"
"Male","Coffee","1947","65","288"
"Female","Colquitt","1815","33","129"
"Male","Colquitt","1706","46","121"
"Unknown","Colquitt","15","1","0"
"Female","Columbia","5912","72","226"
"Male","Columbia","5151","90","247"
"Unknown","Columbia","39","0","2"
"Female","Cook","664","17","59"
"Male","Cook","483","21","48"
"Unknown","Cook","15","0","0"
"Female","Coweta","4555","86","173"
"Male","Coweta","4143","120","187"
"Unknown","Coweta","28","0","0"
"Female","Crawford","291","9","44"
"Male","Crawford","231","8","26"
"Unknown","Crawford","3","0","0"
"Female","Crisp","818","25","99"
"Male","Crisp","607","31","66"
"Unknown","Crisp","23","0","1"
"Female","Dade","630","9","32"
"Male","Dade","573","4","30"
"Unknown","Dade","20","0","0"
"Female","Dawson","1453","17","118"
"Male","Dawson","1249","25","129"
"Unknown","Dawson","30","0","0"
"Female","DeKalb","31356","442","2454"
"Male","DeKalb","26174","492","2186"
"Unknown","DeKalb","587","0","8"
"Female","Decatur","1203","28","79"
"Male","Decatur","927","27","68"
"Unknown","Decatur","18","0","0"
"Female","Dodge","583","26","54"
"Male","Dodge","488","30","53"
"Unknown","Dodge","14","0","0"
"Female","Dooly","427","15","48"
"Male","Dooly","357","17","42"
"Unknown","Dooly","8","0","0"
"Female","Dougherty","3334","149","589"
"Male","Dougherty","2219","132","444"
"Unknown","Dougherty","30","0","0"
"Female","Douglas","6582","86","469"
"Male","Douglas","5425","92","394"
"Unknown","Douglas","58","0","1"
"Female","Early","609","25","45"
"Male","Early","400","19","28"
"Unknown","Early","7","0","0"
"Female","Echols","139","0","3"
"Male","Echols","217","4","10"
"Unknown","Echols","3","0","0"
"Female","Effingham","2011","30","129"
"Male","Effingham","1772","35","122"
"Unknown","Effingham","41","0","0"
"Female","Elbert","905","31","81"
"Male","Elbert","616","27","47"
"Unknown","Elbert","8","0","2"
"Female","Emanuel","999","32","74"
"Male","Emanuel","730","21","50"
"Unknown","Emanuel","11","0","0"
"Female","Evans","437","7","51"
"Male","Evans","324","10","21"
"Female","Fannin","1135","28","86"
"Male","Fannin","979","33","91"
"Unknown","Fannin","18","0","0"
"Female","Fayette","3530","70","127"
"Male","Fayette","3156","84","137"
"Unknown","Fayette","39","0","0"
"Female","Floyd","5361","76","427"
"Male","Floyd","4551","110","458"
"Unknown","Floyd","107","0","5"
"Female","Forsyth","8938","75","420"
"Male","Forsyth","8467","110","548"
"Unknown","Forsyth","605","0","2"
"Female","Franklin","1301","15","84"
"Male","Franklin","1032","28","68"
"Unknown","Franklin","18","0","0"
"Female","Fulton","43498","605","2557"
"Male","Fulton","38663","681","2480"
"Unknown","Fulton","460","1","4"
"Female","Gilmer","1359","30","114"
"Male","Gilmer","1098","42","105"
"Unknown","Gilmer","42","0","2"
"Female","Glascock","64","3","7"
"Male","Glascock","71","4","12"
"Unknown","Glascock","10","0","0"
"Female","Glynn","3472","71","233"
"Male","Glynn","3153","83","216"
"Unknown","Glynn","108","0","2"
"Female","Gordon","3429","44","160"
"Male","Gordon","2957","60","168"
"Unknown","Gordon","125","0","1"
"Female","Grady","885","18","90"
"Male","Grady","662","29","86"
"Unknown","Grady","18","0","0"
"Female","Greene","820","25","64"
"Male","Greene","684","31","72"
"Unknown","Greene","4","0","0"
"Female","Gwinnett","45763","505","2823"
"Male","Gwinnett","40123","577","2641"
"Unknown","Gwinnett","963","1","11"
"Female","Habersham","2514","82","229"
"Male","Habersham","2103","72","246"
"Unknown","Habersham","42","0","0"
"Female","Hall","13172","206","1142"
"Male","Hall","11633","236","1233"
"Unknown","Hall","321","3","4"
"Female","Hancock","410","24","51"
"Male","Hancock","420","38","54"
"Unknown","Hancock","5","0","0"
"Female","Haralson","898","17","44"
"Male","Haralson","804","18","33"
"Unknown","Haralson","19","0","0"
"Female","Harris","1142","28","79"
"Male","Harris","997","30","78"
"Unknown","Harris","42","0","0"
"Female","Hart","977","16","57"
"Male","Hart","725","21","57"
"Unknown","Hart","7","0","0"
"Female","Heard","349","10","19"
"Male","Heard","301","6","29"
"Female","Henry","10654","134","325"
"Male","Henry","8609","166","285"
"Unknown","Henry","79","0","0"
"Female","Houston","5479","90","390"
"Male","Houston","4572","104","376"
"Unknown","Houston","83","0","1"
"Female","Irwin","363","11","43"
"Male","Irwin","320","7","38"
"Unknown","Irwin","2","0","0"
"Female","Jackson","4597","65","235"
"Male","Jackson","3903","75","274"
"Unknown","Jackson","40","0","1"
"Female","Jasper","364","7","30"
"Male","Jasper","314","12","31"
"Unknown","Jasper","4","0","0"
"Female","Jeff Davis","681","14","40"
"Male","Jeff Davis","619","22","51"
"Female","Jefferson","915","27","82"
"Male","Jefferson","660","32","70"
"Unknown","Jefferson","10","0","1"
"Female","Jenkins","431","17","37"
"Male","Jenkins","296","22","45"
"Unknown","Jenkins","1","1","1"
"Female","Johnson","384","16","51"
"Male","Johnson","403","26","47"
"Unknown","Johnson","2","0","0"
"Female","Jones","917","23","87"
"Male","Jones","668","30","79"
"Unknown","Jones","1","0","0"
"Female","Lamar","766","20","62"
"Male","Lamar","586","26","61"
"Unknown","Lamar","5","0","0"
"Female","Lanier","222","3","10"
"Male","Lanier","276","6","17"
"Unknown","Lanier","5","0","0"
"Female","Laurens","2134","54","167"
"Male","Laurens","1567","89","183"
"Unknown","Laurens","20","1","2"
"Female","Lee","877","25","89"
"Male","Lee","719","25","95"
"Unknown","Lee","6","0","0"
"Female","Liberty","1727","27","114"
"Male","Liberty","1480","34","110"
"Unknown","Liberty","264","0","0"
"Female","Lincoln","276","13","28"
"Male","Lincoln","229","11","24"
"Unknown","Lincoln","11","0","0"
"Female","Long","359","4","26"
"Male","Long","299","7","22"
"Unknown","Long","18","0","0"
"Female","Lowndes","4320","81","209"
"Male","Lowndes","3467","62","171"
"Unknown","Lowndes","46","0","2"
"Female","Lumpkin","1527","34","156"
"Male","Lumpkin","1270","29","133"
"Unknown","Lumpkin","14","0","0"
"Female","Macon","324","10","35"
"Male","Macon","295","17","48"
"Unknown","Macon","1","0","0"
"Female","Madison","1492","20","79"
"Male","Madison","1258","26","78"
"Unknown","Madison","8","0","0"
"Female","Marion","246","10","17"
"Male","Marion","154","7","22"
"Unknown","Marion","2","0","0"
"Female","McDuffie","921","24","87"
"Male","McDuffie","691","16","72"
"Unknown","McDuffie","84","1","1"
"Female","McIntosh","386","9","27"
"Male","McIntosh","305","5","30"
"Unknown","McIntosh","8","0","0"
"Female","Meriwether","897","35","78"
"Male","Meriwether","629","38","61"
"Unknown","Meriwether","7","0","0"
"Female","Miller","384","3","19"
"Male","Miller","298","6","21"
"Unknown","Miller","1","0","0"
"Female","Mitchell","826","33","120"
"Male","Mitchell","711","41","112"
"Unknown","Mitchell","5","0","0"
"Female","Monroe","1001","44","92"
"Male","Monroe","850","43","100"
"Unknown","Monroe","22","0","0"
"Female","Montgomery","394","11","23"
"Male","Montgomery","327","10","20"
"Unknown","Montgomery","6","0","0"
"Female","Morgan","654","8","35"
"Male","Morgan","538","15","53"
"Unknown","Morgan","7","0","1"
"Female","Murray","2232","31","115"
"Male","Murray","1921","50","136"
"Unknown","Murray","40","0","4"
"Female","Muscogee","8066","218","637"
"Male","Muscogee","6171","186","543"
"Unknown","Muscogee","214","1","1"
"Female","Newton","4266","108","355"
"Male","Newton","3224","115","303"
"Unknown","Newton","74","0","2"
"Female","Non-GA Resident/Unknown State","9920","203","518"
"Male","Non-GA Resident/Unknown State","11476","272","709"
"Unknown","Non-GA Resident/Unknown State","2358","2","41"
"Female","Oconee","1620","27","67"
"Male","Oconee","1434","38","63"
"Unknown","Oconee","11","0","0"
"Female","Oglethorpe","681","9","36"
"Male","Oglethorpe","511","19","39"
"Unknown","Oglethorpe","3","0","0"
"Female","Paulding","5895","80","224"
"Male","Paulding","4831","87","192"
"Unknown","Paulding","111","0","6"
"Female","Peach","1050","27","121"
"Male","Peach","813","25","102"
"Unknown","Peach","7","0","1"
"Female","Pickens","1392","28","109"
"Male","Pickens","1143","36","103"
"Unknown","Pickens","15","0","0"
"Female","Pierce","721","21","66"
"Male","Pierce","551","23","72"
"Female","Pike","579","11","45"
"Male","Pike","480","15","26"
"Unknown","Pike","13","0","1"
"Female","Polk","2094","41","193"
"Male","Polk","1828","41","185"
"Unknown","Polk","35","0","2"
"Female","Pulaski","405","20","33"
"Male","Pulaski","205","12","24"
"Unknown","Pulaski","2","0","0"
"Female","Putnam","970","19","75"
"Male","Putnam","829","37","85"
"Unknown","Putnam","5","0","0"
"Female","Quitman","52","1","6"
"Male","Quitman","30","1","5"
"Female","Rabun","807","19","82"
"Male","Rabun","733","22","69"
"Unknown","Rabun","10","0","1"
"Female","Randolph","276","21","49"
"Male","Randolph","194","12","32"
"Female","Richmond","11049","175","669"
"Male","Richmond","8926","243","679"
"Unknown","Richmond","140","0","13"
"Female","Rockdale","3406","69","477"
"Male","Rockdale","2620","82","396"
"Unknown","Rockdale","55","1","4"
"Female","Schley","115","0","10"
"Male","Schley","97","5","11"
"Female","Screven","465","12","40"
"Male","Screven","345","9","32"
"Unknown","Screven","6","0","0"
"Female","Seminole","424","9","41"
"Male","Seminole","326","9","25"
"Unknown","Seminole","2","0","0"
"Female","Spalding","2287","81","258"
"Male","Spalding","1796","74","180"
"Unknown","Spalding","26","1","3"
