"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","6685","37"
"Hispanic/Latino","American Indian/Alaska Native","351","2"
"Hispanic/Latino","Asian","669","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","439","4"
"Hispanic/Latino","Other","50880","453"
"Hispanic/Latino","Unknown","26651","14"
"Hispanic/Latino","White","69478","834"
"Non-Hispanic/Latino","African-American/Black","408956","8855"
"Non-Hispanic/Latino","American Indian/Alaska Native","804","23"
"Non-Hispanic/Latino","Asian","30139","445"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1091","17"
"Non-Hispanic/Latino","Other","24697","102"
"Non-Hispanic/Latino","Unknown","11272","12"
"Non-Hispanic/Latino","White","558712","15530"
"Unknown","African-American/Black","32592","15"
"Unknown","American Indian/Alaska Native","259","0"
"Unknown","Asian","5411","2"
"Unknown","Native Hawaiian/Pacific Islander","256","0"
"Unknown","Other","30811","13"
"Unknown","Unknown","171443","75"
"Unknown","White","44287","24"
