"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3240","25"
"Hispanic/Latino","American Indian/Alaska Native","155","0"
"Hispanic/Latino","Asian","341","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","218","2"
"Hispanic/Latino","Other","35513","346"
"Hispanic/Latino","Unknown","13988","5"
"Hispanic/Latino","White","48231","633"
"Non-Hispanic/Latino","African-American/Black","233348","6448"
"Non-Hispanic/Latino","American Indian/Alaska Native","401","15"
"Non-Hispanic/Latino","Asian","17844","373"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","719","11"
"Non-Hispanic/Latino","Other","12083","59"
"Non-Hispanic/Latino","Unknown","5966","7"
"Non-Hispanic/Latino","White","342644","10602"
"Unknown","African-American/Black","23234","15"
"Unknown","American Indian/Alaska Native","135","0"
"Unknown","Asian","3955","1"
"Unknown","Native Hawaiian/Pacific Islander","172","0"
"Unknown","Other","24102","6"
"Unknown","Unknown","105498","28"
"Unknown","White","36561","14"
