"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2382","14"
"Hispanic/Latino","American Indian/Alaska Native","127","0"
"Hispanic/Latino","Asian","249","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","177","1"
"Hispanic/Latino","Other","28063","277"
"Hispanic/Latino","Unknown","13252","10"
"Hispanic/Latino","White","37217","467"
"Non-Hispanic/Latino","African-American/Black","176721","4724"
"Non-Hispanic/Latino","American Indian/Alaska Native","335","10"
"Non-Hispanic/Latino","Asian","13266","261"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","537","7"
"Non-Hispanic/Latino","Other","9403","44"
"Non-Hispanic/Latino","Unknown","8458","54"
"Non-Hispanic/Latino","White","258334","7921"
"Unknown","African-American/Black","25735","30"
"Unknown","American Indian/Alaska Native","134","0"
"Unknown","Asian","3246","2"
"Unknown","Native Hawaiian/Pacific Islander","167","0"
"Unknown","Other","24760","21"
"Unknown","Unknown","146892","62"
"Unknown","White","39615","55"
