"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1510","13"
"Hispanic/Latino","American Indian/Alaska Native","68","0"
"Hispanic/Latino","Asian","148","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","123","0"
"Hispanic/Latino","Other","20132","194"
"Hispanic/Latino","Unknown","8701","6"
"Hispanic/Latino","White","27510","345"
"Non-Hispanic/Latino","African-American/Black","115365","3535"
"Non-Hispanic/Latino","American Indian/Alaska Native","209","10"
"Non-Hispanic/Latino","Asian","7448","164"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","343","7"
"Non-Hispanic/Latino","Other","5251","16"
"Non-Hispanic/Latino","Unknown","4045","11"
"Non-Hispanic/Latino","White","157883","4871"
"Unknown","African-American/Black","16161","15"
"Unknown","American Indian/Alaska Native","93","0"
"Unknown","Asian","1980","1"
"Unknown","Native Hawaiian/Pacific Islander","117","0"
"Unknown","Other","7095","5"
"Unknown","Unknown","85900","31"
"Unknown","White","24070","26"
