"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","910","13"
"Hispanic/Latino","American Indian/Alaska Native","45","0"
"Hispanic/Latino","Asian","91","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","94","0"
"Hispanic/Latino","Other","14872","158"
"Hispanic/Latino","Unknown","5902","6"
"Hispanic/Latino","White","19802","260"
"Non-Hispanic/Latino","African-American/Black","72540","2918"
"Non-Hispanic/Latino","American Indian/Alaska Native","125","7"
"Non-Hispanic/Latino","Asian","4049","130"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","218","7"
"Non-Hispanic/Latino","Other","3739","16"
"Non-Hispanic/Latino","Unknown","2949","33"
"Non-Hispanic/Latino","White","87069","3573"
"Unknown","African-American/Black","12687","20"
"Unknown","American Indian/Alaska Native","54","0"
"Unknown","Asian","1214","0"
"Unknown","Native Hawaiian/Pacific Islander","84","0"
"Unknown","Other","5255","5"
"Unknown","Unknown","76681","62"
"Unknown","White","16270","21"
