"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4871","36"
"Hispanic/Latino","American Indian/Alaska Native","281","1"
"Hispanic/Latino","Asian","473","6"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","352","6"
"Hispanic/Latino","Other","45094","429"
"Hispanic/Latino","Unknown","22241","9"
"Hispanic/Latino","White","59095","723"
"Non-Hispanic/Latino","African-American/Black","326217","8039"
"Non-Hispanic/Latino","American Indian/Alaska Native","602","19"
"Non-Hispanic/Latino","Asian","23350","412"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","936","15"
"Non-Hispanic/Latino","Other","21365","257"
"Non-Hispanic/Latino","Unknown","11843","11"
"Non-Hispanic/Latino","White","472274","14118"
"Unknown","African-American/Black","28264","24"
"Unknown","American Indian/Alaska Native","219","0"
"Unknown","Asian","5002","2"
"Unknown","Native Hawaiian/Pacific Islander","215","0"
"Unknown","Other","28834","16"
"Unknown","Unknown","161842","69"
"Unknown","White","42908","47"
