"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3514","US-13001","13","1","18561","262","104","18932.17","560.31","226.28","42","1172","11","19"
"Atkinson","1517","US-13003","13","3","8330","201","34","18211.28","408.16","408.16","34","539","8","21"
"Bacon","2526","US-13005","13","5","11404","198","58","22150.12","508.59","438.44","50","936","13","14"
"Baker","313","US-13007","13","7","3116","45","13","10044.93","417.2","160.46","5","218","1","3"
"Baldwin","7266","US-13009","13","9","44428","426","185","16354.55","416.4","252.09","112","2162","34","18"
"Banks","3311","US-13011","13","11","19982","316","73","16569.91","365.33","260.23","52","509","6","5"
"Barrow","19362","US-13013","13","13","86383","968","228","22414.13","263.94","404.01","349","2359","8","6"
"Bartow","21306","US-13015","13","15","110771","1194","373","19234.28","336.73","228.4","253","7093","54","102"
"Ben Hill","2157","US-13017","13","17","16645","186","72","12958.85","432.56","96.12","16","2108","43","68"
"Berrien","1998","US-13019","13","19","19276","106","52","10365.22","269.77","155.63","30","2892","22","40"
"Bibb","28613","US-13021","13","21","152150","2678","647","18805.78","425.24","236.61","360","7873","81","80"
"Bleckley","1452","US-13023","13","23","12838","69","42","11310.17","327.15","116.84","15","1844","46","70"
"Brantley","2468","US-13025","13","25","19202","179","84","12852.83","437.45","291.64","56","1548","16","37"
"Brooks","1867","US-13027","13","27","15727","151","60","11871.3","381.51","292.49","46","1517","20","26"
"Bryan","6729","US-13029","13","29","39137","377","67","17193.45","171.19","327.06","128","2124","14","17"
"Bulloch","10524","US-13031","13","31","79467","358","104","13243.23","130.87","186.24","148","4697","139","218"
"Burke","2945","US-13033","13","33","22342","229","56","13181.45","250.65","152.18","34","2290","42","33"
"Butts","4682","US-13035","13","35","25174","249","131","18598.55","520.38","238.34","60","1718","12","14"
"Calhoun","974","US-13037","13","37","6317","100","21","15418.71","332.44","126.64","8","353","1","3"
"Camden","8456","US-13039","13","39","53924","237","90","15681.33","166.9","357.91","193","2420","17","35"
"Candler","1310","US-13043","13","43","10837","92","51","12088.22","470.61","92.28","10","735","40","40"
"Carroll","14314","US-13045","13","45","120119","434","172","11916.52","143.19","173.99","209","9161","242","307"
"Catoosa","12247","US-13047","13","47","68771","384","118","17808.38","171.58","487.12","335","1729","33","39"
"Charlton","2172","US-13049","13","49","13251","116","45","16391.22","339.6","754.66","100","699","14","19"
"Chatham","52391","US-13051","13","51","292176","3109","738","17931.32","252.59","314.19","918","8628","61","61"
"Chattahoochee","5901","US-13053","13","53","10749","49","16","54898.13","148.85","297.7","32","866","5","4"
"Chattooga","5214","US-13055","13","55","24766","308","108","21053.06","436.08","411.85","102","1215","17","20"
"Cherokee","44844","US-13057","13","57","266617","2283","528","16819.63","198.04","255.8","682","17528","35","50"
"Clarke","25948","US-13059","13","59","129779","1105","199","19993.99","153.34","268.92","349","3425","9","6"
"Clay","354","US-13061","13","61","2855","14","4","12399.3","140.11","280.21","8","160","0","4"
"Clayton","57045","US-13063","13","63","304838","3018","819","18713.22","268.67","231.27","705","5768","59","18"
"Clinch","1380","US-13065","13","65","6656","94","35","20733.17","525.84","210.34","14","628","2","10"
"Cobb","132875","US-13067","13","67","790588","4657","1520","16807.11","192.26","309.01","2443","35439","131","254"
"Coffee","8359","US-13069","13","69","43042","1019","201","19420.57","466.99","515.78","222","2161","51","104"
"Colquitt","7847","US-13071","13","71","45393","387","152","17286.81","334.85","326.04","148","3076","70","37"
"Columbia","20064","US-13073","13","73","158631","812","286","12648.22","180.29","366.89","582","15096","65","93"
"Cook","2046","US-13075","13","75","17437","139","54","11733.67","309.69","131.9","23","2800","14","27"
"Coweta","20693","US-13077","13","77","152001","1295","405","13613.73","266.45","191.45","291","11900","49","50"
"Crawford","1180","US-13079","13","79","12228","116","42","9649.98","343.47","171.74","21","578","9","6"
"Crisp","2538","US-13081","13","81","22289","198","69","11386.78","309.57","107.68","24","2071","61","99"
"Dade","2477","US-13083","13","83","16162","97","25","15326.07","154.68","383.62","62","585","3","9"
"Dawson","6073","US-13085","13","85","27021","380","91","22475.11","336.78","366.38","99","708","4","4"
"DeKalb","125629","US-13089","13","89","793154","7777","1398","15839.17","176.26","311.54","2471","17628","150","72"
"Decatur","4866","US-13087","13","87","26322","249","86","18486.44","326.72","569.87","150","1841","35","69"
"Dodge","2100","US-13091","13","91","20385","130","67","10301.69","328.67","137.36","28","3068","75","83"
"Dooly","1519","US-13093","13","93","13400","109","39","11335.82","291.04","164.18","22","826","26","31"
"Dougherty","13985","US-13095","13","95","89905","1540","422","15555.31","469.38","288.08","259","5249","41","22"
"Douglas","27937","US-13097","13","97","151906","1241","297","18390.98","195.52","242.26","368","6495","67","120"
"Early","2077","US-13099","13","99","10146","115","54","20471.12","532.23","256.26","26","618","6","17"
"Echols","464","US-13101","13","101","3969","17","5","11690.6","125.98","226.76","9","459","6","9"
"Effingham","10159","US-13103","13","103","64026","577","161","15866.99","251.46","340.49","218","2633","24","22"
"Elbert","2628","US-13105","13","105","18945","245","80","13871.73","422.28","158.35","30","1875","23","24"
"Emanuel","3391","US-13107","13","107","22664","199","78","14962.05","344.16","207.38","47","2417","72","182"
"Evans","1486","US-13109","13","109","10687","118","39","13904.74","364.93","252.64","27","776","23","34"
"Fannin","4121","US-13111","13","111","26320","320","113","15657.29","429.33","319.15","84","915","21","18"
"Fayette","16564","US-13113","13","113","117544","906","257","14091.74","218.64","355.61","418","5313","36","21"
"Floyd","22762","US-13115","13","115","99916","1495","384","22781.14","384.32","334.28","334","3893","94","116"
"Forsyth","42845","US-13117","13","117","252507","1447","335","16967.85","132.67","525.93","1328","10689","16","17"
"Franklin","4344","US-13119","13","119","23329","252","73","18620.6","312.92","295.77","69","956","19","12"
"Fulton","181304","US-13121","13","121","1099181","9560","1898","16494.46","172.67","301.77","3317","29667","182","146"
"Gilmer","4609","US-13123","13","123","31417","434","135","14670.4","429.7","254.64","80","2082","25","23"
"Glascock","267","US-13125","13","125","3025","28","8","8826.45","264.46","264.46","8","336","17","8"
"Glynn","17911","US-13127","13","127","86047","731","339","20815.37","393.97","447.43","385","4563","41","42"
"Gordon","11687","US-13129","13","129","58049","482","214","20132.99","368.65","360.04","209","3599","31","40"
"Grady","3638","US-13131","13","131","24540","262","78","14824.78","317.85","362.67","89","1992","26","26"
"Greene","3124","US-13133","13","133","18717","259","69","16690.71","368.65","336.59","63","743","10","5"
