"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","1040175","14189","56069"
"Male","Georgia","865659","16431","53004"
"Unknown","Georgia","15638","10","369"
"Female","Appling","1926","53","135"
"Male","Appling","1610","55","131"
"Unknown","Appling","8","0","0"
"Female","Atkinson","857","17","107"
"Male","Atkinson","692","22","105"
"Unknown","Atkinson","4","0","0"
"Female","Bacon","1214","24","101"
"Male","Bacon","1323","37","102"
"Unknown","Bacon","6","0","0"
"Female","Baker","170","5","22"
"Male","Baker","141","8","23"
"Unknown","Baker","2","0","0"
"Female","Baldwin","4086","68","187"
"Male","Baldwin","3182","126","248"
"Unknown","Baldwin","27","0","0"
"Female","Banks","1815","37","178"
"Male","Banks","1517","41","151"
"Unknown","Banks","17","0","2"
"Female","Barrow","10543","113","523"
"Male","Barrow","8831","126","454"
"Unknown","Barrow","73","0","1"
"Female","Bartow","11549","173","606"
"Male","Bartow","9887","208","613"
"Unknown","Bartow","112","0","0"
"Female","Ben Hill","1237","32","100"
"Male","Ben Hill","922","41","87"
"Unknown","Ben Hill","5","0","0"
"Female","Berrien","1107","32","59"
"Male","Berrien","902","26","49"
"Unknown","Berrien","6","0","0"
"Female","Bibb","16340","336","1484"
"Male","Bibb","12112","341","1265"
"Unknown","Bibb","324","1","9"
"Female","Bleckley","843","23","41"
"Male","Bleckley","606","19","34"
"Unknown","Bleckley","11","0","0"
"Female","Brantley","1360","38","97"
"Male","Brantley","1126","48","89"
"Unknown","Brantley","7","0","0"
"Female","Brooks","1055","25","84"
"Male","Brooks","825","39","72"
"Unknown","Brooks","8","0","0"
"Female","Bryan","3586","29","184"
"Male","Bryan","3276","45","209"
"Unknown","Bryan","11","0","0"
"Female","Bulloch","5932","59","199"
"Male","Bulloch","4619","49","172"
"Unknown","Bulloch","26","0","0"
"Female","Burke","1632","29","116"
"Male","Burke","1316","32","122"
"Unknown","Burke","13","0","1"
"Female","Butts","2320","59","118"
"Male","Butts","2352","78","144"
"Unknown","Butts","36","0","0"
"Female","Calhoun","403","14","45"
"Male","Calhoun","565","7","56"
"Unknown","Calhoun","15","0","1"
"Female","Camden","4663","47","132"
"Male","Camden","3892","52","119"
"Unknown","Camden","54","0","0"
"Female","Candler","734","19","56"
"Male","Candler","609","35","44"
"Unknown","Candler","1","0","0"
"Female","Carroll","7703","83","207"
"Male","Carroll","6620","95","230"
"Unknown","Carroll","66","0","7"
"Female","Catoosa","6575","68","197"
"Male","Catoosa","5721","58","191"
"Unknown","Catoosa","119","0","5"
"Female","Charlton","886","19","62"
"Male","Charlton","1324","29","58"
"Unknown","Charlton","16","0","0"
"Female","Chatham","29243","356","1655"
"Male","Chatham","24042","426","1551"
"Unknown","Chatham","149","0","5"
"Female","Chattahoochee","622","3","21"
"Male","Chattahoochee","5446","13","31"
"Unknown","Chattahoochee","27","0","0"
"Female","Chattooga","2856","53","149"
"Male","Chattooga","2373","59","163"
"Unknown","Chattooga","18","0","0"
"Female","Cherokee","24096","235","1090"
"Male","Cherokee","20777","325","1247"
"Unknown","Cherokee","186","0","0"
"Female","Clarke","14747","96","596"
"Male","Clarke","11290","116","540"
"Unknown","Clarke","61","0","1"
"Female","Clay","203","1","8"
"Male","Clay","147","5","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","32969","436","1686"
"Male","Clayton","24184","435","1406"
"Unknown","Clayton","302","0","6"
"Female","Clinch","734","17","50"
"Male","Clinch","650","21","45"
"Unknown","Clinch","3","0","0"
"Female","Cobb","73156","720","2343"
"Male","Cobb","60389","868","2393"
"Unknown","Cobb","756","0","5"
"Female","Coffee","4675","120","601"
"Male","Coffee","3771","103","477"
"Unknown","Coffee","28","0","0"
"Female","Colquitt","4196","76","199"
"Male","Colquitt","3691","90","198"
"Unknown","Colquitt","49","0","0"
"Female","Columbia","10892","125","427"
"Male","Columbia","9561","181","422"
"Unknown","Columbia","58","0","1"
"Female","Cook","1164","26","77"
"Male","Cook","893","29","66"
"Unknown","Cook","3","0","0"
"Female","Coweta","11134","182","703"
"Male","Coweta","9584","235","652"
"Unknown","Coweta","93","0","5"
"Female","Crawford","639","20","59"
"Male","Crawford","543","24","63"
"Unknown","Crawford","8","0","0"
"Female","Crisp","1423","35","121"
"Male","Crisp","1065","36","81"
"Unknown","Crisp","57","0","0"
"Female","Dade","1322","14","50"
"Male","Dade","1206","11","49"
"Unknown","Dade","24","0","0"
"Female","Dawson","3292","38","180"
"Male","Dawson","2800","57","210"
"Unknown","Dawson","35","0","0"
"Female","DeKalb","70535","725","4315"
"Male","DeKalb","55544","772","3702"
"Unknown","DeKalb","1097","1","20"
"Female","Decatur","2980","43","142"
"Male","Decatur","2267","49","120"
"Unknown","Decatur","44","0","0"
"Female","Dodge","1063","32","69"
"Male","Dodge","1006","37","65"
"Unknown","Dodge","41","0","0"
"Female","Dooly","790","17","56"
"Male","Dooly","724","22","53"
"Unknown","Dooly","15","0","0"
"Female","Dougherty","8000","232","890"
"Male","Dougherty","5896","207","666"
"Unknown","Dougherty","197","0","1"
"Female","Douglas","15616","152","675"
"Male","Douglas","12389","164","587"
"Unknown","Douglas","98","0","2"
"Female","Early","1234","30","76"
"Male","Early","842","24","40"
"Unknown","Early","16","0","0"
"Female","Echols","196","1","5"
"Male","Echols","269","4","12"
"Unknown","Echols","1","0","0"
"Female","Effingham","5498","67","297"
"Male","Effingham","4734","99","295"
"Unknown","Effingham","30","0","0"
"Female","Elbert","1517","39","151"
"Male","Elbert","1109","42","100"
"Unknown","Elbert","12","0","1"
"Female","Emanuel","1886","46","126"
"Male","Emanuel","1508","33","76"
"Unknown","Emanuel","20","0","0"
"Female","Evans","832","19","76"
"Male","Evans","662","23","48"
"Unknown","Evans","5","0","0"
"Female","Fannin","2228","51","152"
"Male","Fannin","1898","75","182"
"Unknown","Fannin","14","0","0"
"Female","Fayette","8856","118","449"
"Male","Fayette","7777","152","494"
"Unknown","Fayette","84","0","1"
"Female","Floyd","12490","173","760"
"Male","Floyd","10325","236","766"
"Unknown","Floyd","118","0","2"
"Female","Forsyth","22401","144","683"
"Male","Forsyth","20330","214","814"
"Unknown","Forsyth","1251","0","0"
"Female","Franklin","2405","28","135"
