"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4130","31"
"Hispanic/Latino","American Indian/Alaska Native","235","0"
"Hispanic/Latino","Asian","412","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","315","2"
"Hispanic/Latino","Other","41459","359"
"Hispanic/Latino","Unknown","18063","9"
"Hispanic/Latino","White","54421","657"
"Non-Hispanic/Latino","African-American/Black","292351","6878"
"Non-Hispanic/Latino","American Indian/Alaska Native","543","17"
"Non-Hispanic/Latino","Asian","20663","389"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","857","11"
"Non-Hispanic/Latino","Other","19143","140"
"Non-Hispanic/Latino","Unknown","9851","8"
"Non-Hispanic/Latino","White","422123","11695"
"Unknown","African-American/Black","27791","20"
"Unknown","American Indian/Alaska Native","223","0"
"Unknown","Asian","4794","2"
"Unknown","Native Hawaiian/Pacific Islander","198","0"
"Unknown","Other","28026","8"
"Unknown","Unknown","151822","39"
"Unknown","White","42648","30"
