"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","19342","2","326"
"05-09 years","Georgia","35676","2","258"
"10-17 years","Georgia","105158","11","938"
"18-29 years","Georgia","248714","151","4740"
"30-39 years","Georgia","186002","330","6290"
"40-49 years","Georgia","174012","802","8964"
"50-59 years","Georgia","159882","2045","13299"
"60-69 years","Georgia","107037","4107","15261"
"70-79 years","Georgia","60929","5689","14138"
"80 & Older years","Georgia","33984","7158","10607"
"<1 years","Georgia","5129","0","271"
"Unknown years","Georgia","4203","1","122"
"01-04 years","Appling","50","0","0"
"05-09 years","Appling","86","0","0"
"10-17 years","Appling","301","0","2"
"18-29 years","Appling","463","1","7"
"30-39 years","Appling","338","1","8"
"40-49 years","Appling","348","4","22"
"50-59 years","Appling","365","9","35"
"60-69 years","Appling","304","17","63"
"70-79 years","Appling","208","19","38"
"80 & Older years","Appling","102","23","37"
"<1 years","Appling","8","0","0"
"Unknown years","Appling","2","0","0"
"01-04 years","Atkinson","16","0","1"
"05-09 years","Atkinson","44","0","1"
"10-17 years","Atkinson","99","0","1"
"18-29 years","Atkinson","235","0","13"
"30-39 years","Atkinson","163","0","12"
"40-49 years","Atkinson","175","2","30"
"50-59 years","Atkinson","167","2","31"
"60-69 years","Atkinson","103","6","31"
"70-79 years","Atkinson","57","6","22"
"80 & Older years","Atkinson","16","5","11"
"<1 years","Atkinson","3","0","0"
"01-04 years","Bacon","35","0","0"
"05-09 years","Bacon","52","0","0"
"10-17 years","Bacon","154","0","1"
"18-29 years","Bacon","482","0","6"
"30-39 years","Bacon","245","0","5"
"40-49 years","Bacon","240","3","16"
"50-59 years","Bacon","198","2","17"
"60-69 years","Bacon","167","12","38"
"70-79 years","Bacon","103","9","26"
"80 & Older years","Bacon","46","9","14"
"<1 years","Bacon","9","0","0"
"Unknown years","Bacon","2","0","0"
"01-04 years","Baker","9","0","0"
"05-09 years","Baker","9","0","0"
"10-17 years","Baker","12","0","0"
"18-29 years","Baker","40","0","0"
"30-39 years","Baker","26","0","4"
"40-49 years","Baker","25","2","3"
"50-59 years","Baker","32","0","2"
"60-69 years","Baker","37","3","16"
"70-79 years","Baker","19","3","11"
"80 & Older years","Baker","14","4","5"
"<1 years","Baker","2","0","0"
"01-04 years","Baldwin","54","0","0"
"05-09 years","Baldwin","116","0","0"
"10-17 years","Baldwin","362","1","6"
"18-29 years","Baldwin","1507","0","17"
"30-39 years","Baldwin","626","1","16"
"40-49 years","Baldwin","627","3","37"
"50-59 years","Baldwin","609","16","66"
"60-69 years","Baldwin","478","27","81"
"70-79 years","Baldwin","296","33","64"
"80 & Older years","Baldwin","184","53","67"
"<1 years","Baldwin","22","0","1"
"Unknown years","Baldwin","6","0","0"
"01-04 years","Banks","20","0","1"
"05-09 years","Banks","51","0","1"
"10-17 years","Banks","166","0","4"
"18-29 years","Banks","391","0","12"
"30-39 years","Banks","284","0","11"
"40-49 years","Banks","305","3","23"
"50-59 years","Banks","321","3","31"
"60-69 years","Banks","274","11","60"
"70-79 years","Banks","181","17","69"
"80 & Older years","Banks","92","13","32"
"<1 years","Banks","7","0","1"
"Unknown years","Banks","25","0","1"
"01-04 years","Barrow","160","0","2"
"05-09 years","Barrow","337","0","0"
"10-17 years","Barrow","1153","1","8"
"18-29 years","Barrow","2248","2","47"
"30-39 years","Barrow","1960","2","63"
"40-49 years","Barrow","1942","7","95"
"50-59 years","Barrow","1631","11","141"
"60-69 years","Barrow","1065","38","181"
"70-79 years","Barrow","609","40","125"
"80 & Older years","Barrow","281","53","102"
"<1 years","Barrow","46","0","2"
"Unknown years","Barrow","16","0","2"
"01-04 years","Bartow","191","0","6"
"05-09 years","Bartow","341","0","2"
"10-17 years","Bartow","1336","0","16"
"18-29 years","Bartow","2583","1","31"
"30-39 years","Bartow","2146","5","57"
"40-49 years","Bartow","2173","5","95"
"50-59 years","Bartow","2220","18","176"
"60-69 years","Bartow","1371","53","177"
"70-79 years","Bartow","903","84","213"
"80 & Older years","Bartow","442","80","133"
"<1 years","Bartow","65","0","4"
"Unknown years","Bartow","76","0","7"
"01-04 years","Ben Hill","36","0","1"
"05-09 years","Ben Hill","30","0","0"
"10-17 years","Ben Hill","143","0","0"
"18-29 years","Ben Hill","344","1","5"
"30-39 years","Ben Hill","260","3","12"
"40-49 years","Ben Hill","248","1","13"
"50-59 years","Ben Hill","269","6","33"
"60-69 years","Ben Hill","229","15","35"
"70-79 years","Ben Hill","156","19","55"
"80 & Older years","Ben Hill","76","19","19"
"<1 years","Ben Hill","7","0","1"
"Unknown years","Ben Hill","1","0","0"
"01-04 years","Berrien","35","0","0"
"05-09 years","Berrien","39","0","0"
"10-17 years","Berrien","144","0","1"
"18-29 years","Berrien","270","0","0"
"30-39 years","Berrien","228","0","3"
"40-49 years","Berrien","182","0","5"
"50-59 years","Berrien","207","4","18"
"60-69 years","Berrien","159","8","21"
"70-79 years","Berrien","112","15","20"
"80 & Older years","Berrien","58","13","15"
"<1 years","Berrien","7","0","0"
"Unknown years","Berrien","2","0","0"
"01-04 years","Bibb","256","0","7"
"05-09 years","Bibb","479","0","0"
"10-17 years","Bibb","1430","0","13"
"18-29 years","Bibb","4127","1","102"
"30-39 years","Bibb","3057","6","145"
"40-49 years","Bibb","2818","24","242"
"50-59 years","Bibb","2554","33","336"
"60-69 years","Bibb","1976","102","479"
"70-79 years","Bibb","1121","127","402"
"80 & Older years","Bibb","680","166","335"
"<1 years","Bibb","71","0","5"
"Unknown years","Bibb","6","0","0"
"01-04 years","Bleckley","15","0","0"
"05-09 years","Bleckley","35","0","0"
"10-17 years","Bleckley","103","0","0"
"18-29 years","Bleckley","238","0","4"
"30-39 years","Bleckley","137","1","4"
"40-49 years","Bleckley","130","1","2"
"50-59 years","Bleckley","131","2","7"
"60-69 years","Bleckley","102","8","13"
"70-79 years","Bleckley","69","4","13"
"80 & Older years","Bleckley","62","18","13"
"<1 years","Bleckley","3","0","0"
"01-04 years","Brantley","31","0","0"
"05-09 years","Brantley","58","0","0"
"10-17 years","Brantley","195","0","1"
"18-29 years","Brantley","324","0","3"
"30-39 years","Brantley","256","0","6"
"40-49 years","Brantley","244","2","18"
"50-59 years","Brantley","276","10","25"
"60-69 years","Brantley","191","8","26"
"70-79 years","Brantley","132","20","36"
"80 & Older years","Brantley","57","10","14"
"<1 years","Brantley","3","0","0"
"Unknown years","Brantley","5","0","0"
"01-04 years","Brooks","24","0","1"
"05-09 years","Brooks","43","0","0"
"10-17 years","Brooks","117","0","0"
"18-29 years","Brooks","240","0","1"
"30-39 years","Brooks","185","0","4"
"40-49 years","Brooks","175","1","13"
"50-59 years","Brooks","200","2","23"
"60-69 years","Brooks","133","8","21"
"70-79 years","Brooks","110","13","20"
"80 & Older years","Brooks","71","18","17"
"<1 years","Brooks","11","0","0"
"01-04 years","Bryan","99","0","0"
"05-09 years","Bryan","203","0","1"
"10-17 years","Bryan","551","0","4"
"18-29 years","Bryan","780","0","18"
"30-39 years","Bryan","713","1","22"
"40-49 years","Bryan","732","2","33"
"50-59 years","Bryan","494","5","40"
"60-69 years","Bryan","337","13","45"
"70-79 years","Bryan","203","12","69"
"80 & Older years","Bryan","76","9","29"
"<1 years","Bryan","27","0","0"
"Unknown years","Bryan","14","0","0"
"01-04 years","Bulloch","140","0","1"
"05-09 years","Bulloch","282","0","2"
"10-17 years","Bulloch","851","0","2"
"18-29 years","Bulloch","2878","0","12"
"30-39 years","Bulloch","982","2","24"
"40-49 years","Bulloch","821","4","27"
"50-59 years","Bulloch","711","11","42"
"60-69 years","Bulloch","504","21","58"
"70-79 years","Bulloch","244","21","47"
"80 & Older years","Bulloch","117","18","39"
"<1 years","Bulloch","46","0","2"
"Unknown years","Bulloch","4","0","0"
"01-04 years","Burke","32","0","0"
"05-09 years","Burke","67","0","0"
"10-17 years","Burke","179","0","1"
"18-29 years","Burke","424","1","10"
"30-39 years","Burke","345","1","15"
"40-49 years","Burke","353","2","21"
"50-59 years","Burke","320","6","37"
