"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","2575","US-13001","13","1","18561","212","74","13873.17","398.69","1416.95","263","568","5"
"Atkinson","1078","US-13003","13","3","8330","153","21","12941.18","252.1","948.38","79","366","3"
"Bacon","1733","US-13005","13","5","11404","123","35","15196.42","306.91","1166.26","133","515","11"
"Baker","225","US-13007","13","7","3116","41","12","7220.8","385.11","385.11","12","120","0"
"Baldwin","4887","US-13009","13","9","44428","355","134","10999.82","301.61","1073.65","477","1217","18"
"Banks","2117","US-13011","13","11","19982","246","47","10594.54","235.21","1010.91","202","275","3"
"Barrow","11448","US-13013","13","13","86383","768","154","13252.61","178.28","1118.28","966","1519","5"
"Bartow","13847","US-13015","13","15","110771","917","246","12500.56","222.08","1028.25","1139","4511","25"
"Ben Hill","1799","US-13017","13","17","16645","174","64","10808.05","384.5","492.64","82","1204","23"
"Berrien","1443","US-13019","13","19","19276","83","40","7485.99","207.51","534.34","103","1781","13"
"Bibb","18575","US-13021","13","21","152150","2066","459","12208.35","301.68","1071.97","1631","4603","50"
"Bleckley","1025","US-13023","13","23","12838","56","34","7984.11","264.84","669.89","86","1098","21"
"Brantley","1772","US-13025","13","25","19202","129","50","9228.21","260.39","1432.14","275","1075","6"
"Brooks","1309","US-13027","13","27","15727","100","42","8323.27","267.06","693.08","109","918","13"
"Bryan","4229","US-13029","13","29","39137","261","42","10805.63","107.32","1231.57","482","1511","3"
"Bulloch","7580","US-13031","13","31","79467","256","77","9538.55","96.9","992.86","789","2992","64"
"Burke","2151","US-13033","13","33","22342","184","42","9627.61","187.99","546.06","122","1266","26"
"Butts","3016","US-13035","13","35","25174","160","85","11980.61","337.65","1096.37","276","1153","7"
"Calhoun","582","US-13037","13","37","6317","85","18","9213.23","284.95","585.72","37","201","0"
"Camden","5331","US-13039","13","39","53924","193","61","9886.14","113.12","938.36","506","1437","10"
"Candler","1044","US-13043","13","43","10837","72","40","9633.66","369.11","922.76","100","410","31"
"Carroll","9097","US-13045","13","45","120119","365","137","7573.32","114.05","598.57","719","5892","121"
"Catoosa","7377","US-13047","13","47","68771","282","73","10726.91","106.15","1122.57","772","1001","8"
"Charlton","1597","US-13049","13","49","13251","90","34","12051.92","256.58","460.34","61","450","9"
"Chatham","30066","US-13051","13","51","292176","2194","502","10290.37","171.81","894.67","2614","4768","30"
"Chattahoochee","4392","US-13053","13","53","10749","36","13","40859.61","120.94","493.07","53","728","4"
"Chattooga","3061","US-13055","13","55","24766","210","69","12359.69","278.61","1994.67","494","794","9"
"Cherokee","28422","US-13057","13","57","266617","1633","353","10660.24","132.4","859.29","2291","11115","19"
"Clarke","15893","US-13059","13","59","129779","614","152","12246.2","117.12","984.75","1278","2545","6"
"Clay","225","US-13061","13","61","2855","12","3","7880.91","105.08","595.45","17","77","0"
"Clayton","31011","US-13063","13","63","304838","1752","552","10172.94","181.08","661.99","2018","3752","30"
"Clinch","976","US-13065","13","65","6656","73","29","14663.46","435.7","1171.88","78","312","2"
"Cobb","76099","US-13067","13","67","790588","3817","1111","9625.62","140.53","674.31","5331","22810","96"
"Coffee","5797","US-13069","13","69","43042","791","158","13468.24","367.08","1061.75","457","1384","35"
"Colquitt","5008","US-13071","13","71","45393","300","94","11032.54","207.08","1262.31","573","1778","44"
"Columbia","13573","US-13073","13","73","158631","586","182","8556.34","114.73","572.4","908","8832","46"
"Cook","1587","US-13075","13","75","17437","116","45","9101.34","258.07","648.05","113","1793","4"
"Coweta","11412","US-13077","13","77","152001","551","246","7507.85","161.84","757.23","1151","7366","14"
"Crawford","725","US-13079","13","79","12228","87","25","5929.02","204.45","547.92","67","249","2"
"Crisp","1734","US-13081","13","81","22289","176","61","7779.62","273.68","349.95","78","1073","35"
"Dade","1624","US-13083","13","83","16162","65","14","10048.26","86.62","996.16","161","276","1"
"Dawson","3696","US-13085","13","85","27021","286","51","13678.25","188.74","1676.47","453","439","1"
"DeKalb","71543","US-13089","13","89","793154","5580","1042","9020.06","131.37","528.77","4194","10394","89"
"Decatur","3012","US-13087","13","87","26322","192","68","11442.9","258.34","1135.93","299","1160","15"
"Dodge","1396","US-13091","13","91","20385","115","57","6848.17","279.62","667.16","136","1861","56"
"Dooly","977","US-13093","13","93","13400","97","34","7291.04","253.73","447.76","60","463","15"
"Dougherty","7859","US-13095","13","95","89905","1192","318","8741.45","353.71","1125.63","1012","2968","24"
"Douglas","15644","US-13097","13","97","151906","1024","208","10298.47","136.93","928.21","1410","4378","46"
"Early","1470","US-13099","13","99","10146","89","44","14488.47","433.67","1103.88","112","253","6"
"Echols","393","US-13101","13","101","3969","13","4","9901.74","100.78","327.54","13","277","5"
"Effingham","6343","US-13103","13","103","64026","382","91","9906.91","142.13","1490.02","954","1614","3"
"Elbert","1811","US-13105","13","105","18945","146","61","9559.25","321.98","823.44","156","1017","15"
"Emanuel","2492","US-13107","13","107","22664","145","56","10995.41","247.09","1358.98","308","1474","31"
"Evans","1065","US-13109","13","109","10687","101","25","9965.38","233.93","907.64","97","420","15"
"Fannin","2846","US-13111","13","111","26320","215","75","10813.07","284.95","1166.41","307","468","9"
"Fayette","8732","US-13113","13","113","117544","436","173","7428.71","147.18","652.52","767","3188","16"
"Floyd","13453","US-13115","13","115","99916","1019","218","13464.31","218.18","1836.54","1835","2538","45"
"Forsyth","23328","US-13117","13","117","252507","1120","211","9238.56","83.56","860.57","2173","6089","9"
"Franklin","2973","US-13119","13","119","23329","200","53","12743.8","227.19","1084.49","253","502","10"
"Fulton","101622","US-13121","13","121","1099181","6204","1428","9245.25","129.91","533.22","5861","18760","113"
"Gilmer","3175","US-13123","13","123","31417","268","89","10105.99","283.29","776.65","244","874","14"
"Glascock","171","US-13125","13","125","3025","25","7","5652.89","231.4","198.35","6","199","12"
"Glynn","11576","US-13127","13","127","86047","580","236","13453.11","274.27","2088.39","1797","2538","24"
"Gordon","7911","US-13129","13","129","58049","381","134","13628.14","230.84","1093.9","635","2316","15"
"Grady","2118","US-13131","13","131","24540","210","60","8630.81","244.5","578.65","142","1034","15"
"Greene","1998","US-13133","13","133","18717","158","57","10674.79","304.54","689.21","129","450","8"
"Gwinnett","100091","US-13135","13","135","971145","5712","1195","10306.49","123.05","485.51","4715","18947","80"
"Habersham","5718","US-13137","13","137","45800","549","159","12484.72","347.16","1150.66","527","687","9"
"Hall","30545","US-13139","13","139","206349","2856","500","14802.59","242.31","1118.98","2309","3033","26"
"Hancock","960","US-13141","13","141","8193","117","67","11717.32","817.77","561.45","46","106","4"
"Haralson","2113","US-13143","13","143","30722","85","37","6877.81","120.43","637.98","196","1277","57"
"Harris","2832","US-13145","13","145","34712","202","67","8158.56","193.02","524.31","182","513","2"
"Hart","2097","US-13147","13","147","26107","146","41","8032.33","157.05","520.93","136","991","18"
"Heard","956","US-13149","13","149","12370","56","19","7728.38","153.6","962","119","398","5"
"Henry","26009","US-13151","13","151","239866","876","347","10843.14","144.66","956.37","2294","8285","26"
"Houston","14479","US-13153","13","153","157039","984","221","9220","140.73","929.07","1459","7456","68"
"Irwin","872","US-13155","13","155","9433","88","19","9244.14","201.42","381.64","36","481","12"
"Jackson","11365","US-13157","13","157","74700","681","155","15214.19","207.5","1547.52","1156","1720","13"
"Jasper","896","US-13159","13","159","14199","79","23","6310.3","161.98","690.19","98","1038","20"
"Jeff Davis","1706","US-13161","13","161","15148","110","38","11262.21","250.86","990.23","150","1016","7"
"Jefferson","1767","US-13163","13","163","15313","178","61","11539.22","398.35","424.48","65","673","9"
"Jenkins","869","US-13165","13","165","8576","91","40","10132.93","466.42","408.12","35","234","5"
"Johnson","971","US-13167","13","167","9661","105","43","10050.72","445.09","745.26","72","485","7"
"Jones","2333","US-13169","13","169","28591","200","59","8159.91","206.36","1066.77","305","667","6"
"Lamar","2064","US-13171","13","171","19347","151","59","10668.32","304.96","1173.31","227","1001","11"
"Lanier","695","US-13173","13","173","10351","31","10","6714.33","96.61","415.42","43","617","4"
"Laurens","5200","US-13175","13","175","47296","390","167","10994.59","353.1","1215.75","575","2956","26"
"Lee","2374","US-13177","13","177","29971","258","63","7920.99","210.2","1081.05","324","1855","8"
"Liberty","5807","US-13179","13","179","61904","283","70","9380.65","113.08","1612.17","998","861","6"
"Lincoln","641","US-13181","13","181","8125","62","25","7889.23","307.69","541.54","44","423","3"
