"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","409174","6224","26215"
"Male","Georgia","349301","7069","25297"
"Unknown","Georgia","11350","31","220"
"Female","Appling","937","21","71"
"Male","Appling","779","30","73"
"Unknown","Appling","11","0","0"
"Female","Atkinson","400","6","56"
"Male","Atkinson","344","9","52"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","519","11","31"
"Male","Bacon","464","14","41"
"Unknown","Bacon","27","0","1"
"Female","Baker","80","2","13"
"Male","Baker","73","4","18"
"Female","Baldwin","1958","25","125"
"Male","Baldwin","1575","67","153"
"Unknown","Baldwin","24","0","1"
"Female","Banks","807","17","98"
"Male","Banks","660","11","73"
"Unknown","Banks","16","0","0"
"Female","Barrow","4038","55","264"
"Male","Barrow","3420","48","240"
"Unknown","Barrow","38","0","1"
"Female","Bartow","4870","75","295"
"Male","Bartow","4317","89","323"
"Unknown","Bartow","106","0","1"
"Female","Ben Hill","832","23","80"
"Male","Ben Hill","602","27","63"
"Unknown","Ben Hill","4","0","0"
"Female","Berrien","533","13","35"
"Male","Berrien","433","13","29"
"Unknown","Berrien","7","0","0"
"Female","Bibb","6836","165","806"
"Male","Bibb","5068","150","697"
"Unknown","Bibb","168","0","3"
"Female","Bleckley","439","18","23"
"Male","Bleckley","313","14","22"
"Unknown","Bleckley","7","0","0"
"Female","Brantley","448","10","35"
"Male","Brantley","367","12","26"
"Unknown","Brantley","5","0","0"
"Female","Brooks","495","10","43"
"Male","Brooks","362","25","38"
"Unknown","Brooks","18","0","0"
"Female","Bryan","1202","12","68"
"Male","Bryan","1035","12","79"
"Unknown","Bryan","21","0","0"
"Female","Bulloch","2647","29","106"
"Male","Bulloch","2044","18","80"
"Unknown","Bulloch","57","0","0"
"Female","Burke","877","14","67"
"Male","Burke","698","13","63"
"Unknown","Burke","8","0","1"
"Female","Butts","885","28","39"
"Male","Butts","852","32","64"
"Unknown","Butts","116","1","3"
"Female","Calhoun","210","8","33"
"Male","Calhoun","203","5","34"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1497","12","64"
"Male","Camden","1349","12","48"
"Unknown","Camden","21","0","0"
"Female","Candler","382","13","28"
"Male","Candler","321","19","26"
"Unknown","Candler","2","0","0"
"Female","Carroll","3491","56","133"
"Male","Carroll","3083","59","142"
"Unknown","Carroll","37","0","1"
"Female","Catoosa","2556","28","108"
"Male","Catoosa","2072","23","86"
"Unknown","Catoosa","81","0","0"
"Female","Charlton","412","7","27"
"Male","Charlton","566","8","26"
"Unknown","Charlton","6","0","0"
"Female","Chatham","9338","146","685"
"Male","Chatham","7581","165","649"
"Unknown","Chatham","178","0","3"
"Female","Chattahoochee","210","1","8"
"Male","Chattahoochee","2266","2","13"
"Unknown","Chattahoochee","9","0","0"
"Female","Chattooga","1075","23","59"
"Male","Chattooga","912","30","79"
"Unknown","Chattooga","11","0","0"
"Female","Cherokee","9817","100","490"
"Male","Cherokee","8565","119","561"
"Unknown","Cherokee","186","0","3"
"Female","Clarke","6372","41","204"
"Male","Clarke","4984","56","200"
"Unknown","Clarke","53","0","2"
"Female","Clay","100","1","3"
"Male","Clay","71","2","6"
"Unknown","Clay","4","0","0"
"Female","Clayton","10652","168","617"
"Male","Clayton","8137","156","517"
"Unknown","Clayton","137","0","1"
"Female","Clinch","350","6","30"
"Male","Clinch","323","15","31"
"Unknown","Clinch","6","0","0"
"Female","Cobb","27639","333","1302"
"Male","Cobb","24149","400","1313"
"Unknown","Cobb","373","0","6"
"Female","Coffee","2178","56","326"
"Male","Coffee","1826","51","258"
"Unknown","Coffee","24","0","0"
"Female","Colquitt","1590","21","107"
"Male","Colquitt","1488","34","101"
"Unknown","Colquitt","26","1","0"
"Female","Columbia","5305","55","187"
"Male","Columbia","4593","71","200"
"Unknown","Columbia","43","1","3"
"Female","Cook","625","10","55"
"Male","Cook","451","17","46"
"Unknown","Cook","30","6","2"
"Female","Coweta","3873","51","120"
"Male","Coweta","3476","69","133"
"Unknown","Coweta","28","1","0"
"Female","Crawford","261","8","38"
"Male","Crawford","211","3","19"
"Unknown","Crawford","5","0","1"
"Female","Crisp","722","14","81"
"Male","Crisp","536","22","60"
"Unknown","Crisp","19","0","0"
"Female","Dade","515","6","25"
"Male","Dade","470","2","22"
"Unknown","Dade","19","0","0"
"Female","Dawson","1284","11","97"
"Male","Dawson","1104","18","112"
"Unknown","Dawson","33","0","0"
"Female","DeKalb","25989","303","2023"
"Male","DeKalb","21600","348","1798"
"Unknown","DeKalb","595","0","13"
"Female","Decatur","1118","25","72"
"Male","Decatur","844","23","60"
"Unknown","Decatur","41","0","0"
"Female","Dodge","558","25","50"
"Male","Dodge","458","26","50"
"Unknown","Dodge","27","1","0"
"Female","Dooly","389","12","39"
"Male","Dooly","306","14","38"
"Unknown","Dooly","7","0","0"
"Female","Dougherty","3029","133","513"
"Male","Dougherty","2009","115","386"
"Unknown","Dougherty","28","0","0"
"Female","Douglas","5504","63","375"
"Male","Douglas","4504","72","304"
"Unknown","Douglas","46","0","1"
"Female","Early","567","23","41"
"Male","Early","349","17","24"
"Unknown","Early","9","0","0"
"Female","Echols","131","0","3"
"Male","Echols","212","2","8"
"Unknown","Echols","5","0","0"
"Female","Effingham","1699","20","99"
"Male","Effingham","1513","28","108"
"Unknown","Effingham","29","0","0"
"Female","Elbert","842","18","68"
"Male","Elbert","581","20","39"
"Unknown","Elbert","9","0","2"
"Female","Emanuel","951","30","67"
"Male","Emanuel","684","21","46"
"Unknown","Emanuel","13","0","0"
"Female","Evans","383","5","47"
"Male","Evans","284","6","18"
"Unknown","Evans","21","0","0"
"Female","Fannin","983","23","76"
"Male","Fannin","831","25","77"
"Unknown","Fannin","39","0","0"
"Female","Fayette","2823","45","95"
"Male","Fayette","2523","62","109"
"Unknown","Fayette","35","1","0"
"Female","Floyd","4735","56","335"
"Male","Floyd","3991","86","362"
"Unknown","Floyd","76","0","5"
"Female","Forsyth","7310","45","349"
"Male","Forsyth","6942","77","478"
"Unknown","Forsyth","594","0","5"
"Female","Franklin","1206","11","75"
"Male","Franklin","948","22","62"
"Unknown","Franklin","15","0","0"
"Female","Fulton","36701","436","1945"
"Male","Fulton","32613","506","1910"
"Unknown","Fulton","572","2","7"
"Female","Gilmer","1198","21","93"
"Male","Gilmer","957","29","82"
"Unknown","Gilmer","85","0","2"
"Female","Glascock","59","2","8"
"Male","Glascock","64","3","11"
"Unknown","Glascock","10","0","0"
"Female","Glynn","3124","64","211"
"Male","Glynn","2834","73","192"
"Unknown","Glynn","46","0","2"
"Female","Gordon","2855","36","126"
"Male","Gordon","2449","46","132"
"Unknown","Gordon","86","0","1"
"Female","Grady","803","16","77"
"Male","Grady","606","25","74"
"Unknown","Grady","21","0","1"
"Female","Greene","730","19","54"
"Male","Greene","591","18","52"
"Unknown","Greene","3","0","0"
"Female","Gwinnett","39776","352","2398"
"Male","Gwinnett","34977","413","2239"
"Unknown","Gwinnett","1077","3","15"
"Female","Habersham","2393","72","212"
"Male","Habersham","1984","51","227"
"Unknown","Habersham","47","0","2"
"Female","Hall","12048","154","1019"
"Male","Hall","10600","178","1094"
"Unknown","Hall","357","0","2"
"Female","Hancock","371","22","46"
"Male","Hancock","388","32","45"
"Unknown","Hancock","7","0","0"
"Female","Haralson","791","12","33"
"Male","Haralson","707","17","23"
"Unknown","Haralson","23","0","0"
"Female","Harris","966","20","65"
"Male","Harris","821","22","67"
"Unknown","Harris","58","0","0"
"Female","Hart","902","16","54"
"Male","Hart","665","16","52"
"Unknown","Hart","10","0","0"
"Female","Heard","295","9","15"
"Male","Heard","256","3","21"
"Female","Henry","8905","90","243"
"Male","Henry","6950","117","201"
"Unknown","Henry","80","0","0"
"Female","Houston","4786","63","310"
"Male","Houston","3979","83","291"
"Unknown","Houston","85","0","2"
"Female","Irwin","343","9","38"
"Male","Irwin","302","6","36"
"Unknown","Irwin","3","0","0"
"Female","Jackson","4103","46","182"
"Male","Jackson","3467","59","228"
"Unknown","Jackson","45","0","2"
"Female","Jasper","308","3","23"
"Male","Jasper","268","10","26"
"Unknown","Jasper","4","0","0"
"Female","Jeff Davis","610","13","37"
"Male","Jeff Davis","557","20","55"
"Unknown","Jeff Davis","7","0","0"
"Female","Jefferson","859","23","74"
"Male","Jefferson","603","26","62"
"Unknown","Jefferson","12","1","2"
"Female","Jenkins","412","16","35"
"Male","Jenkins","275","20","42"
"Female","Johnson","369","15","45"
"Male","Johnson","364","21","47"
"Unknown","Johnson","1","0","0"
"Female","Jones","826","12","68"
"Male","Jones","594","18","59"
"Unknown","Jones","4","0","0"
"Female","Lamar","651","14","40"
"Male","Lamar","521","19","42"
"Unknown","Lamar","7","0","0"
"Female","Lanier","199","2","8"
"Male","Lanier","252","5","17"
"Unknown","Lanier","5","0","0"
"Female","Laurens","1993","51","154"
"Male","Laurens","1454","78","168"
"Unknown","Laurens","32","1","1"
"Female","Lee","814","21","77"
"Male","Lee","674","19","83"
"Unknown","Lee","5","0","0"
"Female","Liberty","1362","16","94"
"Male","Liberty","1126","25","92"
"Unknown","Liberty","36","0","0"
"Female","Lincoln","249","7","24"
"Male","Lincoln","195","9","19"
"Unknown","Lincoln","13","0","0"
"Female","Long","327","2","23"
"Male","Long","271","7","21"
"Unknown","Long","3","0","0"
"Female","Lowndes","3843","66","174"
"Male","Lowndes","3093","55","142"
"Unknown","Lowndes","69","0","2"
"Female","Lumpkin","1398","29","135"
"Male","Lumpkin","1157","20","119"
"Unknown","Lumpkin","16","0","0"
"Female","Macon","286","5","30"
"Male","Macon","253","14","40"
"Unknown","Macon","1","0","1"
"Female","Madison","1321","12","55"
"Male","Madison","1109","17","63"
"Unknown","Madison","9","0","0"
"Female","Marion","212","7","14"
"Male","Marion","136","5","15"
"Unknown","Marion","4","0","0"
"Female","McDuffie","800","20","76"
"Male","McDuffie","598","11","54"
"Unknown","McDuffie","101","0","1"
"Female","McIntosh","298","8","23"
"Male","McIntosh","247","3","25"
"Unknown","McIntosh","8","0","0"
"Female","Meriwether","790","17","65"
"Male","Meriwether","531","18","51"
"Unknown","Meriwether","7","0","0"
"Female","Miller","331","1","16"
"Male","Miller","250","3","14"
"Unknown","Miller","5","0","0"
"Female","Mitchell","763","31","109"
"Male","Mitchell","662","37","103"
"Unknown","Mitchell","4","0","0"
"Female","Monroe","904","38","79"
"Male","Monroe","752","36","81"
"Unknown","Monroe","20","0","0"
"Female","Montgomery","370","10","21"
"Male","Montgomery","303","9","18"
"Unknown","Montgomery","5","0","0"
"Female","Morgan","582","4","26"
"Male","Morgan","469","6","39"
"Unknown","Morgan","9","0","1"
"Female","Murray","1951","20","88"
"Male","Murray","1677","32","107"
"Unknown","Murray","64","2","8"
"Female","Muscogee","6682","144","477"
"Male","Muscogee","5090","128","440"
"Unknown","Muscogee","270","6","2"
"Female","Newton","3625","81","275"
"Male","Newton","2731","84","237"
"Unknown","Newton","90","0","1"
"Female","Non-GA Resident/Unknown State","9899","151","460"
"Male","Non-GA Resident/Unknown State","11609","195","599"
"Unknown","Non-GA Resident/Unknown State","2385","0","40"
"Female","Oconee","1384","21","59"
"Male","Oconee","1179","29","53"
"Unknown","Oconee","8","0","0"
"Female","Oglethorpe","605","4","31"
"Male","Oglethorpe","446","14","34"
"Unknown","Oglethorpe","3","0","0"
"Female","Paulding","4841","67","153"
"Male","Paulding","3992","70","121"
"Unknown","Paulding","124","0","7"
"Female","Peach","919","21","102"
"Male","Peach","696","18","78"
"Unknown","Peach","11","0","1"
"Female","Pickens","1194","17","84"
"Male","Pickens","951","24","81"
"Unknown","Pickens","34","0","0"
"Female","Pierce","642","17","57"
"Male","Pierce","486","17","62"
"Unknown","Pierce","6","0","0"
"Female","Pike","497","8","38"
"Male","Pike","413","11","21"
"Unknown","Pike","10","0","1"
"Female","Polk","1863","34","155"
"Male","Polk","1620","29","155"
"Unknown","Polk","34","0","2"
"Female","Pulaski","358","15","27"
"Male","Pulaski","188","11","22"
"Unknown","Pulaski","2","0","0"
"Female","Putnam","839","15","57"
"Male","Putnam","727","28","67"
"Unknown","Putnam","6","0","0"
"Female","Quitman","43","0","4"
"Male","Quitman","31","1","5"
"Female","Rabun","724","15","77"
"Male","Rabun","642","19","63"
"Unknown","Rabun","11","0","1"
"Female","Randolph","256","20","42"
"Male","Randolph","179","10","30"
"Female","Richmond","9583","120","547"
"Male","Richmond","7744","181","567"
"Unknown","Richmond","139","1","17"
"Female","Rockdale","2826","47","357"
"Male","Rockdale","2176","56","307"
"Unknown","Rockdale","62","0","3"
"Female","Schley","100","0","9"
"Male","Schley","90","2","9"
