"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3529","US-13001","13","1","18561","269","111","19012.98","598.03","0","0","1237","13","22"
"Atkinson","1553","US-13003","13","3","8330","217","40","18643.46","480.19","0","0","582","8","23"
"Bacon","2408","US-13005","13","5","11404","199","59","21115.4","517.36","0","0","988","12","11"
"Baker","314","US-13007","13","7","3116","46","13","10077.02","417.2","0","0","221","1","3"
"Baldwin","7310","US-13009","13","9","44428","441","197","16453.59","443.41","4.5","2","2202","37","21"
"Banks","3383","US-13011","13","11","19982","340","80","16930.24","400.36","50.05","10","518","8","6"
"Barrow","19497","US-13013","13","13","86383","1004","242","22570.41","280.15","45.15","39","2376","9","7"
"Bartow","21649","US-13015","13","15","110771","1229","386","19543.92","348.47","46.04","51","7515","57","113"
"Ben Hill","2166","US-13017","13","17","16645","189","74","13012.92","444.58","12.02","2","2131","48","69"
"Berrien","2025","US-13019","13","19","19276","110","58","10505.29","300.89","5.19","1","2907","24","41"
"Bibb","28843","US-13021","13","21","152150","2776","694","18956.95","456.13","9.86","15","8248","85","82"
"Bleckley","1460","US-13023","13","23","12838","75","43","11372.49","334.94","0","0","1852","53","74"
"Brantley","2471","US-13025","13","25","19202","184","90","12868.45","468.7","5.21","1","1650","18","40"
"Brooks","1892","US-13027","13","27","15727","158","64","12030.27","406.94","12.72","2","1521","20","25"
"Bryan","6901","US-13029","13","29","39137","405","75","17632.93","191.63","61.32","24","2201","16","18"
"Bulloch","10505","US-13031","13","31","79467","375","109","13219.32","137.16","5.03","4","4812","154","229"
"Burke","2969","US-13033","13","33","22342","237","64","13288.87","286.46","4.48","1","2302","44","33"
"Butts","4723","US-13035","13","35","25174","270","141","18761.42","560.1","7.94","2","1741","13","15"
"Calhoun","987","US-13037","13","37","6317","103","21","15624.51","332.44","15.83","1","353","1","3"
"Camden","8752","US-13039","13","39","53924","254","100","16230.25","185.45","37.09","20","2612","18","36"
"Candler","1395","US-13043","13","43","10837","102","54","12872.57","498.29","0","0","772","40","41"
"Carroll","14433","US-13045","13","45","120119","450","184","12015.58","153.18","16.65","20","9257","267","332"
"Catoosa","12601","US-13047","13","47","68771","396","126","18323.13","183.22","120.69","83","1983","36","40"
"Charlton","2227","US-13049","13","49","13251","121","47","16806.28","354.69","90.56","12","785","15","20"
"Chatham","53646","US-13051","13","51","292176","3282","803","18360.85","274.83","46.21","135","9889","71","67"
"Chattahoochee","6578","US-13053","13","53","10749","56","17","61196.39","158.15","679.13","73","875","5","3"
"Chattooga","5261","US-13055","13","55","24766","318","115","21242.83","464.35","24.23","6","1364","17","20"
"Cherokee","45301","US-13057","13","57","266617","2369","579","16991.04","217.17","33.76","90","17751","41","57"
"Clarke","26216","US-13059","13","59","129779","1174","216","20200.49","166.44","33.9","44","3437","11","6"
"Clay","364","US-13061","13","61","2855","14","6","12749.56","210.16","0","0","163","0","4"
"Clayton","58078","US-13063","13","63","304838","3163","897","19052.09","294.25","25.26","77","5837","65","21"
"Clinch","1390","US-13065","13","65","6656","99","40","20883.41","600.96","0","0","729","2","10"
"Cobb","138288","US-13067","13","67","790588","4793","1635","17491.79","206.81","57.55","455","35770","143","255"
"Coffee","8615","US-13069","13","69","43042","1114","231","20015.33","536.69","0","0","2480","53","115"
"Colquitt","7963","US-13071","13","71","45393","402","171","17542.35","376.71","15.42","7","3087","71","38"
"Columbia","20707","US-13073","13","73","158631","864","313","13053.56","197.31","22.69","36","15214","68","93"
"Cook","2067","US-13075","13","75","17437","143","57","11854.1","326.89","0","0","2818","17","28"
"Coweta","20925","US-13077","13","77","152001","1412","425","13766.36","279.6","30.26","46","12004","57","58"
"Crawford","1186","US-13079","13","79","12228","122","45","9699.05","368.01","0","0","575","9","6"
"Crisp","2545","US-13081","13","81","22289","201","71","11418.19","318.54","0","0","2101","65","103"
"Dade","2616","US-13083","13","83","16162","100","25","16186.12","154.68","210.37","34","677","3","9"
"Dawson","6158","US-13085","13","85","27021","395","97","22789.68","358.98","74.02","20","701","4","4"
"DeKalb","131533","US-13089","13","89","793154","8235","1545","16583.54","194.79","78.55","623","17830","163","72"
"Decatur","5304","US-13087","13","87","26322","262","94","20150.44","357.12","7.6","2","1863","35","71"
"Dodge","2109","US-13091","13","91","20385","134","70","10345.84","343.39","4.91","1","3080","80","86"
"Dooly","1532","US-13093","13","93","13400","109","39","11432.84","291.04","0","0","833","29","32"
"Dougherty","14134","US-13095","13","95","89905","1569","447","15721.04","497.19","8.9","8","5350","45","25"
