Ethnicity,race,Confirmed_Cases,Deaths
Hispanic/Latino,African-American/Black,885,13
Hispanic/Latino,American Indian/Alaska Native,44,0
Hispanic/Latino,Asian,89,0
Hispanic/Latino,Native Hawaiian/Pacific Islander,93,0
Hispanic/Latino,Other,14570,154
Hispanic/Latino,Unknown,5758,7
Hispanic/Latino,White,19393,256
Non-Hispanic/Latino,African-American/Black,70616,2851
Non-Hispanic/Latino,American Indian/Alaska Native,129,7
Non-Hispanic/Latino,Asian,3882,130
Non-Hispanic/Latino,Native Hawaiian/Pacific Islander,210,6
Non-Hispanic/Latino,Other,3635,17
Non-Hispanic/Latino,Unknown,2879,29
Non-Hispanic/Latino,White,83312,3448
Unknown,African-American/Black,12514,17
Unknown,American Indian/Alaska Native,53,0
Unknown,Asian,1189,0
Unknown,Native Hawaiian/Pacific Islander,84,0
Unknown,Other,5188,4
Unknown,Unknown,77547,61
Unknown,White,15956,21
