"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3551","US-13001","13","1","18561","273","113","19131.51","608.8","0","0","1257","13","22"
"Atkinson","1566","US-13003","13","3","8330","220","40","18799.52","480.19","0","0","584","8","23"
"Bacon","2439","US-13005","13","5","11404","205","64","21387.23","561.21","8.77","1","1001","12","11"
"Baker","315","US-13007","13","7","3116","46","14","10109.11","449.29","0","0","221","1","3"
"Baldwin","7312","US-13009","13","9","44428","441","198","16458.09","445.66","9","4","2203","38","21"
"Banks","3395","US-13011","13","11","19982","346","84","16990.29","420.38","50.05","10","519","8","6"
"Barrow","19509","US-13013","13","13","86383","1009","246","22584.3","284.78","60.2","52","2372","9","7"
"Bartow","21664","US-13015","13","15","110771","1231","386","19557.47","348.47","35.21","39","7550","57","114"
"Ben Hill","2168","US-13017","13","17","16645","189","74","13024.93","444.58","12.02","2","2132","48","69"
"Berrien","2028","US-13019","13","19","19276","110","58","10520.85","300.89","5.19","1","2907","25","42"
"Bibb","28860","US-13021","13","21","152150","2778","694","18968.12","456.13","15.12","23","8256","87","82"
"Bleckley","1461","US-13023","13","23","12838","75","44","11380.28","342.73","7.79","1","1852","53","74"
"Brantley","2483","US-13025","13","25","19202","184","90","12930.94","468.7","0","0","1658","18","40"
"Brooks","1895","US-13027","13","27","15727","158","65","12049.34","413.3","31.79","5","1521","20","25"
"Bryan","6907","US-13029","13","29","39137","406","75","17648.26","191.63","53.66","21","2214","16","18"
"Bulloch","10515","US-13031","13","31","79467","375","109","13231.91","137.16","8.81","7","4817","154","229"
"Burke","2973","US-13033","13","33","22342","238","64","13306.78","286.46","8.95","2","2304","45","33"
"Butts","4726","US-13035","13","35","25174","270","141","18773.34","560.1","11.92","3","1742","13","15"
"Calhoun","987","US-13037","13","37","6317","103","21","15624.51","332.44","15.83","1","354","1","3"
"Camden","8755","US-13039","13","39","53924","254","101","16235.81","187.3","35.23","19","2611","18","36"
"Candler","1396","US-13043","13","43","10837","103","54","12881.79","498.29","9.23","1","771","42","41"
"Carroll","14439","US-13045","13","45","120119","451","185","12020.58","154.01","14.15","17","9263","271","335"
"Catoosa","12620","US-13047","13","47","68771","398","126","18350.76","183.22","87.25","60","1995","36","40"
"Charlton","2229","US-13049","13","49","13251","121","47","16821.37","354.69","15.09","2","786","15","20"
"Chatham","53714","US-13051","13","51","292176","3296","804","18384.12","275.18","59.21","173","9946","73","68"
"Chattahoochee","6579","US-13053","13","53","10749","56","17","61205.69","158.15","9.3","1","875","5","3"
"Chattooga","5262","US-13055","13","55","24766","318","115","21246.87","464.35","8.08","2","1375","17","20"
"Cherokee","45348","US-13057","13","57","266617","2373","581","17008.67","217.92","45.01","120","17769","41","57"
"Clarke","26240","US-13059","13","59","129779","1183","219","20218.99","168.75","48.54","63","3437","11","6"
"Clay","364","US-13061","13","61","2855","14","6","12749.56","210.16","0","0","164","0","4"
"Clayton","58148","US-13063","13","63","304838","3177","898","19075.05","294.58","31.49","96","5848","67","21"
"Clinch","1390","US-13065","13","65","6656","98","40","20883.41","600.96","15.02","1","727","2","10"
"Cobb","138521","US-13067","13","67","790588","4801","1641","17521.26","207.57","61.22","484","35825","147","255"
"Coffee","8583","US-13069","13","69","43042","1109","229","19940.99","532.04","4.65","2","2463","53","115"
"Colquitt","7961","US-13071","13","71","45393","403","171","17537.95","376.71","13.22","6","3085","71","38"
"Columbia","20749","US-13073","13","73","158631","864","314","13080.04","197.94","35.3","56","15221","70","93"
"Cook","2067","US-13075","13","75","17437","143","57","11854.1","326.89","0","0","2818","18","30"
"Coweta","20959","US-13077","13","77","152001","1424","426","13788.73","280.26","39.47","60","12005","60","60"
"Crawford","1185","US-13079","13","79","12228","122","45","9690.87","368.01","0","0","576","9","6"
"Crisp","2543","US-13081","13","81","22289","201","71","11409.22","318.54","0","0","2101","65","104"
"Dade","2621","US-13083","13","83","16162","100","25","16217.05","154.68","123.75","20","678","3","9"
"Dawson","6161","US-13085","13","85","27021","396","97","22800.78","358.98","51.81","14","701","4","4"
"DeKalb","131853","US-13089","13","89","793154","8251","1551","16623.88","195.55","87.88","697","17874","165","73"
"Decatur","5306","US-13087","13","87","26322","262","94","20158.04","357.12","7.6","2","1865","36","72"
"Dodge","2109","US-13091","13","91","20385","134","70","10345.84","343.39","4.91","1","3084","80","86"
"Dooly","1532","US-13093","13","93","13400","109","40","11432.84","298.51","0","0","831","29","33"
"Dougherty","14141","US-13095","13","95","89905","1569","449","15728.82","499.42","14.46","13","5396","45","25"
"Douglas","28296","US-13097","13","97","151906","1284","322","18627.31","211.97","36.86","56","6588","75","124"
"Early","2104","US-13099","13","99","10146","116","55","20737.24","542.09","0","0","623","7","17"
"Echols","466","US-13101","13","101","3969","17","6","11740.99","151.17","0","0","467","6","9"
"Effingham","10315","US-13103","13","103","64026","600","167","16110.64","260.83","31.24","20","2833","26","24"
"Elbert","2646","US-13105","13","105","18945","259","81","13966.75","427.55","10.56","2","1888","27","28"
"Emanuel","3432","US-13107","13","107","22664","203","80","15142.96","352.98","4.41","1","2460","78","188"
"Evans","1516","US-13109","13","109","10687","126","41","14185.46","383.64","9.36","1","856","24","40"
"Fannin","4160","US-13111","13","111","26320","339","132","15805.47","501.52","26.6","7","944","24","19"
"Fayette","17065","US-13113","13","113","117544","964","278","14517.97","236.51","49.34","58","5405","40","25"
"Floyd","22983","US-13115","13","115","99916","1543","420","23002.32","420.35","16.01","16","4237","100","122"
"Forsyth","44343","US-13117","13","117","252507","1543","378","17561.1","149.7","61.78","156","10330","16","15"
"Franklin","4385","US-13119","13","119","23329","263","78","18796.35","334.35","17.15","4","958","23","12"
"Fulton","187754","US-13121","13","121","1099181","9986","2092","17081.26","190.32","90.43","994","30330","208","151"
"Gilmer","4648","US-13123","13","123","31417","455","148","14794.54","471.08","25.46","8","2242","27","26"
"Glascock","269","US-13125","13","125","3025","28","8","8892.56","264.46","0","0","337","17","8"
"Glynn","18158","US-13127","13","127","86047","762","360","21102.42","418.38","20.92","18","4997","46","44"
"Gordon","11924","US-13129","13","129","58049","495","231","20541.27","397.94","32.73","19","4482","33","43"
"Grady","3691","US-13131","13","131","24540","273","83","15040.75","338.22","4.07","1","2040","28","30"
"Greene","3174","US-13133","13","133","18717","272","75","16957.85","400.71","42.74","8","751","10","5"
"Gwinnett","175747","US-13135","13","135","971145","7557","1756","18096.89","180.82","51.9","504","32538","116","88"
"Habersham","8398","US-13137","13","137","45800","719","240","18336.24","524.02","13.1","6","1585","23","20"
"Hall","47016","US-13139","13","139","206349","3559","792","22784.7","383.82","33.44","69","6382","47","36"
"Hancock","1369","US-13141","13","141","8193","132","82","16709.39","1000.85","0","0","203","8","4"
"Haralson","3456","US-13143","13","143","30722","111","64","11249.27","208.32","9.76","3","1944","108","69"
"Harris","5155","US-13145","13","145","34712","338","100","14850.77","288.08","8.64","3","917","12","21"
"Hart","3207","US-13147","13","147","26107","204","61","12284.06","233.65","11.49","3","1622","37","24"
"Heard","1474","US-13149","13","149","12370","98","34","11915.93","274.86","16.17","2","692","18","25"
"Henry","45756","US-13151","13","151","239866","2075","628","19075.65","261.81","38.77","93","12092","55","47"
"Houston","23169","US-13153","13","153","157039","1194","332","14753.66","211.41","36.3","57","16182","165","371"
"Irwin","1042","US-13155","13","155","9433","102","24","11046.33","254.43","0","0","842","25","23"
"Jackson","18544","US-13157","13","157","74700","1027","273","24824.63","365.46","52.21","39","2647","18","10"
"Jasper","1683","US-13159","13","159","14199","159","39","11852.95","274.67","35.21","5","1448","33","15"
"Jeff Davis","2318","US-13161","13","161","15148","134","47","15302.35","310.27","0","0","1606","24","94"
"Jefferson","2241","US-13163","13","163","15313","213","80","14634.62","522.43","19.59","3","1399","30","33"
"Jenkins","1078","US-13165","13","165","8576","105","45","12569.96","524.72","23.32","2","416","21","40"
"Johnson","1474","US-13167","13","167","9661","129","57","15257.22","590","0","0","774","15","22"
"Jones","3740","US-13169","13","169","28591","322","98","13081.04","342.77","3.5","1","1292","10","13"
"Lamar","3288","US-13171","13","171","19347","233","97","16994.88","501.37","10.34","2","1551","15","20"
"Lanier","1095","US-13173","13","173","10351","45","17","10578.69","164.24","0","0","1169","7","14"
"Laurens","8594","US-13175","13","175","47296","474","243","18170.67","513.79","6.34","3","5119","55","55"
"Lee","3849","US-13177","13","177","29971","357","93","12842.41","310.3","10.01","3","3374","10","9"
"Liberty","10981","US-13179","13","179","61904","387","104","17738.76","168","37.15","23","1323","40","27"
"Lincoln","864","US-13181","13","181","8125","85","29","10633.85","356.92","12.31","1","737","6","7"
"Long","2235","US-13183","13","183","19915","95","26","11222.7","130.55","25.11","5","535","8","7"
"Lowndes","15291","US-13185","13","185","117878","676","279","12971.89","236.69","18.66","22","15699","110","211"
"Lumpkin","6600","US-13187","13","187","33802","489","112","19525.47","331.34","50.29","17","563","20","3"
"Macon","1206","US-13193","13","193","12988","117","41","9285.49","315.68","7.7","1","935","8","13"
"Madison","5963","US-13195","13","195","30177","414","97","19760.08","321.44","0","0","960","11","6"
"Marion","965","US-13197","13","197","8293","95","42","11636.32","506.45","12.06","1","548","8","9"
"McDuffie","2988","US-13189","13","189","21597","266","75","13835.25","347.27","32.41","7","2052","22","35"
"McIntosh","1972","US-13191","13","191","14567","105","33","13537.45","226.54","0","0","479","4","4"
"Meriwether","3260","US-13199","13","199","21020","307","121","15509.04","575.64","28.54","6","1200","23","10"
"Miller","1293","US-13201","13","201","5764","61","19","22432.34","329.63","34.7","2","411","11","7"
