"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","2417","US-13001","13","1","18561","204","70","13021.93","377.13","1346.91","250","538","5"
"Atkinson","1023","US-13003","13","3","8330","148","20","12280.91","240.1","1164.47","97","343","3"
"Bacon","1662","US-13005","13","5","11404","116","34","14573.83","298.14","1253.95","143","509","11"
"Baker","218","US-13007","13","7","3116","41","11","6996.15","353.02","577.66","18","109","0"
"Baldwin","4576","US-13009","13","9","44428","350","127","10299.81","285.86","846.31","376","1120","18"
"Banks","1975","US-13011","13","11","19982","234","43","9883.9","215.19","760.68","152","247","3"
"Barrow","10840","US-13013","13","13","86383","728","149","12548.77","172.49","1056.92","913","1444","5"
"Bartow","13086","US-13015","13","15","110771","892","234","11813.56","211.25","892.83","989","4353","19"
"Ben Hill","1760","US-13017","13","17","16645","170","62","10573.75","372.48","913.19","152","1095","23"
"Berrien","1380","US-13019","13","19","19276","81","40","7159.16","207.51","762.61","147","1620","13"
"Bibb","17520","US-13021","13","21","152150","2033","446","11514.95","293.13","1161.35","1767","4246","50"
"Bleckley","968","US-13023","13","23","12838","53","32","7540.12","249.26","529.68","68","1032","20"
"Brantley","1617","US-13025","13","25","19202","111","43","8421","223.94","1765.44","339","1043","6"
"Brooks","1251","US-13027","13","27","15727","99","40","7954.47","254.34","775.74","122","841","13"
"Bryan","3957","US-13029","13","29","39137","246","40","10110.64","102.21","1607.17","629","1422","3"
"Bulloch","7175","US-13031","13","31","79467","249","71","9028.91","89.35","1352.76","1075","2908","62"
"Burke","2094","US-13033","13","33","22342","178","42","9372.48","187.99","649","145","1178","26"
"Butts","2874","US-13035","13","35","25174","155","84","11416.54","333.68","1120.2","282","1069","7"
"Calhoun","567","US-13037","13","37","6317","84","17","8975.78","269.12","902.33","57","196","0"
"Camden","5087","US-13039","13","39","53924","187","56","9433.65","103.85","1177.58","635","1285","9"
"Candler","1010","US-13043","13","43","10837","72","39","9319.92","359.88","1162.68","126","370","31"
"Carroll","8650","US-13045","13","45","120119","364","135","7201.19","112.39","476.19","572","5557","120"
"Catoosa","6962","US-13047","13","47","68771","281","70","10123.45","101.79","824.48","567","945","8"
"Charlton","1561","US-13049","13","49","13251","85","34","11780.24","256.58","626.37","83","441","8"
"Chatham","28479","US-13051","13","51","292176","2095","481","9747.21","164.63","1109.95","3243","4388","29"
