"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","6197","1","128"
"05-09 years","Georgia","9815","1","90"
"10-17 years","Georgia","35609","5","383"
"18-29 years","Georgia","123892","69","2621"
"30-39 years","Georgia","85024","154","3435"
"40-49 years","Georgia","81846","358","4997"
"50-59 years","Georgia","76451","878","7081"
"60-69 years","Georgia","51488","1883","8191"
"70-79 years","Georgia","30070","2641","7300"
"80 & Older years","Georgia","18198","3563","5732"
"<1 years","Georgia","1818","0","99"
"Unknown years","Georgia","3647","1","82"
"01-04 years","Appling","19","0","0"
"05-09 years","Appling","39","0","0"
"10-17 years","Appling","111","0","1"
"18-29 years","Appling","252","1","4"
"30-39 years","Appling","190","1","5"
"40-49 years","Appling","190","2","15"
"50-59 years","Appling","214","5","18"
"60-69 years","Appling","171","9","33"
"70-79 years","Appling","119","12","26"
"80 & Older years","Appling","53","12","20"
"<1 years","Appling","3","0","0"
"Unknown years","Appling","5","0","0"
"01-04 years","Atkinson","5","0","1"
"05-09 years","Atkinson","16","0","1"
"10-17 years","Atkinson","38","0","0"
"18-29 years","Atkinson","132","0","8"
"30-39 years","Atkinson","95","0","8"
"40-49 years","Atkinson","103","0","16"
"50-59 years","Atkinson","100","1","16"
"60-69 years","Atkinson","64","4","20"
"70-79 years","Atkinson","34","2","10"
"80 & Older years","Atkinson","10","2","7"
"<1 years","Atkinson","3","0","0"
"01-04 years","Bacon","15","0","0"
"05-09 years","Bacon","14","0","0"
"10-17 years","Bacon","52","0","1"
"18-29 years","Bacon","180","0","1"
"30-39 years","Bacon","95","0","4"
"40-49 years","Bacon","125","1","7"
"50-59 years","Bacon","113","2","14"
"60-69 years","Bacon","78","7","15"
"70-79 years","Bacon","50","4","8"
"80 & Older years","Bacon","26","7","7"
"<1 years","Bacon","4","0","0"
"Unknown years","Bacon","2","0","0"
"01-04 years","Baker","4","0","0"
"05-09 years","Baker","4","0","0"
"10-17 years","Baker","8","0","0"
"18-29 years","Baker","20","0","0"
"30-39 years","Baker","19","0","2"
"40-49 years","Baker","10","0","1"
"50-59 years","Baker","16","0","1"
"60-69 years","Baker","22","2","8"
"70-79 years","Baker","15","2","9"
"80 & Older years","Baker","6","2","3"
"01-04 years","Baldwin","18","0","0"
"05-09 years","Baldwin","37","0","0"
