"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1611","12"
"Hispanic/Latino","American Indian/Alaska Native","77","0"
"Hispanic/Latino","Asian","161","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","133","0"
"Hispanic/Latino","Other","21274","202"
"Hispanic/Latino","Unknown","9351","5"
"Hispanic/Latino","White","28932","348"
"Non-Hispanic/Latino","African-American/Black","123251","3613"
"Non-Hispanic/Latino","American Indian/Alaska Native","231","10"
"Non-Hispanic/Latino","Asian","8102","173"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","380","6"
"Non-Hispanic/Latino","Other","5683","18"
"Non-Hispanic/Latino","Unknown","4439","16"
"Non-Hispanic/Latino","White","172637","5089"
"Unknown","African-American/Black","17098","15"
"Unknown","American Indian/Alaska Native","104","0"
"Unknown","Asian","2132","0"
"Unknown","Native Hawaiian/Pacific Islander","123","0"
"Unknown","Other","8077","6"
"Unknown","Unknown","94468","27"
"Unknown","White","25791","14"
