"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3949","29"
"Hispanic/Latino","American Indian/Alaska Native","217","0"
"Hispanic/Latino","Asian","397","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","300","2"
"Hispanic/Latino","Other","40388","354"
"Hispanic/Latino","Unknown","17444","7"
"Hispanic/Latino","White","53064","653"
"Non-Hispanic/Latino","African-American/Black","283634","6734"
"Non-Hispanic/Latino","American Indian/Alaska Native","525","16"
"Non-Hispanic/Latino","Asian","20100","383"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","834","11"
"Non-Hispanic/Latino","Other","17945","98"
"Non-Hispanic/Latino","Unknown","9094","7"
"Non-Hispanic/Latino","White","407030","11302"
"Unknown","African-American/Black","25420","17"
"Unknown","American Indian/Alaska Native","193","0"
"Unknown","Asian","4610","2"
"Unknown","Native Hawaiian/Pacific Islander","195","0"
"Unknown","Other","27074","7"
"Unknown","Unknown","139210","32"
"Unknown","White","39384","24"
