"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","582182","9220","37348"
"Male","Georgia","499377","10456","35729"
"Unknown","Georgia","9448","4","190"
"Female","Appling","1320","29","103"
"Male","Appling","1108","41","102"
"Unknown","Appling","8","0","0"
"Female","Atkinson","553","9","71"
"Male","Atkinson","467","11","78"
"Unknown","Atkinson","6","0","0"
"Female","Bacon","689","16","55"
"Male","Bacon","974","18","61"
"Unknown","Bacon","3","0","1"
"Female","Baker","120","3","18"
"Male","Baker","100","8","23"
"Female","Baldwin","2561","41","149"
"Male","Baldwin","2023","87","201"
"Unknown","Baldwin","20","0","0"
"Female","Banks","1069","24","131"
"Male","Banks","909","19","105"
"Unknown","Banks","13","0","0"
"Female","Barrow","5866","72","383"
"Male","Barrow","5009","78","353"
"Unknown","Barrow","34","0","2"
"Female","Bartow","6963","108","426"
"Male","Bartow","6136","126","467"
"Unknown","Bartow","103","0","1"
"Female","Ben Hill","1016","27","90"
"Male","Ben Hill","753","35","81"
"Unknown","Ben Hill","2","0","0"
"Female","Berrien","763","20","45"
"Male","Berrien","630","20","36"
"Unknown","Berrien","4","0","0"
"Female","Bibb","10031","223","1104"
"Male","Bibb","7439","223","933"
"Unknown","Bibb","147","0","1"
"Female","Bleckley","567","17","26"
"Male","Bleckley","409","15","26"
"Unknown","Bleckley","6","0","1"
"Female","Brantley","887","22","63"
"Male","Brantley","748","22","52"
"Unknown","Brantley","6","0","0"
"Female","Brooks","718","16","57"
"Male","Brooks","533","25","42"
"Unknown","Brooks","11","0","0"
"Female","Bryan","2118","18","120"
"Male","Bryan","1864","22","129"
"Unknown","Bryan","26","0","1"
"Female","Bulloch","4094","42","138"
"Male","Bulloch","3144","30","111"
"Unknown","Bulloch","9","0","0"
"Female","Burke","1173","24","97"
"Male","Burke","913","18","80"
"Unknown","Burke","10","0","1"
"Female","Butts","1370","37","64"
"Male","Butts","1425","47","91"
"Unknown","Butts","88","0","1"
"Female","Calhoun","285","11","40"
"Male","Calhoun","282","6","45"
"Unknown","Calhoun","5","0","0"
"Female","Camden","2716","30","101"
"Male","Camden","2386","26","87"
"Unknown","Camden","19","0","0"
"Female","Candler","553","14","40"
"Male","Candler","463","25","32"
"Unknown","Candler","1","0","0"
"Female","Carroll","4574","65","174"
"Male","Carroll","4084","71","189"
"Unknown","Carroll","41","0","1"
"Female","Catoosa","3722","38","144"
"Male","Catoosa","3197","33","135"
"Unknown","Catoosa","85","0","3"
"Female","Charlton","591","12","44"
"Male","Charlton","980","22","41"
"Unknown","Charlton","5","0","0"
"Female","Chatham","15619","218","1073"
"Male","Chatham","12856","265","1024"
"Unknown","Chatham","232","1","14"
"Female","Chattahoochee","294","1","12"
"Male","Chattahoochee","4066","12","23"
"Unknown","Chattahoochee","13","0","0"
"Female","Chattooga","1511","29","88"
"Male","Chattooga","1308","39","113"
"Unknown","Chattooga","10","0","0"
"Female","Cherokee","14298","143","725"
"Male","Cherokee","12740","193","847"
"Unknown","Cherokee","99","0","2"
"Female","Clarke","8459","65","307"
"Male","Clarke","6669","82","286"
"Unknown","Clarke","51","0","1"
